date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/25/2018,home,12973,726,Navy,16,True,11,10,1,win,11 - 10,87051,721,0,0,6.2,0.0,1,0,0,4,5,0,25,21,0,0,0,0,0,0,0,1,0,0,0,107,10,5,0,0,0,4,0,1653236,2018
03/04/2018,away,12973,1045,DBU,10,True,6,0,6,win,6 - 0,88320,721,0,1,6.2,0.0,2,0,0,5,7,0,28,22,1,0,0,0,0,1,0,0,0,0,0,117,4,9,1,0,0,1,4,1653236,2018
03/11/2018,away,12973,626,San Diego St.,9,True,2,3,-1,loss,2 - 3,90523,721,0,1,4.2,0.0,5,3,1,4,0,0,25,17,0,0,0,1,0,2,0,0,0,1,1,91,6,6,0,1,0,1,0,1653236,2018
03/18/2018,home,12973,465,UNLV,9,True,15,12,3,win,15 - 12,92142,721,0,1,2.1,0.0,6,7,7,3,2,0,15,12,3,0,0,1,0,0,0,0,0,0,0,65,3,1,0,0,0,1,1,1653236,2018
03/25/2018,away,12973,473,New Mexico,9,True,4,7,-3,loss,4 - 7,93579,721,0,1,5.1,0.0,6,5,5,6,4,0,26,19,0,0,0,0,0,1,0,0,0,0,0,107,5,4,0,1,0,1,1,1653236,2018
04/02/2018,away,12973,30024,Utah Valley,9,True,12,6,6,win,12 - 6,95712,721,0,0,4.2,0.0,5,2,2,0,3,0,17,15,1,0,0,0,0,1,0,2,0,0,1,51,5,3,1,0,0,2,1,1653236,2018
04/07/2018,home,12973,626,San Diego St.,9,True,2,0,2,win,2 - 0,96851,721,0,0,3.2,0.0,1,0,0,5,1,0,16,10,0,0,0,0,0,1,0,1,0,0,0,61,8,0,0,0,1,2,0,1653236,2018
04/10/2018,away,12973,1356,Seattle U,9,True,5,11,-6,loss,5 - 11,97756,721,0,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,1653236,2018
04/13/2018,away,12973,465,UNLV,9,True,3,6,-3,loss,3 - 6,98144,721,0,1,6.0,0.0,8,4,4,2,8,0,29,27,2,0,0,0,0,0,0,0,0,0,0,109,2,8,0,1,0,1,4,1653236,2018
04/22/2018,home,12973,466,Nevada,9,True,3,1,2,win,3 - 1,101350,721,0,1,9.0,1,6,1,1,1,8,0,37,34,1,0,0,0,0,2,0,0,0,0,0,116,13,5,1,0,0,1,1,1653236,2018
04/29/2018,away,12973,96,Fresno St.,9,True,0,10,-10,loss,0 - 10,103083,721,0,1,3.1,0.0,9,7,6,0,3,0,20,18,4,0,0,1,0,0,0,0,0,2,0,74,5,2,0,1,0,1,1,1653236,2018
05/11/2018,home,12973,473,New Mexico,9,True,6,7,-1,loss,6 - 7,105281,721,0,1,4.1,0.0,6,3,3,2,3,0,24,19,3,0,0,0,1,3,0,0,0,0,0,87,10,0,0,0,0,1,0,1653236,2018
05/18/2018,away,12973,630,San Jose St.,9,True,5,6,-1,loss,5 - 6,106150,721,0,0,2.1,0.0,3,1,1,3,2,0,13,10,0,0,0,0,1,0,1,0,0,0,0,0,3,2,0,1,0,2,1,1653236,2018
