date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/18/2012,away,10942,234,Florida St.,9,True,8,10,-2,loss,8 - 10,755792,283,1,2.0,3,3,3,4,2,0,13,8,2,0,0,0,0,1,0,0,0,0,0,70,0,3,0,0,0,1,1,1300246,2012
02/25/2012,home,10942,513,Notre Dame,9,True,3,6,-3,loss,3 - 6,757341,283,1,4.1,7,4,3,5,3,0,24,19,1,0,0,2,0,0,0,0,0,0,0,0,4,5,0,1,0,1,0,1300246,2012
03/04/2012,away,10942,236,Fordham,9,True,7,2,5,win,7 - 2,759018,283,1,6.0,4,2,2,2,6,0,24,22,1,0,0,0,0,0,0,0,0,0,0,77,7,5,1,0,0,1,2,1300246,2012
03/10/2012,away,10942,248,George Mason,9,True,3,5,-2,loss,3 - 5,760459,283,1,5.1,4,5,5,4,6,0,25,19,1,0,0,1,0,1,1,0,0,0,1,0,5,5,0,1,0,1,1,1300246,2012
03/17/2012,home,10942,740,VCU,9,True,13,4,9,win,13 - 4,762753,283,1,5.1,3,4,4,5,6,0,24,18,1,0,0,0,0,1,0,0,0,0,0,0,3,6,1,0,0,1,0,1300246,2012
03/24/2012,away,10942,523,Old Dominion,9,True,5,13,-8,loss,5 - 13,764827,283,1,1.2,5,6,3,2,2,0,13,10,1,0,2,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,1,1300246,2012
03/31/2012,away,10942,178,Delaware St.,9,True,11,3,8,win,11 - 3,767001,283,1,7.0,5,3,3,1,8,0,30,28,0,0,0,3,0,0,0,0,0,0,0,115,5,8,1,0,0,1,3,1300246,2012
04/07/2012,home,10942,254,Georgia St.,9,True,6,2,4,win,6 - 2,769705,283,1,8.2,9,2,2,4,5,0,36,32,0,0,0,0,0,0,0,0,0,0,0,116,12,6,1,0,0,1,1,1300246,2012
04/14/2012,away,10942,460,UNCW,9,True,1,2,-1,loss,1 - 2,771721,283,1,8.0,4,1,1,2,8,0,32,29,1,0,0,0,0,1,0,0,0,0,0,117,10,6,0,0,0,1,4,1300246,2012
04/21/2012,home,10942,317,James Madison,9,True,14,20,-6,loss,14 - 20,774702,283,1,3.2,6,8,7,5,2,0,21,15,3,0,0,0,0,0,0,0,0,1,0,76,7,1,0,0,0,1,1,1300246,2012
04/21/2012,home,10942,317,James Madison,9,True,15,13,2,win,15 - 13,775006,283,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,1,5,1,1300246,2012
04/28/2012,away,10942,180,Delaware,9,True,4,0,4,win,4 - 0,776357,283,1,8.0,3,0,0,2,7,0,29,26,0,0,0,1,0,1,0,0,0,0,0,0,9,7,1,0,0,1,3,1300246,2012
05/05/2012,home,10942,500,Northeastern,9,True,10,2,8,win,10 - 2,778163,283,1,8.0,8,2,2,1,5,0,33,29,1,0,0,0,0,3,0,0,0,0,0,103,9,6,1,0,0,1,1,1300246,2012
05/12/2012,away,10942,711,Towson,9,True,7,1,6,win,7 - 1,779389,283,1,6.0,5,1,1,4,1,0,27,22,0,0,0,1,0,0,0,0,0,1,0,92,10,5,1,0,0,1,0,1300246,2012
05/18/2012,home,10942,786,William & Mary,9,True,0,11,-11,loss,0 - 11,780173,283,1,1.1,3,5,5,2,0,0,10,7,0,0,1,0,0,1,0,0,0,0,0,40,3,1,0,1,0,1,0,1300246,2012
05/24/2012,home,10942,180,Delaware,9,True,3,11,-8,loss,3 - 11,780571,283,1,2.2,10,9,4,1,2,0,21,19,2,0,0,0,0,1,1,0,0,0,0,54,2,4,0,1,0,1,2,1300246,2012
