date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
03/01/2014,away,11620,726,Navy,9,True,3,2,1,win,3 - 2,589421,167,1,1.0,1,1,1,2,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,36,0,2,0,0,1,3,0,1332286,2014
03/08/2014,away,11620,249,George Washington,9,True,3,4,-1,loss,3 - 4,590672,167,1,0.2,2,1,1,1,0,0,7,4,0,0,0,0,0,2,0,1,0,0,0,17,1,1,0,1,0,3,0,1332286,2014
03/15/2014,away,11620,317,James Madison,9,True,15,16,-1,loss,15 - 16,592676,167,1,0.2,1,0,0,1,0,0,3,2,0,1,0,0,0,0,0,2,1,0,0,13,0,1,0,0,0,5,0,1332286,2014
03/23/2014,home,11620,590,Sacred Heart,9,True,2,7,-5,loss,2 - 7,595300,167,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1332286,2014
03/29/2014,home,11620,172,Dartmouth,11,True,4,5,-1,loss,4 - 5,596333,167,1,2.0,1,1,1,3,0,0,10,6,0,0,0,0,0,0,1,0,0,1,0,0,4,2,0,1,0,5,0,1332286,2014
04/01/2014,home,11620,275,Harvard,9,True,6,2,4,win,6 - 2,597210,167,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1332286,2014
04/02/2014,away,11620,248,George Mason,9,True,3,2,1,win,3 - 2,597495,167,1,1.1,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,0,1332286,2014
04/05/2014,away,11620,813,Yale,9,True,6,4,2,win,6 - 4,598477,167,1,2.0,2,0,0,2,2,0,10,7,0,0,0,0,0,0,0,2,2,0,1,0,3,1,1,0,0,2,1,1332286,2014
04/09/2014,away,11620,62,Binghamton,9,True,6,1,5,win,6 - 1,599397,167,1,1.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,1332286,2014
04/13/2014,away,11620,540,Penn,9,True,2,9,-7,loss,2 - 9,601165,167,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,1332286,2014
04/19/2014,home,11620,158,Columbia,9,True,0,8,-8,loss,0 - 8,602823,167,1,5.0,7,4,3,0,4,0,23,22,3,0,0,0,0,0,0,0,0,0,1,0,6,5,0,1,0,1,1,1332286,2014
04/25/2014,home,11620,554,Princeton,9,True,6,4,2,win,6 - 4,604115,167,1,5.2,7,3,3,2,3,0,25,23,2,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,1,0,1332286,2014
