date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2021,home,15580,402,McNeese,9,True,10,6,4,win,10 - 6,5002622,8,1,0,3.0,0.0,7,6,6,2,2,0,17,14,2,0,0,0,1,1,0,0,0,0,0,67,3,2,0,0,0,2,2,1,2120875,2021
02/26/2021,home,15580,810,Wright St.,9,True,8,4,4,win,8 - 4,5008418,8,1,1,6.0,0.0,1,1,1,2,5,0,22,19,0,0,0,1,0,1,0,0,0,0,0,71,3,10,1,0,0,1,1,0,2120875,2021
03/05/2021,away,15580,1014,Col. of Charleston,9,True,8,0,8,win,8 - 0,5015141,8,1,1,6.0,0.0,3,0,0,0,6,0,21,21,1,0,0,0,0,0,0,0,0,0,0,77,3,9,1,0,0,1,1,0,2120875,2021
03/12/2021,home,15580,678,Stetson,9,True,2,4,-2,loss,2 - 4,5022660,8,1,1,5.0,0.0,3,4,1,1,3,0,21,20,1,0,0,1,0,0,0,0,0,0,0,71,8,4,0,1,0,1,1,0,2120875,2021
03/19/2021,away,15580,31,Arkansas,9,True,16,1,15,win,16 - 1,5030231,8,1,1,6.0,0.0,6,1,1,2,6,0,25,23,0,0,0,1,0,0,0,0,0,0,0,83,6,5,1,0,0,1,4,0,2120875,2021
03/26/2021,home,15580,433,Ole Miss,9,True,6,9,-3,loss,6 - 9,5037631,8,1,1,6.0,0.0,5,1,1,4,1,0,27,22,0,0,0,1,2,1,0,0,0,0,0,82,6,10,0,0,0,1,0,0,2120875,2021
04/02/2021,home,15580,694,Tennessee,9,True,7,4,3,win,7 - 4,5045075,8,1,1,5.0,0.0,7,4,4,1,3,0,22,21,2,0,0,1,0,0,0,0,0,0,0,98,4,7,1,0,0,1,2,0,2120875,2021
04/09/2021,away,15580,697,Texas A&M,9,True,5,3,2,win,5 - 3,5051278,8,1,1,7.1,0.0,8,3,3,1,4,0,29,28,1,0,0,2,0,0,0,0,0,0,0,91,8,8,1,0,0,1,0,0,2120875,2021
04/15/2021,home,15580,37,Auburn,10,True,8,7,1,win,8 - 7,5057071,8,1,1,4.0,0.0,8,6,6,1,2,0,23,21,1,1,0,2,0,1,0,0,0,0,0,71,2,8,0,0,0,1,0,0,2120875,2021
04/23/2021,away,15580,334,Kentucky,9,True,10,1,9,win,10 - 1,5067253,8,1,1,7.0,0.0,3,1,1,0,6,0,23,23,0,0,0,1,1,0,0,0,0,0,0,99,7,7,1,0,0,1,4,0,2120875,2021
04/30/2021,home,15580,434,Missouri,9,True,11,8,3,win,11 - 8,5070125,8,1,1,4.0,0.0,11,8,8,1,2,0,24,23,4,0,1,0,1,0,0,0,0,0,0,73,6,4,0,0,0,1,0,0,2120875,2021
05/07/2021,away,15580,736,Vanderbilt,9,True,6,9,-3,loss,6 - 9,5074999,8,1,1,4.0,0.0,8,8,8,1,2,0,21,19,1,0,0,4,0,0,0,0,0,1,0,85,7,3,0,1,0,1,0,0,2120875,2021
05/14/2021,away,15580,365,LSU,9,True,1,2,-1,loss,1 - 2,5078386,8,1,1,6.2,0.0,4,2,2,3,8,0,25,21,1,0,0,0,0,0,0,0,0,0,1,100,4,6,0,1,0,1,5,0,2120875,2021
05/20/2021,home,15580,430,Mississippi St.,9,True,2,4,-2,loss,2 - 4,5080074,8,1,1,6.1,0.0,7,4,4,1,3,0,29,26,2,0,0,0,0,0,0,0,0,2,0,99,9,7,0,1,0,1,1,0,2120875,2021
05/25/2021,home,15580,648,South Carolina,9,True,9,3,6,win,9 - 3,5081710,8,1,1,6.0,0.0,5,3,3,1,4,0,24,23,2,0,0,2,0,0,0,0,0,0,0,84,8,6,1,0,0,1,0,0,2120875,2021
06/04/2021,away,15580,490,NC State,9,True,1,8,-7,loss,1 - 8,5082761,8,1,1,4.1,0.0,7,7,7,3,2,0,23,19,3,0,0,4,0,1,0,0,0,0,0,85,4,6,0,1,0,1,1,1,2120875,2021
