date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/19/2012,away,10942,141,The Citadel,9,True,11,9,2,win,11 - 9,756175,355,1,1.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,0,0,6,0,1301264,2012
03/04/2012,home,10942,165,Coppin St.,9,True,13,1,12,win,13 - 1,758803,355,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1301264,2012
03/10/2012,home,10942,603,St. John's (NY),9,True,4,1,3,win,4 - 1,760796,355,1,4.0,1,0,0,1,2,0,13,11,0,0,0,0,0,0,0,0,0,1,0,0,4,5,1,0,0,2,0,1301264,2012
03/18/2012,away,10942,1320,Presbyterian,9,True,13,3,10,win,13 - 3,763403,355,1,1.2,1,0,0,1,2,0,7,6,0,0,0,2,0,0,0,2,2,0,0,0,1,2,0,0,0,4,0,1301264,2012
03/23/2012,home,10942,1092,Gardner-Webb,9,True,8,0,8,win,8 - 0,764702,355,1,1.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1301264,2012
04/01/2012,home,10942,388,Marshall,9,True,10,12,-2,loss,10 - 12,768215,355,1,0.1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,9,0,1,0,0,0,7,0,1301264,2012
04/04/2012,away,10942,740,VCU,9,True,4,5,-1,loss,4 - 5,768684,355,1,4.1,7,2,2,1,2,0,19,17,0,0,0,1,0,0,0,0,0,0,0,79,2,6,0,0,0,1,0,1301264,2012
04/10/2012,home,10942,317,James Madison,9,True,5,1,4,win,5 - 1,770674,355,1,4.0,1,0,0,1,3,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,1,0,1301264,2012
04/18/2012,away,10942,457,North Carolina,9,True,5,3,2,win,5 - 3,773463,355,1,5.0,4,1,1,0,3,0,19,19,1,0,0,0,0,0,0,0,0,0,0,74,3,9,0,0,0,1,1,1301264,2012
04/26/2012,home,10942,149,Coastal Carolina,9,True,3,5,-2,loss,3 - 5,775908,355,1,5.1,4,3,3,1,3,0,21,19,1,0,1,0,0,1,0,0,0,0,0,0,4,8,0,0,0,1,2,1301264,2012
05/12/2012,home,10942,19651,High Point,9,True,6,3,3,win,6 - 3,779459,355,1,2.1,5,3,3,1,0,0,13,11,0,0,1,0,0,0,0,0,0,1,0,36,3,4,0,0,0,1,0,1301264,2012
05/15/2012,away,10942,742,Virginia Tech,9,True,3,4,-1,loss,3 - 4,779756,355,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,2,0,1301264,2012
05/18/2012,away,10942,563,Radford,9,True,13,8,5,win,13 - 8,780056,355,1,4.2,5,6,2,2,0,0,23,20,0,0,0,0,0,0,0,0,0,1,0,76,6,8,0,0,0,1,0,1301264,2012
05/25/2012,home,10942,1092,Gardner-Webb,9,True,4,3,1,win,4 - 3,780661,355,1,7.2,3,3,1,2,4,0,29,27,0,0,1,0,0,0,0,0,0,0,0,92,7,12,0,0,0,1,1,1301264,2012
