App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,0,0.2,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,2,0,0,03/17/2022,away,15860,0,Fisher,9,True,4,12,-8,loss,2263562,214,2148891,2022
1,0,1.2,0.0,7,8,8,3,1,0,15,12,1,3,0,0,1,0,0,0,0,0,0,61,3,1,0,0,0,2,1,0,03/22/2022,away,15860,684,Suffolk,9,True,3,16,-13,loss,2174259,214,2148891,2022
1,0,0.1,0.0,1,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,4,0,0,03/25/2022,away,15860,764,Wesleyan (CT),9,True,7,8,-1,loss,2174612,214,2148891,2022
1,0,1.0,0.0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,15,2,1,0,0,0,4,0,0,04/02/2022,home,15860,145,Clark (MA),9,True,10,3,7,win,2185411,214,2148891,2022
1,0,1.0,0.0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,15,2,0,0,0,0,2,0,0,04/07/2022,away,15860,170,Curry,9,True,2,6,-4,loss,2177488,214,2148891,2022
1,0,0.1,0.0,1,2,2,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,04/10/2022,away,15860,722,Coast Guard,9,True,8,10,-2,loss,2178025,214,2148891,2022
1,0,1.2,0.0,0,2,0,0,2,0,8,6,0,0,0,0,0,2,0,0,0,0,0,24,2,1,0,0,0,3,1,0,04/15/2022,away,15860,45,Babson,9,True,4,10,-6,loss,2179391,214,2148891,2022
1,0,1.0,0.0,4,2,2,1,1,0,8,7,2,0,0,0,0,0,0,0,0,0,0,26,1,1,0,0,0,5,1,0,04/16/2022,home,15860,45,Babson,9,True,6,18,-12,loss,2185887,214,2148891,2022
1,0,0.1,0.0,2,5,0,2,1,0,7,5,0,1,0,0,2,0,0,0,0,0,0,26,1,0,0,0,0,3,0,0,04/19/2022,home,15860,673,Springfield,9,True,10,23,-13,loss,2180018,214,2148891,2022
1,0,1.2,0.0,7,4,4,0,1,0,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,04/30/2022,away,15860,398,MIT,9,True,3,14,-11,loss,2182371,214,2148891,2022
