App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,4,1,0,02/16/2024,away,16580,102,Sacramento St.,9,True,4,0,4,win,4525611,370,2474795,2024,1
1,0,0.2,0.0,1,0,0,1,1,0,4,3,0,0,0,0,0,0,0,1,1,0,0,18,0,1,0,0,0,6,1,0,02/18/2024,away,16580,102,Sacramento St.,9,True,8,9,-1,loss,4526218,370,2474795,2024,1
1,0,0.2,0.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,3,0,0,0,11,1,0,0,0,1,4,1,0,02/23/2024,neutral,16580,94,CSU Bakersfield,9,True,4,0,4,win,4526658,370,2474795,2024,1
1,0,0.1,0.0,2,2,2,0,1,0,3,3,0,0,0,1,0,0,0,3,3,0,0,8,0,0,0,1,0,5,0,0,02/24/2024,neutral,16580,732,Utah,9,True,5,9,-4,loss,4527145,370,2474795,2024,1
1,0,1.2,0.0,1,0,0,0,2,0,6,6,1,0,0,0,0,0,0,3,0,0,0,22,2,1,1,0,0,2,0,0,02/28/2024,home,16580,418,Michigan,9,True,9,1,8,win,4492265,370,2474795,2024,1
1,0,0.2,0.0,1,0,0,0,1,0,3,3,1,0,0,0,1,0,0,2,2,0,0,5,0,1,0,0,0,4,0,0,03/02/2024,home,16580,739,Villanova,9,True,6,2,4,win,4528396,370,2474795,2024,1
1,0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,4,1,0,03/09/2024,away,16580,609,Saint Louis,9,True,6,8,-2,loss,4529744,370,2474795,2024,1
1,0,2.0,0.0,0,0,0,0,4,0,6,6,0,0,0,0,1,0,0,2,0,0,0,27,1,1,0,0,0,6,2,0,03/11/2024,home,16580,29,Arizona,9,True,9,2,7,win,5253242,370,2474795,2024,1
1,0,1.0,0.0,1,1,1,0,1,0,4,4,0,0,0,0,1,0,0,0,0,0,0,19,1,1,0,0,0,4,0,0,03/14/2024,home,16580,172,Dartmouth,9,True,7,5,2,win,4530771,370,2474795,2024,1
1,0,2.0,0.0,1,1,1,1,3,0,9,8,1,0,0,0,1,0,0,0,0,0,0,30,2,1,0,0,0,3,1,0,03/16/2024,home,16580,172,Dartmouth,9,True,8,10,-2,loss,4531498,370,2474795,2024,1
1,0,0.2,0.0,2,0,0,0,2,0,4,4,0,0,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,6,0,0,03/19/2024,away,16580,96,Fresno St.,9,True,12,8,4,win,4532047,370,2474795,2024,1
1,0,2.0,0.0,2,3,3,1,4,0,10,8,0,0,0,1,1,1,0,0,0,0,0,38,2,0,0,0,0,2,2,0,03/23/2024,away,16580,260,Gonzaga,9,True,6,7,-1,loss,4532527,370,2474795,2024,1
1,0,2.0,0.0,1,1,1,0,2,0,7,6,0,0,0,0,1,0,0,0,0,1,0,29,3,1,0,0,0,2,2,0,03/26/2024,home,16580,109,UC Irvine,11,True,9,10,-1,loss,4533498,370,2474795,2024,1
1,0,1.1,0.0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,2,0,0,0,23,1,1,1,0,0,3,1,0,03/28/2024,home,16580,541,Pepperdine,9,True,5,4,1,win,4533782,370,2474795,2024,1
