date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2022,home,15860,473,New Mexico,9,True,13,3,10,win,13 - 3,5211507,528,1,1,5.0,0.0,6,2,2,0,4,0,21,21,1,0,0,1,1,0,0,0,0,0,0,0,4,7,1,0,0,1,1,0,2667080,2022
02/26/2022,home,15860,812,Xavier,9,True,5,4,1,win,5 - 4,5216790,528,1,0,3.1,0.0,3,0,0,0,1,0,13,13,0,0,0,0,0,0,0,0,0,0,0,48,2,7,1,0,0,2,0,0,2667080,2022
03/05/2022,home,15860,109,UC Irvine,9,True,9,5,4,win,9 - 5,5225343,528,1,1,4.0,0.0,3,4,4,2,7,0,17,15,1,0,0,1,0,0,0,0,0,0,0,70,1,4,0,0,0,1,2,0,2667080,2022
03/12/2022,away,15860,754,Washington St.,9,True,5,1,4,win,5 - 1,5232705,528,1,1,5.0,0.0,5,1,1,2,5,0,21,18,1,0,0,1,0,1,0,0,0,0,0,78,5,3,1,0,0,1,2,0,2667080,2022
03/19/2022,home,15860,28,Arizona St.,9,True,12,2,10,win,12 - 2,5239969,528,1,1,5.2,0.0,4,2,2,2,5,0,24,21,3,0,0,0,0,1,0,0,0,0,0,91,5,6,1,0,0,1,0,0,2667080,2022
03/26/2022,away,15860,107,California,9,True,7,8,-1,loss,7 - 8,5247282,528,1,1,5.1,0.0,4,5,3,1,2,0,25,24,0,0,0,1,0,0,0,0,0,0,0,0,4,10,0,0,0,1,0,0,2667080,2022
04/02/2022,home,15860,674,Stanford,11,True,3,2,1,win,3 - 2,5254028,528,1,1,4.0,0.0,5,2,2,2,6,0,19,16,2,0,0,0,0,0,0,0,0,1,0,72,3,3,0,0,0,1,4,0,2667080,2022
04/09/2022,away,15860,657,Southern California,9,True,3,2,1,win,3 - 2,5259996,528,1,1,6.0,0.0,2,1,1,0,4,0,21,19,0,0,0,1,0,1,0,0,0,1,0,77,7,7,1,0,0,1,2,0,2667080,2022
04/16/2022,home,15860,99,Long Beach St.,9,True,14,3,11,win,14 - 3,5267551,528,1,1,5.0,0.0,4,3,3,2,5,0,22,18,1,0,0,0,0,0,0,0,0,1,1,79,6,4,1,0,0,1,3,0,2667080,2022
04/23/2022,home,15860,756,Washington,9,True,8,0,8,win,8 - 0,5273363,528,1,1,6.1,0.0,3,0,0,1,5,0,24,23,0,0,0,0,0,0,0,0,0,0,0,81,6,8,1,0,0,1,3,0,2667080,2022
04/30/2022,away,15860,732,Utah,9,True,9,1,8,win,9 - 1,5280598,528,1,1,5.1,0.0,5,1,1,0,5,0,20,20,1,1,0,0,1,0,0,0,0,0,0,76,3,7,1,0,0,1,4,0,2667080,2022
05/07/2022,home,15860,529,Oregon,9,True,8,7,1,win,8 - 7,5284819,528,1,1,3.0,0.0,5,3,3,0,4,0,15,14,1,0,0,1,0,0,0,0,0,0,1,53,1,4,0,0,0,1,0,0,2667080,2022
05/14/2022,away,15860,29,Arizona,9,True,2,5,-3,loss,2 - 5,5287866,528,1,1,6.0,0.0,6,4,3,2,4,0,26,21,0,1,0,1,0,2,0,0,0,1,0,87,8,4,0,1,0,1,1,0,2667080,2022
05/20/2022,home,15860,110,UCLA,9,True,4,7,-3,loss,4 - 7,5289388,528,1,1,4.1,0.0,5,4,4,2,1,0,22,19,1,0,0,1,2,1,0,0,0,0,0,68,6,6,0,0,0,1,0,0,2667080,2022
05/28/2022,home,15860,110,UCLA,9,True,8,7,1,win,8 - 7,5290570,528,1,1,5.2,0.0,7,3,3,3,6,0,27,24,0,0,0,0,0,0,0,0,0,0,0,101,5,6,0,0,0,1,2,0,2667080,2022
06/05/2022,away,15860,736,Vanderbilt,9,True,1,8,-7,loss,1 - 8,5290936,528,1,1,3.1,0.0,6,5,4,1,1,0,18,16,0,0,0,1,1,0,0,0,0,1,0,47,2,7,0,1,0,1,1,0,2667080,2022
