date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,away,14781,415,Miami (FL),9,True,1,7,-6,loss,1 - 7,4707053,587,1,4.0,0,6,5,5,4,6,0,22,18,1,0,0,1,1,0,0,0,0,0,0,91,4,2,0,1,0,1,2,1995612,2019
02/22/2019,home,14781,87,Butler,9,True,3,2,1,win,3 - 2,4711828,587,1,7.1,0,5,2,1,0,4,0,29,27,2,0,0,0,0,1,0,0,0,1,0,95,5,12,0,0,0,1,1,1995612,2019
03/01/2019,away,14781,523,Old Dominion,9,True,2,3,-1,loss,2 - 3,4718785,587,1,6.0,0,9,2,2,1,7,0,29,27,1,0,0,0,1,0,0,0,0,1,0,99,6,5,0,0,0,1,2,1995612,2019
03/09/2019,away,14781,10411,USC Upstate,9,True,0,1,-1,loss,0 - 1,4728774,587,1,5.2,0,5,1,1,3,8,0,23,19,2,0,0,0,0,0,0,0,0,1,0,102,5,2,0,1,0,1,3,1995612,2019
03/15/2019,away,14781,28755,FGCU,11,True,1,4,-3,loss,1 - 4,4736177,587,1,6.0,0,4,1,1,2,6,0,25,22,0,0,0,0,0,1,0,0,0,0,0,102,8,3,0,0,0,1,2,1995612,2019
03/22/2019,home,14781,305,Indiana St.,9,True,1,3,-2,loss,1 - 3,4749736,587,1,7.0,0,6,1,0,1,4,0,27,25,1,0,0,0,0,0,0,0,0,0,1,104,7,9,0,0,0,1,3,1995612,2019
03/29/2019,home,14781,518,Ohio St.,11,True,3,5,-2,loss,3 - 5,4751718,587,1,7.0,0,9,3,2,0,7,0,30,29,2,0,0,0,0,0,0,0,0,1,0,113,8,5,0,0,0,1,1,1995612,2019
04/05/2019,away,14781,312,Iowa,9,True,1,6,-5,loss,1 - 6,4759523,587,1,6.2,0,6,6,6,4,5,0,29,24,2,0,0,1,0,1,0,0,0,0,0,109,6,7,0,1,0,1,0,1995612,2019
04/12/2019,home,14781,416,Michigan St.,9,True,4,2,2,win,4 - 2,4767299,587,1,6.0,0,6,2,2,2,6,0,25,23,0,0,0,0,0,0,0,0,0,0,0,85,6,5,1,0,0,1,0,1995612,2019
04/19/2019,home,14781,559,Purdue,9,True,2,0,2,win,2 - 0,4774560,587,1,8.0,0,6,0,0,2,12,0,33,29,2,0,0,0,2,1,0,0,0,1,0,111,6,5,1,0,0,1,0,1995612,2019
04/26/2019,away,14781,418,Michigan,9,True,3,8,-5,loss,3 - 8,4780860,587,1,3.2,0,11,7,6,1,3,0,25,22,2,0,0,2,2,2,0,0,0,0,0,0,4,2,0,1,0,1,1,1995612,2019
05/04/2019,away,14781,539,Penn St.,11,True,4,5,-1,loss,4 - 5,4787012,587,1,2.0,0,3,1,0,1,3,0,11,10,1,1,0,0,0,0,0,0,0,0,0,47,2,1,0,0,0,1,1,1995612,2019
05/10/2019,home,14781,509,Northwestern,9,True,3,5,-2,loss,3 - 5,4790026,587,1,6.2,0,8,4,4,1,3,0,27,26,0,0,0,0,0,0,0,0,0,0,0,95,5,10,0,1,0,1,2,1995612,2019
05/16/2019,away,14781,306,Indiana,9,True,5,7,-2,loss,5 - 7,4791844,587,1,5.2,0,10,7,7,3,9,0,30,27,5,0,0,1,0,0,0,0,0,0,0,108,5,3,0,1,0,1,2,1995612,2019
