App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,1.0,6,3,3,1,1,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,02/14/2015,neutral,12080,116,Canisius,9,True,8,4,4,win,405333,392,1646258,2015
0,0,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,5,2,02/21/2015,neutral,12080,128,UCF,9,True,6,7,-1,loss,406124,392,1646258,2015
0,0,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,02/27/2015,neutral,12080,27,App State,9,True,4,2,2,win,406649,392,1646258,2015
0,0,2.0,0,0,0,1,3,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,03/11/2015,neutral,12080,575,Richmond,9,True,8,3,5,win,409186,392,1646258,2015
0,0,0.2,3,1,1,0,1,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,03/16/2015,home,12080,554,Princeton,9,True,13,6,7,win,410580,392,1646258,2015
0,0,0.1,2,2,0,0,1,0,4,4,0,0,0,0,0,0,0,2,2,0,0,18,0,0,0,0,0,3,0,03/24/2015,away,12080,317,James Madison,9,True,6,8,-2,loss,412647,392,1646258,2015
0,0,2.0,2,0,0,0,2,0,7,7,0,0,0,0,0,0,0,1,0,0,0,22,2,1,0,0,0,5,0,03/28/2015,away,12080,418,Michigan,9,True,1,10,-9,loss,413697,392,1646258,2015
0,0,2.0,3,3,3,2,2,0,10,7,0,0,1,0,0,0,0,2,1,0,1,0,1,2,0,0,0,4,0,04/07/2015,home,12080,768,West Virginia,9,True,12,7,5,win,416591,392,1646258,2015
0,1,4.0,5,2,1,1,2,0,19,18,3,0,0,1,0,0,0,0,0,0,0,68,6,4,0,1,0,1,0,04/22/2015,home,12080,740,VCU,9,True,1,3,-2,loss,421122,392,1646258,2015
0,1,5.0,7,3,2,2,3,0,24,22,3,1,0,0,0,0,0,0,0,0,0,74,6,5,1,0,0,1,2,04/29/2015,away,12080,180,Delaware,9,True,9,4,5,win,423071,392,1646258,2015
0,0,2.1,3,2,0,1,4,0,11,10,2,0,1,0,0,0,0,3,3,0,0,36,2,1,0,0,0,4,0,05/09/2015,away,12080,518,Ohio St.,9,True,12,13,-1,loss,424939,392,1646258,2015
0,1,3.0,4,3,3,1,2,0,15,14,0,0,2,0,0,0,0,0,0,0,0,45,2,5,0,1,0,1,0,05/12/2015,home,12080,355,Liberty,9,True,6,7,-1,loss,425307,392,1646258,2015
0,1,3.1,4,4,1,1,3,0,16,15,1,0,0,0,0,0,0,0,0,0,0,60,3,4,0,1,0,1,1,05/24/2015,neutral,12080,418,Michigan,9,True,3,4,-1,loss,426299,392,1646258,2015
0,1,6.0,1,1,1,1,2,0,21,19,0,0,0,1,0,0,0,0,0,1,0,58,10,5,1,0,0,1,1,06/01/2015,neutral,12080,110,UCLA,9,True,2,1,1,win,426423,392,1646258,2015
