date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/20/2016,away,12360,655,Southeastern La.,9,True,2,8,-6,loss,2 - 8,292713,498,0,1,1.2,0.0,7,6,6,2,0,0,13,10,2,0,1,0,1,0,0,0,0,0,1,41,1,3,0,1,0,1,0,1429801,2016
02/27/2016,away,12360,769,Western Caro.,9,True,7,15,-8,loss,7 - 15,293882,498,0,0,4.0,0.0,5,4,4,5,2,0,20,15,1,0,0,1,1,0,0,0,0,0,0,61,4,4,0,0,0,3,0,1429801,2016
03/02/2016,home,12360,735,Valparaiso,10,True,6,9,-3,loss,6 - 9,294830,498,0,1,3.0,0.0,4,2,2,0,0,0,14,13,2,0,0,0,0,1,0,0,0,0,0,42,3,6,0,0,0,1,0,1429801,2016
03/13/2016,home,12360,670,Texas St.,9,True,5,7,-2,loss,5 - 7,297762,498,0,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,7,0,1429801,2016
03/15/2016,away,12360,402,McNeese,9,True,2,11,-9,loss,2 - 11,298168,498,0,1,3.2,0.0,3,3,3,5,2,0,19,12,1,0,0,0,0,0,0,0,0,1,1,76,4,5,0,1,0,1,1,1429801,2016
03/24/2016,home,12360,27,App State,9,True,10,5,5,win,10 - 5,300400,498,0,0,1.0,0.0,1,1,1,0,2,0,4,4,0,0,0,1,0,0,0,0,0,0,0,16,1,0,0,0,0,3,0,1429801,2016
03/29/2016,away,12360,508,Northwestern St.,9,True,2,11,-9,loss,2 - 11,301818,498,0,0,2.0,0.0,5,2,2,3,1,0,13,10,1,0,0,0,0,0,0,3,2,0,0,54,0,4,0,0,0,2,1,1429801,2016
04/03/2016,away,12360,646,South Alabama,9,True,2,12,-10,loss,2 - 12,303169,498,0,0,0.1,0.0,1,2,2,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,21,0,1,0,0,0,4,0,1429801,2016
04/10/2016,away,12360,702,UT Arlington,9,True,4,8,-4,loss,4 - 8,304793,498,0,0,1.0,0.0,1,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,14,1,1,0,0,0,5,0,1429801,2016
04/16/2016,home,12360,254,Georgia St.,9,True,14,0,14,win,14 - 0,306263,498,0,0,2.0,0.0,1,0,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,25,2,1,0,0,0,2,0,1429801,2016
04/20/2016,home,12360,430,Mississippi St.,14,True,0,1,-1,loss,0 - 1,307935,498,0,0,1.2,0.0,0,0,0,1,3,0,7,5,0,0,0,0,0,1,0,0,0,0,0,30,0,2,0,0,0,4,1,1429801,2016
04/23/2016,away,12360,30,Arkansas St.,9,True,4,12,-8,loss,4 - 12,308390,498,0,0,0.0,0.0,2,4,4,2,0,0,4,2,1,0,0,0,0,0,0,1,1,0,0,18,0,0,0,0,0,4,0,1429801,2016
05/14/2016,home,12360,32,Little Rock,9,True,0,17,-17,loss,0 - 17,313098,498,0,0,0.1,0.0,1,2,0,0,0,0,3,2,0,0,0,0,0,1,0,2,1,0,0,11,1,0,0,0,0,3,0,1429801,2016
05/21/2016,away,12360,671,Louisiana,9,True,2,6,-4,loss,2 - 6,314041,498,0,0,0.1,0.0,2,3,3,1,1,0,5,4,1,0,0,1,1,0,0,1,1,0,0,23,0,0,0,0,0,2,0,1429801,2016
