date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/21/2016,home,12360,742,Virginia Tech,9,True,0,12,-12,loss,0 - 12,293140,141,0,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,8,0,1657126,2016
03/04/2016,home,12360,1014,Col. of Charleston,9,True,1,5,-4,loss,1 - 5,294999,141,0,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,6,1,1657126,2016
03/06/2016,home,12360,1014,Col. of Charleston,9,True,9,12,-3,loss,9 - 12,295784,141,0,0,0.1,0.0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,2,1,0,0,16,0,1,0,0,0,5,0,1657126,2016
03/08/2016,home,12360,10411,USC Upstate,9,True,1,7,-6,loss,1 - 7,296305,141,0,0,2.0,0.0,2,1,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,29,1,5,0,1,0,2,0,1657126,2016
03/11/2016,away,12360,1068,Elon,9,True,13,8,5,win,13 - 8,296838,141,0,0,1.0,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1,0,0,2,1,1657126,2016
03/16/2016,home,12360,147,Clemson,9,True,4,5,-1,loss,4 - 5,298369,141,0,0,2.1,0.0,3,1,1,1,1,0,12,10,1,0,0,0,0,1,0,3,0,0,0,43,2,4,0,0,0,2,1,1657126,2016
03/22/2016,away,12360,10411,USC Upstate,9,True,1,14,-13,loss,1 - 14,300018,141,0,0,2.1,0.0,5,4,3,2,2,0,15,12,0,1,0,0,0,0,0,0,0,0,1,50,3,2,0,0,0,2,2,1657126,2016
03/29/2016,home,12360,48,Charleston So.,12,True,4,3,1,win,4 - 3,301749,141,0,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,2,0,1657126,2016
03/30/2016,away,12360,149,Coastal Carolina,9,True,3,4,-1,loss,3 - 4,302098,141,0,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,4,0,1657126,2016
04/02/2016,away,12360,678,Stetson,9,True,0,7,-7,loss,0 - 7,302634,141,0,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,2,1,1657126,2016
04/03/2016,away,12360,678,Stetson,9,True,5,11,-6,loss,5 - 11,303237,141,0,0,1.0,0.0,1,1,1,0,0,0,4,4,1,0,0,0,1,0,0,2,2,0,0,18,1,2,0,0,0,3,0,1657126,2016
04/05/2016,away,12360,48,Charleston So.,9,True,1,18,-17,loss,1 - 18,303544,141,0,0,0.2,0.0,3,3,0,1,0,0,5,3,1,1,0,0,1,0,0,2,1,0,1,25,0,1,0,0,0,2,0,1657126,2016
04/17/2016,away,12360,2915,Wofford,9,True,8,10,-2,loss,8 - 10,307035,141,0,0,1.0,0.0,2,1,1,1,0,0,6,5,0,0,0,0,0,0,0,1,1,0,0,26,1,2,0,0,0,2,0,1657126,2016
04/19/2016,away,12360,253,Ga. Southern,9,True,2,10,-8,loss,2 - 10,307641,141,0,0,0.1,0.0,0,1,1,1,0,0,3,1,0,0,0,0,0,1,0,3,1,0,0,8,0,1,0,0,0,4,0,1657126,2016
04/23/2016,home,12360,769,Western Caro.,9,True,0,11,-11,loss,0 - 11,308365,141,0,0,1.0,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,2,2,0,0,15,1,1,0,0,0,3,0,1657126,2016
05/05/2016,away,12360,406,Mercer,9,True,7,8,-1,loss,7 - 8,311577,141,0,0,1.0,0.0,0,0,0,0,2,0,4,3,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,0,4,1,1657126,2016
05/06/2016,away,12360,406,Mercer,9,True,4,11,-7,loss,4 - 11,311867,141,0,0,0.2,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,7,0,2,0,0,0,3,0,1657126,2016
05/11/2016,home,12360,792,Winthrop,9,True,1,7,-6,loss,1 - 7,312703,141,0,0,1.2,0.0,1,1,0,0,1,0,7,7,1,0,0,0,0,0,0,0,0,0,0,22,2,2,0,0,0,2,0,1657126,2016
05/13/2016,home,12360,625,Samford,9,True,6,7,-1,loss,6 - 7,312879,141,0,0,1.0,0.0,1,0,0,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,19,1,2,0,0,0,3,0,1657126,2016
05/15/2016,home,12360,625,Samford,9,True,7,11,-4,loss,7 - 11,313335,141,0,0,0.1,0.0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,16,1,0,0,0,0,2,0,1657126,2016
05/17/2016,away,12360,648,South Carolina,9,True,4,16,-12,loss,4 - 16,313514,141,0,0,1.2,0.0,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,2,0,0,0,28,0,3,0,0,0,2,2,1657126,2016
05/19/2016,away,12360,198,ETSU,9,True,2,11,-9,loss,2 - 11,313601,141,0,0,0.2,0.0,2,3,3,1,0,0,5,3,0,0,0,0,2,0,0,2,1,0,1,20,1,1,0,0,0,2,0,1657126,2016
05/21/2016,away,12360,198,ETSU,9,True,6,10,-4,loss,6 - 10,313984,141,0,0,0.0,0.0,2,3,3,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,1657126,2016
05/25/2016,home,12360,406,Mercer,9,True,1,13,-12,loss,1 - 13,314205,141,0,0,1.0,0.0,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,5,0,1657126,2016
