App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,1.1,6,6,6,2,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,02/07/2015,away,12080,1245,Mount Olive,9,True,2,11,-9,loss,404474,593,1553697,2015
0,1,7.1,6,2,1,0,2,0,28,27,0,0,0,0,0,1,0,0,0,0,0,0,7,11,1,0,0,1,0,03/04/2015,away,12080,584,Rollins,9,True,5,2,3,win,407470,593,1553697,2015
0,0,2.0,1,1,0,1,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,1,03/07/2015,neutral,12080,36,Assumption,9,True,7,6,1,win,408257,593,1553697,2015
0,0,3.2,3,0,0,3,6,0,18,15,1,0,0,2,0,0,0,1,1,0,0,66,1,4,0,0,0,2,1,03/22/2015,neutral,12080,22,American Int'l,9,True,5,4,1,win,412461,593,1553697,2015
0,1,4.2,6,3,2,1,1,0,22,20,1,0,1,0,0,0,0,0,0,1,0,0,10,3,0,0,0,1,1,04/02/2015,neutral,12080,36,Assumption,9,True,4,12,-8,loss,415203,593,1553697,2015
0,0,2.0,5,5,4,3,1,0,15,11,2,0,0,1,0,1,0,0,0,0,0,53,3,1,0,1,0,2,1,04/06/2015,neutral,12080,410,Merrimack,10,True,3,7,-4,loss,416498,593,1553697,2015
0,1,5.0,5,0,0,3,3,0,21,17,1,0,0,0,0,0,1,0,0,1,0,88,8,2,0,0,0,1,0,04/08/2015,home,12080,613,Saint Michael's,9,True,10,0,10,win,416849,593,1553697,2015
0,0,3.1,1,0,0,2,0,0,13,10,0,1,0,0,0,1,0,0,0,0,0,33,5,4,0,0,0,2,0,04/12/2015,home,12080,3,Adelphi,9,True,4,3,1,win,418319,593,1553697,2015
0,1,7.2,9,3,2,2,5,0,36,33,1,0,0,0,0,1,1,0,0,0,0,0,7,10,1,0,0,1,0,04/15/2015,away,12080,36,Assumption,9,True,8,5,3,win,419119,593,1553697,2015
0,1,7.0,8,3,2,1,5,0,32,29,2,0,0,0,0,1,0,0,0,1,0,114,8,8,0,1,0,1,0,04/19/2015,away,12080,682,Stonehill,9,True,0,5,-5,loss,420369,593,1553697,2015
0,1,5.0,6,6,6,2,4,0,24,20,0,0,1,0,0,1,0,0,0,0,1,96,5,6,1,0,0,1,1,04/25/2015,home,12080,56,Bentley,9,True,8,7,1,win,421984,593,1553697,2015
