App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,0,0.1,0.0,0,1,0,3,1,0,5,2,0,0,0,0,0,0,0,1,1,0,0,25,0,0,0,0,0,2,0,0,02/06/2022,home,15860,155,Colo. Sch. of Mines,9,True,0,7,-7,loss,2167301,9011,2305852,2022
1,0,2.0,0.0,6,4,4,0,3,0,12,12,0,0,0,2,2,0,0,0,0,0,0,46,3,0,0,0,0,2,2,0,02/13/2022,away,15860,1057,Drury,9,True,3,11,-8,loss,2167723,9011,2305852,2022
1,0,0.2,0.0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,2,0,0,0,10,0,0,0,0,0,2,0,0,02/19/2022,home,15860,568,Regis (CO),9,True,8,2,6,win,2185019,9011,2305852,2022
1,0,1.2,0.0,1,1,1,2,1,0,8,5,0,0,0,0,0,0,0,0,0,0,1,34,1,3,0,1,0,3,1,0,02/26/2022,away,15860,2814,Washburn,12,True,2,3,-1,loss,2168966,9011,2305852,2022
1,0,1.0,0.0,2,1,1,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,22,1,2,0,0,0,3,0,0,03/06/2022,home,15860,1071,Emporia St.,11,True,7,8,-1,loss,2171050,9011,2305852,2022
1,0,0.1,0.0,0,0,0,2,1,0,3,1,0,0,0,0,1,0,0,1,0,0,0,20,0,0,0,0,0,3,0,0,03/13/2022,away,15860,30180,Rogers St.,10,True,10,11,-1,loss,2262750,9011,2305852,2022
1,0,1.0,0.0,1,1,1,3,1,0,5,2,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,0,1,04/10/2022,home,15860,12810,Northeastern St.,9,True,4,8,-4,loss,2178494,9011,2305852,2022
1,0,1.1,0.0,4,3,3,0,1,0,8,8,1,0,0,2,0,0,0,0,0,0,0,32,1,2,0,0,0,4,0,0,04/16/2022,home,15860,9013,Missouri Western,9,True,6,16,-10,loss,2179786,9011,2305852,2022
1,0,1.0,0.0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,18,2,1,0,0,0,3,0,0,04/23/2022,away,15860,507,Northwest Mo. St.,9,True,1,6,-5,loss,2180570,9011,2305852,2022
1,0,0.1,0.0,2,2,2,0,0,0,3,3,0,0,0,2,0,0,0,1,1,0,0,11,0,1,0,0,0,2,0,0,05/01/2022,home,15860,130,Central Mo.,9,True,2,12,-10,loss,2182826,9011,2305852,2022
