date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2021,home,15580,659,Southern Ill.,9,True,7,8,-1,loss,7 - 8,5002769,315,1,1.0,0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,2335466,2021
02/26/2021,home,15580,735,Valparaiso,9,True,5,4,1,win,5 - 4,5008450,315,1,2.1,0,1,0,0,0,1,0,8,8,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,2,0,0,2335466,2021
03/03/2021,away,15580,625,Samford,9,True,9,10,-1,loss,9 - 10,5013440,315,1,1.0,0,4,4,4,1,0,0,9,6,0,0,0,0,2,1,0,0,0,0,1,0,2,1,0,0,0,2,0,0,2335466,2021
03/06/2021,home,15580,664,Southern Miss.,9,True,0,6,-6,loss,0 - 6,5016993,315,1,1.2,0,1,1,1,1,1,0,8,7,0,0,0,1,0,0,0,2,2,0,0,0,1,3,0,0,0,3,1,0,2335466,2021
03/10/2021,away,15580,8,Alabama,9,True,2,7,-5,loss,2 - 7,5020917,315,1,1.2,0,2,1,1,2,1,0,9,6,0,0,0,0,0,1,0,2,2,0,0,36,1,2,0,0,0,3,1,0,2335466,2021
03/14/2021,away,15580,646,South Alabama,9,True,5,7,-2,loss,5 - 7,5025644,315,1,1.1,0,1,1,1,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,17,1,3,0,0,0,2,0,0,2335466,2021
03/24/2021,away,15580,1157,Kennesaw St.,9,True,10,12,-2,loss,10 - 12,5036192,315,1,1.0,0,2,1,1,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,6,0,0,2335466,2021
03/30/2021,home,15580,625,Samford,9,True,4,5,-1,loss,4 - 5,5042456,315,1,1.2,0,1,0,0,2,2,0,7,5,0,0,0,0,0,0,0,3,2,0,0,37,1,1,0,0,0,3,1,0,2335466,2021
04/03/2021,away,15580,654,Southeast Mo. St.,9,True,3,8,-5,loss,3 - 8,5046822,315,1,1.2,0,1,0,0,1,2,0,8,6,0,0,0,0,0,1,0,2,0,0,0,27,1,2,0,0,0,4,0,0,2335466,2021
04/07/2021,away,15580,7,Alabama St.,9,True,14,10,4,win,14 - 10,5049753,315,1,1.0,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,3,1,0,2335466,2021
04/10/2021,home,15580,14927,Belmont,9,True,3,5,-2,loss,3 - 5,5052686,315,1,1.1,0,1,0,0,1,3,0,5,4,0,0,0,0,0,0,0,3,2,0,0,26,0,0,0,0,0,2,1,0,2335466,2021
04/13/2021,home,15580,1157,Kennesaw St.,9,True,8,4,4,win,8 - 4,5055656,315,1,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,6,2,0,2335466,2021
04/17/2021,away,15580,202,Eastern Ky.,9,True,5,9,-4,loss,5 - 9,5058437,315,1,0.2,0,4,2,2,0,0,0,5,5,1,0,1,0,0,0,0,1,1,0,0,15,0,1,0,0,0,2,0,0,2335466,2021
04/20/2021,home,15580,716,Troy,9,True,6,1,5,win,6 - 1,5062380,315,1,2.0,0,2,0,0,0,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,30,2,1,0,0,0,4,0,0,2335466,2021
04/24/2021,home,15580,444,Morehead St.,9,True,9,5,4,win,9 - 5,5066010,315,1,3.1,0,0,0,0,2,5,0,13,11,0,0,0,0,0,0,0,0,0,0,0,65,3,2,1,0,0,3,2,0,2335466,2021
04/27/2021,away,15580,716,Troy,9,True,0,2,-2,loss,0 - 2,5068433,315,1,3.1,0,5,0,0,0,2,0,12,12,1,0,0,0,0,0,0,0,0,0,0,31,3,2,0,0,0,1,1,0,2335466,2021
05/01/2021,away,15580,695,UT Martin,9,True,12,8,4,win,12 - 8,5070934,315,1,2.1,0,3,3,3,2,1,0,11,8,1,0,0,0,0,0,0,3,1,0,1,50,2,3,0,0,0,3,1,0,2335466,2021
05/08/2021,home,15580,660,SIUE,9,True,2,4,-2,loss,2 - 4,5075984,315,1,1.2,0,1,0,0,2,0,0,8,4,0,0,0,0,0,0,1,2,1,1,1,25,1,4,0,0,0,3,0,0,2335466,2021
05/14/2021,away,15580,43,Austin Peay,9,True,7,8,-1,loss,7 - 8,5078281,315,1,1.2,0,2,2,2,2,3,0,9,7,0,0,0,1,0,0,1,2,1,0,0,28,0,2,0,0,0,3,1,0,2335466,2021
05/15/2021,away,15580,43,Austin Peay,9,True,1,5,-4,loss,1 - 5,5078908,315,1,1.2,0,2,1,1,0,2,0,7,7,0,0,0,1,0,0,0,1,0,0,0,20,0,3,0,0,0,3,0,0,2335466,2021
05/18/2021,away,15580,430,Mississippi St.,9,True,1,6,-5,loss,1 - 6,5079622,315,1,1.0,0,1,2,2,1,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,22,2,1,0,1,0,1,0,0,2335466,2021
05/21/2021,home,15580,201,Eastern Ill.,9,True,4,2,2,win,4 - 2,5080639,315,1,1.2,0,1,0,0,2,0,0,7,5,0,0,0,0,0,0,0,1,0,0,0,26,3,1,1,0,0,2,0,0,2335466,2021
