App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,3.0,0.0,6,2,2,0,2,0,14,14,2,0,0,0,1,0,0,0,0,0,0,44,2,4,0,0,0,4,1,0,02/18/2023,home,16340,671,Louisiana,9,True,2,11,-9,loss,2390751,574,2812445,2023,1
1,0,1.0,0.0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,1,0,02/28/2023,away,16340,624,Sam Houston,9,True,11,4,7,win,2392350,574,2812445,2023,1
1,0,0.2,0.0,1,2,2,4,1,0,7,3,0,0,0,0,0,0,0,2,2,0,0,29,1,0,0,0,0,2,1,0,03/04/2023,neutral,16340,697,Texas A&M,9,True,1,13,-12,loss,2393031,574,2812445,2023,1
1,0,0.2,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,8,0,2,0,0,0,3,0,0,03/07/2023,home,16340,536,UTRGV,9,True,14,3,11,win,2393759,574,2812445,2023,1
1,0,2.0,0.0,1,2,1,2,2,0,9,7,0,0,0,1,1,0,0,1,0,0,0,36,3,1,0,0,0,2,0,0,04/04/2023,away,16340,288,Houston,9,True,13,14,-1,loss,2399833,574,2812445,2023,1
1,0,4.0,0.0,2,0,0,0,0,0,14,14,1,0,0,0,0,0,0,0,0,0,0,45,7,4,0,0,0,2,0,0,04/11/2023,home,16340,346,Lamar University,9,True,7,3,4,win,2401283,574,2812445,2023,1
1,1,2.0,0.0,0,0,0,3,3,0,10,6,0,0,0,0,0,1,0,0,0,0,0,46,1,2,0,0,0,1,0,0,04/16/2023,home,16340,458,Charlotte,9,True,2,16,-14,loss,2402521,574,2812445,2023,1
1,0,2.2,0.0,1,3,3,3,0,0,13,9,1,0,0,0,1,1,0,0,0,0,0,48,4,4,0,0,0,4,0,0,04/21/2023,away,16340,419,Middle Tenn.,9,True,0,6,-6,loss,2403226,574,2812445,2023,1
1,0,2.1,0.0,2,0,0,0,2,0,10,9,0,0,0,0,0,1,0,0,0,0,0,37,2,3,0,0,0,2,1,0,04/30/2023,home,16340,1045,DBU,9,True,3,4,-1,loss,2405496,574,2812445,2023,1
1,0,1.0,0.0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,3,0,0,05/03/2023,home,16340,288,Houston,12,True,5,8,-3,loss,2405909,574,2812445,2023,1
1,0,2.1,0.0,2,2,2,2,3,0,12,8,0,1,0,1,0,1,0,1,0,0,1,36,3,1,0,0,0,4,2,0,05/06/2023,away,16340,706,UTSA,9,True,8,10,-2,loss,2406431,574,2812445,2023,1
1,1,1.2,0.0,4,4,4,2,3,0,10,8,0,0,0,1,0,0,0,0,0,0,0,42,1,0,0,1,0,1,0,0,05/09/2023,home,16340,2743,UIW,9,True,1,10,-9,loss,2406705,574,2812445,2023,1
1,0,1.1,0.0,1,1,1,2,2,0,7,5,0,0,0,0,0,0,0,0,0,0,0,34,0,2,0,0,0,4,0,0,05/14/2023,away,16340,772,Western Ky.,9,True,2,5,-3,loss,2407154,574,2812445,2023,1
1,0,0.1,0.0,2,2,2,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,1,0,05/20/2023,home,16340,231,FIU,9,True,7,10,-3,loss,2407761,574,2812445,2023,1
