date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2021,away,15580,107,California,9,True,6,3,3,win,6 - 3,5004187,534,1,1.0,0,3,2,2,1,2,0,7,6,1,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,2,0,0,2348667,2021
02/22/2021,home,15580,107,California,9,True,7,6,1,win,7 - 6,5006856,534,1,1.1,0,2,1,1,1,2,0,6,5,1,0,0,0,0,0,0,0,0,0,0,23,1,0,1,0,0,3,2,0,2348667,2021
03/01/2021,away,15580,102,Sacramento St.,9,True,5,8,-3,loss,5 - 8,5012314,534,1,1.0,0,2,2,2,1,1,0,5,4,0,0,0,1,0,0,0,0,0,0,0,27,0,1,0,0,0,3,1,0,2348667,2021
03/06/2021,away,15580,94,CSU Bakersfield,9,True,8,5,3,win,8 - 5,5027817,534,1,3.0,0,3,2,0,0,2,0,13,12,1,0,0,0,0,1,0,2,2,0,0,0,4,2,1,0,0,2,1,0,2348667,2021
03/14/2021,away,15580,610,Saint Mary's (CA),9,True,7,5,2,win,7 - 5,5048270,534,1,4.0,0,4,1,1,1,2,0,16,14,3,0,0,0,0,0,0,2,0,0,1,58,1,8,0,0,0,2,1,0,2348667,2021
03/17/2021,home,15580,96,Fresno St.,9,True,3,2,1,win,3 - 2,5035143,534,1,3.0,0,3,1,1,1,1,0,11,10,0,0,0,0,0,0,0,0,0,0,0,45,3,3,0,0,0,2,0,0,2348667,2021
03/19/2021,home,15580,551,Portland,9,True,2,12,-10,loss,2 - 12,5033896,534,1,0.1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,1,0,2348667,2021
03/20/2021,home,15580,551,Portland,9,True,3,9,-6,loss,3 - 9,5033878,534,1,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,5,2,0,2348667,2021
03/24/2021,away,15580,96,Fresno St.,9,True,4,5,-1,loss,4 - 5,5035892,534,1,3.0,0,1,0,0,0,4,0,10,10,0,0,0,0,0,0,0,0,0,0,0,40,4,1,0,0,0,1,2,0,2348667,2021
03/26/2021,away,15580,627,San Diego,9,True,1,3,-2,loss,1 - 3,5037779,534,1,0.2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,8,1,1,0,0,0,3,0,0,2348667,2021
03/28/2021,away,15580,627,San Diego,9,True,1,5,-4,loss,1 - 5,5040642,534,1,2.1,0,1,0,0,0,5,0,8,8,0,0,0,0,1,0,0,2,2,0,0,34,0,2,0,0,0,2,1,0,2348667,2021
04/03/2021,away,15580,260,Gonzaga,9,True,1,2,-1,loss,1 - 2,5046558,534,1,0.2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,2348667,2021
04/08/2021,away,15580,465,UNLV,9,True,4,8,-4,loss,4 - 8,5050187,534,1,6.0,0,9,2,2,0,5,0,25,24,1,0,0,0,0,0,0,0,0,1,0,95,7,4,0,0,0,1,0,0,2348667,2021
04/17/2021,home,15580,99,Long Beach St.,9,True,17,12,5,win,17 - 12,5059631,534,1,3.2,0,6,4,4,1,2,0,18,15,2,1,0,1,0,0,0,0,0,0,2,70,3,6,0,0,0,1,0,0,2348667,2021
04/24/2021,away,15580,610,Saint Mary's (CA),10,True,2,3,-1,loss,2 - 3,5065874,534,1,7.0,0,8,2,2,5,7,0,30,25,2,0,0,0,0,0,0,0,0,0,0,108,7,3,0,0,0,1,2,0,2348667,2021
05/01/2021,home,15580,629,San Francisco,9,True,4,6,-2,loss,4 - 6,5071692,534,1,5.0,0,8,4,2,1,6,0,24,22,1,0,0,0,0,0,0,0,0,0,1,104,6,2,0,0,0,1,1,0,2348667,2021
