date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/20/2016,home,12360,97,Cal St. Fullerton,9,True,2,0,2,win,2 - 0,293065,674,0,1,6.1,0.0,2,0,0,1,2,0,22,21,0,0,0,0,0,0,0,0,0,0,0,0,10,7,1,0,0,1,1,1753575,2016
02/26/2016,away,12360,703,Texas,9,True,3,4,-1,loss,3 - 4,293606,674,0,1,3.0,0.0,4,4,3,1,3,0,15,12,1,0,0,0,0,1,0,0,0,1,0,65,5,0,0,1,0,1,2,1753575,2016
03/03/2016,home,12360,736,Vanderbilt,9,True,4,1,3,win,4 - 1,294970,674,0,1,5.0,0.0,4,1,1,1,5,0,20,19,1,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,1,2,1753575,2016
03/18/2016,home,12360,328,Kansas,9,True,2,0,2,win,2 - 0,298669,674,0,1,6.1,0.0,6,0,0,1,6,0,25,23,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,1,1,1753575,2016
03/25/2016,home,12360,754,Washington St.,9,True,6,1,5,win,6 - 1,300620,674,0,1,8.0,0.0,5,1,1,1,10,0,28,27,0,0,0,0,0,0,0,0,0,0,0,99,5,7,1,0,0,1,5,1753575,2016
04/01/2016,home,12360,657,Southern California,9,True,0,1,-1,loss,0 - 1,302281,674,0,1,7.1,0.0,3,1,1,2,8,0,26,22,0,0,0,0,1,1,0,0,0,1,0,99,9,3,0,1,0,1,2,1753575,2016
04/08/2016,away,12360,110,UCLA,9,True,5,6,-1,loss,5 - 6,303988,674,0,1,6.0,0.0,5,3,3,2,8,0,25,22,0,1,0,0,1,1,0,0,0,0,0,101,2,7,0,0,0,1,1,1753575,2016
04/15/2016,away,12360,29,Arizona,9,True,1,4,-3,loss,1 - 4,306024,674,0,1,5.0,0.0,3,1,1,3,2,0,20,17,1,0,0,0,0,0,0,0,0,0,0,94,6,6,0,1,0,1,0,1753575,2016
04/22/2016,home,12360,28,Arizona St.,9,True,2,3,-1,loss,2 - 3,308083,674,0,1,6.1,0.0,5,3,3,2,11,0,26,23,0,0,0,0,0,0,0,0,0,1,0,102,2,6,0,1,0,1,3,1753575,2016
04/29/2016,away,12360,528,Oregon St.,9,True,2,3,-1,loss,2 - 3,310109,674,0,1,7.0,0.0,4,1,1,1,5,0,27,25,0,0,0,1,0,1,0,0,0,0,0,107,6,9,0,0,0,1,3,1753575,2016
05/06/2016,home,12360,107,California,9,True,5,1,4,win,5 - 1,311595,674,0,1,7.0,0.0,3,0,0,0,9,0,24,24,0,0,0,0,0,0,0,0,0,0,0,107,5,7,1,0,0,1,1,1753575,2016
05/13/2016,away,12360,732,Utah,9,True,7,9,-2,loss,7 - 9,312959,674,0,1,4.0,0.0,9,7,7,3,1,0,23,18,0,0,0,0,2,1,0,0,0,0,1,103,6,3,0,1,0,1,0,1753575,2016
05/20/2016,away,12360,756,Washington,9,True,3,4,-1,loss,3 - 4,313845,674,0,1,5.1,0.0,6,2,2,3,3,0,24,19,2,0,0,1,0,0,0,0,0,2,0,93,8,3,0,0,0,1,1,1753575,2016
05/27/2016,home,12360,529,Oregon,9,True,4,2,2,win,4 - 2,314340,674,0,1,6.2,0.0,1,0,0,5,3,0,27,21,0,0,0,0,0,0,0,0,0,1,0,108,9,8,1,0,0,1,0,1753575,2016
