date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/18/2017,home,12560,1014,Col. of Charleston,9,True,6,15,-9,loss,6 - 15,206065,257,0,0,1.0,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1870279,2017
02/25/2017,away,12560,253,Ga. Southern,9,True,7,0,7,win,7 - 0,207290,257,0,0,1.2,0.0,1,0,0,1,1,0,7,6,0,0,0,0,1,0,0,0,0,0,0,32,4,0,0,0,0,2,0,1870279,2017
03/07/2017,home,12560,812,Xavier,9,True,7,8,-1,loss,7 - 8,209585,257,0,0,1.0,0.0,1,2,2,2,2,0,7,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,1870279,2017
03/10/2017,home,12560,576,Rider,9,True,4,11,-7,loss,4 - 11,210162,257,0,0,1.2,0.0,2,0,0,0,2,0,8,8,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,4,1,1870279,2017
03/17/2017,away,12560,365,LSU,9,True,9,22,-13,loss,9 - 22,211814,257,0,0,0.2,0.0,1,3,3,2,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,19,1,0,0,0,0,4,0,1870279,2017
03/21/2017,away,12560,1157,Kennesaw St.,9,True,9,6,3,win,9 - 6,212972,257,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1870279,2017
03/28/2017,home,12560,632,Savannah St.,9,True,12,3,9,win,12 - 3,214821,257,0,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,1870279,2017
03/31/2017,away,12560,694,Tennessee,9,True,5,6,-1,loss,5 - 6,215245,257,0,0,0.2,0.0,1,0,0,1,0,0,4,3,0,1,0,0,0,0,0,1,1,0,0,18,1,1,0,0,0,3,0,1870279,2017
04/08/2017,home,12560,434,Missouri,9,True,1,6,-5,loss,1 - 6,217365,257,0,0,0.2,0.0,0,0,0,1,1,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,1870279,2017
04/15/2017,away,12560,31,Arkansas,9,True,3,11,-8,loss,3 - 11,219796,257,0,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,5,0,1870279,2017
04/21/2017,home,12560,736,Vanderbilt,9,True,1,8,-7,loss,1 - 8,221224,257,0,0,1.2,0.0,1,1,1,1,0,0,7,6,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,0,0,3,0,1870279,2017
04/29/2017,home,12560,235,Florida,9,True,3,6,-3,loss,3 - 6,223526,257,0,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1870279,2017
05/09/2017,home,12560,255,Georgia Tech,9,True,8,7,1,win,8 - 7,225833,257,0,0,1.1,0.0,1,0,0,2,2,0,7,4,0,0,0,0,0,0,0,1,1,1,0,34,1,1,1,0,0,5,0,1870279,2017
05/16/2017,home,12560,244,Furman,9,True,10,6,4,win,10 - 6,226666,257,0,0,1.0,0.0,1,1,1,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1870279,2017
05/20/2017,away,12560,648,South Carolina,9,True,0,10,-10,loss,0 - 10,227142,257,0,0,0.0,0.0,1,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,1870279,2017
