date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/18/2022,away,15860,406,Mercer,9,True,1,8,-7,loss,1 - 8,5209393,202,1,0,2.0,0.0,2,0,0,0,6,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2673591,2022
02/23/2022,home,15860,332,Kentucky St.,9,True,15,0,15,win,15 - 0,5213918,202,1,1,4.0,0.0,2,0,0,2,4,0,17,14,0,0,0,0,0,1,0,0,0,0,0,68,5,3,1,0,0,1,1,0,2673591,2022
02/27/2022,home,15860,519,Ohio,9,True,0,4,-4,loss,0 - 4,5218139,202,1,0,1.0,0.0,1,0,0,1,1,0,6,4,0,0,0,0,0,1,0,0,0,0,0,18,0,2,0,0,0,4,0,0,2673591,2022
03/02/2022,home,15860,175,Dayton,9,True,11,3,8,win,11 - 3,5221115,202,1,1,6.0,0.0,5,1,1,1,6,0,22,21,0,0,0,1,1,0,0,0,0,0,0,82,6,4,1,0,0,1,0,1,2673591,2022
03/09/2022,away,15860,388,Marshall,9,True,8,2,6,win,8 - 2,5275538,202,1,1,5.0,0.0,5,2,2,1,3,0,23,20,1,0,0,0,0,2,0,0,0,0,0,0,3,9,1,0,0,1,0,0,2673591,2022
03/19/2022,away,15860,487,North Ala.,9,True,7,4,3,win,7 - 4,5239589,202,1,0,2.0,0.0,3,1,1,0,3,0,8,8,2,0,0,0,0,0,0,0,0,0,0,27,1,1,0,0,0,2,1,0,2673591,2022
03/22/2022,home,15860,505,Northern Ky.,9,True,6,2,4,win,6 - 2,5243126,202,1,0,2.0,0.0,1,1,1,2,2,0,9,6,0,0,0,0,0,0,1,0,0,1,0,31,2,2,0,0,0,3,0,0,2673591,2022
03/27/2022,home,15860,52,Bellarmine,9,True,17,13,4,win,17 - 13,5247928,202,1,0,2.2,0.0,3,4,4,1,3,0,12,11,2,0,0,0,0,0,1,0,0,0,0,28,2,3,0,0,0,3,0,0,2673591,2022
04/03/2022,away,15860,315,Jacksonville St.,9,True,10,5,5,win,10 - 5,5254802,202,1,1,5.0,0.0,4,4,4,4,8,0,23,18,1,0,0,0,2,1,0,0,0,0,0,97,2,4,1,0,0,1,2,0,2673591,2022
04/10/2022,away,15860,28600,Lipscomb,9,True,3,7,-4,loss,3 - 7,5261267,202,1,1,1.1,0.0,2,4,3,1,1,0,9,7,1,0,0,0,1,0,0,0,0,1,0,30,1,2,0,1,0,1,0,0,2673591,2022
04/14/2022,home,15860,1004,Central Ark.,9,True,9,13,-4,loss,9 - 13,5264731,202,1,0,0.1,0.0,1,5,5,3,1,0,6,2,1,0,0,0,1,1,0,0,0,0,0,23,0,0,0,0,0,3,0,0,2673591,2022
04/16/2022,home,15860,1004,Central Ark.,9,True,8,6,2,win,8 - 6,5266503,202,1,0,2.2,0.0,4,4,4,0,1,0,12,12,0,0,0,2,0,0,0,2,0,0,0,39,6,1,0,0,0,2,0,0,2673591,2022
04/24/2022,home,15860,487,North Ala.,9,True,15,8,7,win,15 - 8,5274123,202,1,1,6.0,0.0,10,8,8,0,4,0,29,29,1,0,0,4,0,0,0,0,0,0,0,82,9,5,1,0,0,1,1,0,2673591,2022
05/01/2022,away,15860,52,Bellarmine,10,True,4,3,1,win,4 - 3,5280842,202,1,1,4.0,0.0,5,2,2,2,3,0,18,16,1,0,0,1,1,0,0,0,0,0,0,48,4,3,0,0,0,1,1,0,2673591,2022
05/08/2022,home,15860,315,Jacksonville St.,9,True,11,10,1,win,11 - 10,5285089,202,1,1,2.1,0.0,4,2,2,2,4,0,13,10,0,0,0,1,0,1,0,0,0,0,0,43,1,1,0,0,0,1,1,0,2673591,2022
05/15/2022,home,15860,28600,Lipscomb,9,True,4,7,-3,loss,4 - 7,5288122,202,1,1,1.0,0.0,3,3,3,2,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,1,0,0,2673591,2022
05/17/2022,away,15860,367,Louisville,9,True,3,10,-7,loss,3 - 10,5288581,202,1,0,2.0,0.0,1,0,0,1,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,33,1,5,0,0,0,7,0,0,2673591,2022
05/25/2022,home,15860,315,Jacksonville St.,9,True,7,4,3,win,7 - 4,5290063,202,1,0,2.0,0.0,2,0,0,0,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,32,0,3,0,0,0,4,2,0,2673591,2022
05/27/2022,home,15860,355,Liberty,9,True,9,18,-9,loss,9 - 18,5290318,202,1,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,7,0,0,2673591,2022
