date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2014,away,11620,109,UC Irvine,13,True,8,7,1,win,8 - 7,587000,96,1,3.1,4,4,4,4,4,0,18,14,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,2,1438707,2014
02/19/2014,home,11620,102,Sacramento St.,9,True,4,6,-2,loss,4 - 6,587662,96,1,5.0,8,6,6,3,4,0,27,21,2,0,0,1,0,1,0,0,0,1,1,106,3,8,0,1,0,1,1,1438707,2014
03/12/2014,home,11620,539,Penn St.,9,True,12,3,9,win,12 - 3,591944,96,1,2.0,1,3,0,4,4,0,13,8,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,3,2,1438707,2014
03/25/2014,home,11620,104,UC Santa Barbara,10,True,4,5,-1,loss,4 - 5,595414,96,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,1,1438707,2014
04/01/2014,home,11620,534,Pacific,9,True,3,7,-4,loss,3 - 7,597032,96,1,2.0,2,0,0,1,3,0,9,8,0,0,0,1,0,0,0,2,1,0,0,0,3,0,0,0,0,3,0,1438707,2014
04/04/2014,home,11620,465,UNLV,9,True,0,6,-6,loss,0 - 6,597666,96,1,2.0,2,3,2,3,1,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1438707,2014
04/22/2014,home,11620,107,California,9,True,7,4,3,win,7 - 4,603322,96,1,4.0,2,2,2,1,6,0,17,16,0,1,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,1,1,1438707,2014
04/27/2014,home,11620,721,Air Force,9,True,11,1,10,win,11 - 1,605034,96,1,1.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,4,0,1438707,2014
04/30/2014,away,11620,97,Cal St. Fullerton,9,True,1,8,-7,loss,1 - 8,605535,96,1,2.1,0,0,0,3,1,0,10,7,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,2,1,1438707,2014
05/04/2014,away,11620,630,San Jose St.,9,True,2,5,-3,loss,2 - 5,606529,96,1,0.2,1,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,13,0,2,0,0,0,2,0,1438707,2014
05/15/2014,home,11620,626,San Diego St.,9,True,2,9,-7,loss,2 - 9,607929,96,1,5.2,2,0,0,2,1,0,21,17,1,0,0,3,0,1,0,3,3,0,1,85,7,8,0,0,0,3,0,1438707,2014
