App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,3.0,0.0,0,0,0,1,3,0,9,8,0,0,0,0,0,0,0,0,0,0,0,37,2,3,0,0,0,2,1,0,02/18/2023,home,16340,248,George Mason,9,True,3,2,1,win,2390800,231,2475827,2023,1
1,0,3.2,0.0,2,0,0,1,4,0,15,13,1,0,0,0,0,1,0,1,0,0,0,60,6,1,0,0,0,2,2,0,02/24/2023,home,16340,434,Missouri,9,True,2,5,-3,loss,2391566,231,2475827,2023,1
1,0,3.0,0.0,3,1,1,3,1,0,15,12,2,0,0,0,2,0,0,0,0,0,0,51,3,5,0,0,0,2,0,0,03/03/2023,home,16340,275,Harvard,10,True,4,3,1,win,2392890,231,2475827,2023,1
1,0,2.0,0.0,1,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,34,3,1,0,0,0,3,1,0,03/08/2023,home,16340,678,Stetson,9,True,5,0,5,win,2394088,231,2475827,2023,1
1,0,4.2,0.0,4,2,2,0,1,0,17,15,0,1,0,0,0,1,0,3,3,0,1,60,5,6,0,0,0,2,1,1,03/12/2023,home,16340,386,Marist,9,True,13,12,1,win,2395062,231,2475827,2023,1
1,0,3.2,0.0,10,8,8,1,3,0,22,19,3,0,0,0,0,1,0,2,0,0,1,68,4,3,0,0,0,2,0,0,03/18/2023,away,16340,1045,DBU,9,True,2,12,-10,loss,2396448,231,2475827,2023,1
1,1,2.1,0.0,5,4,3,5,3,0,18,11,3,0,0,0,0,1,1,0,0,1,0,60,1,3,0,0,0,1,1,0,03/25/2023,home,16340,9,UAB,9,True,13,5,8,win,2398002,231,2475827,2023,1
1,1,2.1,0.0,5,5,5,0,3,0,15,12,1,0,0,0,2,3,0,0,0,0,0,58,2,2,0,0,0,1,0,0,04/01/2023,away,16340,419,Middle Tenn.,9,True,8,14,-6,loss,2399454,231,2475827,2023,1
1,0,2.1,0.0,7,3,3,0,1,0,14,14,1,0,0,1,0,0,0,0,0,0,0,46,4,2,0,0,0,2,0,0,04/07/2023,home,16340,229,Fla. Atlantic,9,True,3,7,-4,loss,2400726,231,2475827,2023,1
1,0,4.0,0.0,1,0,0,1,3,0,14,13,0,0,0,0,0,0,0,0,0,0,0,47,6,3,1,0,0,2,3,0,05/03/2023,away,16340,61,Bethune-Cookman,9,True,7,6,1,win,2405948,231,2475827,2023,1
1,0,1.1,0.0,1,0,0,0,1,0,6,5,0,0,0,0,0,1,0,1,0,0,0,20,2,1,0,0,0,3,0,0,05/07/2023,home,16340,772,Western Ky.,9,True,1,3,-2,loss,2406581,231,2475827,2023,1
1,0,1.0,0.0,1,0,0,1,1,0,5,4,0,0,0,0,0,0,0,2,2,0,0,26,0,2,0,0,0,5,0,0,05/10/2023,away,16340,415,Miami (FL),9,True,0,10,-10,loss,2406804,231,2475827,2023,1
1,0,2.2,0.0,4,1,1,1,3,0,12,11,1,0,0,1,0,0,0,3,0,0,0,45,2,2,1,0,0,3,1,0,05/12/2023,home,16340,458,Charlotte,9,True,13,4,9,win,2406954,231,2475827,2023,1
1,0,1.1,0.0,0,0,0,1,1,0,5,4,0,0,0,0,0,0,0,1,0,0,0,18,1,2,0,0,0,3,0,0,05/14/2023,home,16340,458,Charlotte,9,True,6,9,-3,loss,2407175,231,2475827,2023,1
