App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,0.2,0.0,2,3,2,1,0,0,6,5,1,0,2,0,0,0,0,0,0,0,0,22,1,1,0,0,0,3,0,0,02/03/2024,away,16580,1176,Lincoln Memorial,9,True,4,14,-10,loss,4525020,30124,2943948,2024,2
1,0,0.2,0.0,1,4,4,2,0,0,6,2,0,0,0,0,1,1,0,0,0,0,1,26,0,2,0,0,0,3,0,0,03/09/2024,away,16580,30013,Lee,9,True,3,13,-10,loss,4529816,30124,2943948,2024,2
1,0,0.2,0.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,3,0,0,03/15/2024,away,16580,510,Northwood,9,True,3,9,-6,loss,4543205,30124,2943948,2024,2
1,0,3.0,0.0,3,1,1,1,1,0,12,11,0,0,1,0,0,0,0,0,0,0,0,35,1,6,0,0,0,4,0,0,03/22/2024,home,16580,1079,Findlay,9,True,1,11,-10,loss,4542745,30124,2943948,2024,2
1,0,1.2,0.0,3,3,3,1,1,0,9,7,2,0,0,0,1,1,0,0,0,0,0,35,1,2,0,0,0,3,0,0,03/29/2024,away,16580,1403,Tiffin,9,True,13,14,-1,loss,4534006,30124,2943948,2024,2
1,0,0.1,0.0,4,2,2,0,1,0,5,5,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2,0,0,03/30/2024,away,16580,1403,Tiffin,9,True,2,9,-7,loss,4543385,30124,2943948,2024,2
1,0,3.0,0.0,5,2,2,3,1,0,16,12,0,0,0,0,0,1,0,0,0,0,0,61,4,2,0,0,0,4,0,0,04/09/2024,away,16580,806,Wittenberg,9,True,7,18,-11,loss,4536204,30124,2943948,2024,2
1,0,0.2,0.0,2,1,1,0,1,0,5,5,1,0,0,0,0,0,0,3,3,0,0,17,0,1,0,0,0,2,1,0,04/13/2024,home,16580,30119,Ohio Dominican,9,True,9,8,1,win,4545164,30124,2943948,2024,2
1,0,4.0,0.0,1,0,0,0,0,0,14,12,0,0,0,0,0,2,0,0,0,0,0,38,4,7,0,0,0,2,0,0,04/19/2024,away,16580,30002,Trevecca Nazarene,9,True,1,7,-6,loss,4538221,30124,2943948,2024,2
1,0,1.0,0.0,2,1,1,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,16,2,1,0,0,0,3,0,0,04/23/2024,home,16580,30119,Ohio Dominican,9,True,2,11,-9,loss,4536721,30124,2943948,2024,2
1,0,1.0,0.0,1,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,2,0,0,04/23/2024,home,16580,30119,Ohio Dominican,9,True,10,8,2,win,4546250,30124,2943948,2024,2
1,0,2.1,0.0,0,1,0,0,1,0,9,6,0,0,0,0,0,2,0,0,0,1,0,24,5,0,0,0,0,2,1,0,04/26/2024,away,16580,2746,Lake Erie,9,True,4,6,-2,loss,4539680,30124,2943948,2024,2
1,0,2.2,0.0,3,3,0,1,0,0,13,10,1,0,0,0,0,0,0,1,1,1,1,43,3,5,0,0,0,2,0,0,05/02/2024,home,16580,333,Ky. Wesleyan,9,True,4,7,-3,loss,4540826,30124,2943948,2024,2
