date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2014,home,11620,416,Michigan St.,9,True,1,2,-1,loss,1 - 2,587503,810,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,3,0,1417521,2014
02/21/2014,away,11620,109,UC Irvine,9,True,3,1,2,win,3 - 1,587855,810,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1417521,2014
02/22/2014,away,11620,99,Long Beach St.,9,True,1,4,-3,loss,1 - 4,588088,810,1,1.0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,1417521,2014
02/25/2014,away,11620,334,Kentucky,9,True,1,7,-6,loss,1 - 7,588816,810,1,1.0,1,2,2,1,1,0,6,4,0,0,1,1,0,1,0,0,0,0,0,24,1,1,0,0,0,3,1,1417521,2014
03/01/2014,away,11620,528,Oregon St.,9,True,4,6,-2,loss,4 - 6,589339,810,1,0.1,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,2,1,0,0,6,0,1,0,0,0,2,0,1417521,2014
03/02/2014,away,11620,528,Oregon St.,9,True,2,13,-11,loss,2 - 13,589751,810,1,1.0,1,3,3,2,0,0,5,2,0,0,0,0,0,0,0,3,0,1,0,17,2,0,0,0,0,3,0,1417521,2014
03/08/2014,home,11620,72,Bradley,9,True,9,7,2,win,9 - 7,590548,810,1,0.0,2,2,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,1417521,2014
03/14/2014,home,11620,302,UIC,9,True,8,7,1,win,8 - 7,592217,810,1,0.2,0,0,0,1,2,0,3,2,0,0,0,1,0,0,0,2,0,0,0,13,0,0,0,0,0,3,2,1417521,2014
03/15/2014,home,11620,302,UIC,9,True,8,6,2,win,8 - 6,592820,810,1,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1417521,2014
03/18/2014,away,11620,140,Cincinnati,9,True,3,12,-9,loss,3 - 12,593560,810,1,0.0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,0,3,0,1417521,2014
03/21/2014,home,11620,514,Oakland,14,True,5,4,1,win,5 - 4,594086,810,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,5,0,1417521,2014
03/26/2014,home,11620,331,Kent St.,12,True,7,9,-2,loss,7 - 9,595591,810,1,0.2,1,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,4,0,1417521,2014
04/01/2014,away,11620,709,Toledo,9,True,4,10,-6,loss,4 - 10,597069,810,1,1.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1417521,2014
04/08/2014,home,11620,140,Cincinnati,9,True,7,8,-1,loss,7 - 8,599359,810,1,2.0,0,2,2,3,1,0,9,5,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,1,0,1,0,1417521,2014
04/13/2014,home,11620,797,Milwaukee,12,True,6,5,1,win,6 - 5,601040,810,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,3,0,1417521,2014
04/23/2014,away,11620,5,Akron,9,True,3,1,2,win,3 - 1,603675,810,1,1.1,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1417521,2014
04/27/2014,away,11620,514,Oakland,9,True,17,6,11,win,17 - 6,605045,810,1,1.0,1,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1417521,2014
04/30/2014,home,11620,5,Akron,9,True,5,9,-4,loss,5 - 9,605570,810,1,3.0,3,1,1,1,3,0,14,11,0,0,0,2,0,1,0,0,0,0,1,62,0,6,0,0,0,1,0,1417521,2014
05/03/2014,home,11620,817,Youngstown St.,9,True,16,11,5,win,16 - 11,606086,810,1,1.0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1417521,2014
