App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,4.1,2,0,0,0,3,0,16,14,2,0,0,0,0,1,0,3,2,0,1,50,6,4,1,0,0,3,2,02/14/2015,home,12080,129,Central Mich.,9,True,6,4,2,win,405095,28755,1532731,2015
0,0,1.1,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,1,0,0,0,22,2,0,0,0,1,2,0,02/20/2015,home,12080,236,Fordham,9,True,2,0,2,win,405680,28755,1532731,2015
0,0,2.2,2,1,1,1,2,0,11,10,0,0,0,0,0,0,0,1,0,0,0,44,4,1,0,0,0,2,0,02/22/2015,home,12080,301,Illinois,9,True,4,4,0,tie,406223,28755,1532731,2015
0,0,1.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,6,1,02/25/2015,home,12080,639,Siena,9,True,9,5,4,win,406442,28755,1532731,2015
0,0,0.2,1,3,1,1,0,0,4,2,0,0,0,0,0,1,0,1,0,0,0,16,1,0,0,0,0,3,0,03/01/2015,home,12080,428,Minnesota,9,True,4,8,-4,loss,407062,28755,1532731,2015
0,0,2.0,0,0,0,0,2,0,7,6,0,0,0,0,0,1,0,0,0,0,0,18,4,0,1,0,0,2,0,03/06/2015,home,12080,774,Western Mich.,9,True,4,3,1,win,407680,28755,1532731,2015
0,0,2.1,4,4,2,1,5,0,14,11,0,0,1,0,0,2,0,0,0,0,0,57,1,1,0,1,0,2,3,03/10/2015,home,12080,415,Miami (FL),9,True,4,15,-11,loss,408863,28755,1532731,2015
0,0,1.1,1,0,0,2,1,0,7,5,0,0,0,0,0,0,0,2,0,0,0,35,1,2,0,0,0,4,0,03/15/2015,away,12080,463,Nebraska,9,True,2,3,-1,loss,410245,28755,1532731,2015
0,0,2.0,1,1,0,0,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,35,2,1,0,0,1,5,1,03/22/2015,home,12080,61,Bethune-Cookman,9,True,9,8,1,win,412174,28755,1532731,2015
0,0,1.0,3,2,2,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,0,22,1,1,0,1,0,3,1,03/24/2015,home,12080,651,South Fla.,9,True,7,8,-1,loss,412676,28755,1532731,2015
0,0,1.0,2,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,1,3,0,03/28/2015,away,12080,2711,North Florida,9,True,7,4,3,win,413467,28755,1532731,2015
0,0,1.2,3,1,1,0,0,0,8,8,0,0,0,0,0,0,0,2,2,0,0,24,4,1,0,1,0,6,0,03/29/2015,away,12080,2711,North Florida,9,True,5,6,-1,loss,414020,28755,1532731,2015
0,0,2.0,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,3,0,0,0,20,1,2,0,0,0,3,1,04/02/2015,home,12080,10411,USC Upstate,9,True,10,4,6,win,415058,28755,1532731,2015
0,0,0.2,5,3,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,2,0,04/04/2015,home,12080,10411,USC Upstate,9,True,7,6,1,win,415731,28755,1532731,2015
0,0,3.1,5,2,0,1,0,0,16,11,0,0,0,1,0,0,0,1,0,4,0,48,8,1,1,0,0,5,0,04/12/2015,home,12080,316,Jacksonville,10,True,8,7,1,win,418038,28755,1532731,2015
0,0,1.0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,12,2,1,0,0,0,3,0,04/26/2015,home,12080,400,Massachusetts,9,True,5,4,1,win,422286,28755,1532731,2015
0,0,1.0,3,1,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,1,0,14,2,1,0,0,0,2,0,05/03/2015,home,12080,28600,Lipscomb,9,True,1,4,-3,loss,424251,28755,1532731,2015
0,0,2.0,4,1,1,0,0,0,10,9,1,0,0,0,0,1,0,0,0,0,0,34,4,1,0,0,0,2,0,05/08/2015,home,12080,505,Northern Ky.,9,True,7,2,5,win,424725,28755,1532731,2015
0,0,1.0,4,4,4,0,0,0,8,7,1,0,0,0,0,1,0,0,0,0,0,24,2,1,0,0,0,3,0,05/14/2015,away,12080,678,Stetson,9,True,8,11,-3,loss,425488,28755,1532731,2015
0,0,1.0,2,4,4,2,0,0,6,3,1,0,0,0,0,0,1,2,0,1,0,19,2,0,0,0,0,2,0,05/23/2015,away,12080,2711,North Florida,9,True,2,8,-6,loss,426244,28755,1532731,2015
