App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,1,5.0,0.0,9,4,4,2,3,0,26,23,2,0,0,0,2,0,0,0,0,0,1,0,8,4,0,1,0,1,0,02/04/2017,home,12560,1156,Neb.-Kearney,9,True,3,6,-3,loss,205192,413,1649355,2017
0,1,6.0,0.0,8,4,2,2,4,0,28,26,1,0,1,0,0,0,0,0,0,0,0,111,8,5,0,0,0,1,2,02/11/2017,away,12560,1071,Emporia St.,9,True,5,10,-5,loss,205462,413,1649355,2017
0,1,7.0,0.0,9,4,4,2,6,0,31,29,0,2,0,1,0,0,0,0,0,0,0,0,9,5,0,0,0,1,3,02/26/2017,home,12560,30128,Sioux Falls,11,True,4,7,-3,loss,207906,413,1649355,2017
0,1,6.0,0.0,8,3,3,2,3,0,27,25,2,2,0,1,0,0,0,0,0,0,0,95,11,3,1,0,0,1,1,03/04/2017,away,12560,2720,CSU Pueblo,9,True,5,3,2,win,208655,413,1649355,2017
0,1,7.0,1,2,2,2,1,4,0,25,22,0,0,0,1,0,1,0,0,0,1,0,0,7,9,1,0,0,1,1,03/11/2017,home,12560,8577,N.M. Highlands,9,True,3,2,1,win,210549,413,1649355,2017
0,1,4.0,0.0,8,7,5,0,4,0,20,19,2,0,0,1,2,0,0,0,0,1,0,71,5,2,1,0,0,1,1,03/18/2017,away,12560,155,Colo. Sch. of Mines,9,True,11,8,3,win,212192,413,1649355,2017
0,1,7.0,1,5,1,1,2,7,0,26,24,1,0,0,1,0,0,0,0,0,0,0,0,8,4,1,0,0,1,5,03/25/2017,home,12560,929,Adams St.,9,True,4,1,3,win,213887,413,1649355,2017
0,1,5.0,0.0,9,4,2,0,3,0,24,22,1,0,0,0,0,1,0,0,0,0,1,0,5,5,0,0,0,1,1,04/02/2017,away,12560,568,Regis (CO),9,True,7,6,1,win,216440,413,1649355,2017
0,1,9.0,1,6,2,2,2,5,0,34,30,1,0,0,0,1,0,0,0,0,2,0,0,13,8,1,0,0,1,0,04/08/2017,home,12560,9754,UC-Colo. Springs,9,True,4,2,2,win,217315,413,1649355,2017
0,1,7.0,0.0,4,0,0,2,7,0,26,23,1,0,0,0,0,1,0,0,0,0,0,0,6,6,1,0,0,1,2,04/15/2017,home,12560,502,Northern Colo.,9,True,2,1,1,win,220298,413,1649355,2017
0,1,7.0,1,14,4,4,1,3,0,34,32,2,0,0,0,0,0,0,0,0,1,0,114,10,6,1,0,0,1,1,04/22/2017,away,12560,9754,UC-Colo. Springs,9,True,7,4,3,win,221649,413,1649355,2017
0,1,7.0,0.0,5,1,0,2,3,0,29,26,3,0,0,0,1,0,0,0,0,1,0,0,8,8,0,0,0,1,0,04/28/2017,home,12560,11403,Colo. Christian,9,True,2,1,1,win,223357,413,1649355,2017
0,1,4.2,0.0,8,9,9,2,7,0,25,22,0,0,0,2,1,1,0,0,0,0,0,0,4,3,0,1,0,1,3,05/05/2017,home,12560,11416,Colorado Mesa,9,True,2,20,-18,loss,224762,413,1649355,2017
0,1,3.2,0.0,9,6,5,1,4,0,21,18,3,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,1,1,05/10/2017,neutral,12560,2720,CSU Pueblo,10,True,12,11,1,win,225892,413,1649355,2017
