date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2013,home,11320,47,Ball St.,9,True,1,0,1,win,1 - 0,657850,419,1,8.0,4,0,0,2,7,0,28,25,1,0,0,1,0,0,0,0,0,0,0,0,6,8,1,0,0,1,0,1105350,2013
02/23/2013,away,11320,37,Auburn,9,True,2,1,1,win,2 - 1,659250,419,1,8.0,3,1,1,3,5,0,30,27,0,0,0,1,1,0,0,0,0,0,0,101,8,10,1,0,0,1,4,1105350,2013
03/01/2013,home,11320,1157,Kennesaw St.,9,True,11,1,10,win,11 - 1,660276,419,1,7.0,6,0,0,0,5,0,26,26,0,0,0,0,0,0,0,0,0,0,0,83,11,4,1,0,0,1,2,1105350,2013
03/08/2013,home,11320,812,Xavier,9,True,4,8,-4,loss,4 - 8,661956,419,1,6.0,9,6,6,3,4,0,29,22,0,0,1,1,0,2,0,0,0,2,0,87,7,4,0,1,0,1,2,1105350,2013
03/15/2013,away,11320,772,Western Ky.,9,True,5,6,-1,loss,5 - 6,663813,419,1,6.0,5,5,5,3,1,0,27,23,1,0,2,2,0,1,0,0,0,0,0,104,5,12,0,1,0,1,0,1105350,2013
03/22/2013,home,11320,671,Louisiana,9,True,12,5,7,win,12 - 5,665635,419,1,7.0,7,5,4,3,9,0,31,26,3,0,1,0,1,0,0,0,0,2,0,120,8,3,1,0,0,1,2,1105350,2013
03/29/2013,away,11320,716,Troy,9,True,2,3,-1,loss,2 - 3,667504,419,1,7.1,5,2,2,2,7,0,28,26,1,0,1,0,0,0,0,0,0,0,0,122,9,5,0,0,0,1,3,1105350,2013
04/05/2013,home,11320,32,Little Rock,9,True,1,11,-10,loss,1 - 11,669324,419,1,3.0,7,7,5,1,5,0,18,16,2,0,2,0,0,0,0,0,0,1,0,61,3,1,0,1,0,1,3,1105350,2013
04/14/2013,away,11320,229,Fla. Atlantic,9,True,3,5,-2,loss,3 - 5,672443,419,1,7.0,4,4,4,2,3,0,27,24,2,0,0,0,0,0,0,0,0,0,1,92,4,13,0,1,0,1,1,1105350,2013
04/20/2013,home,11320,231,FIU,9,True,4,7,-3,loss,4 - 7,673767,419,1,4.0,8,5,5,2,1,0,22,18,4,0,1,0,0,1,0,0,0,0,1,67,3,6,0,1,0,1,1,1105350,2013
04/28/2013,away,11320,30,Arkansas St.,9,True,9,13,-4,loss,9 - 13,676790,419,1,3.2,7,3,3,2,1,0,19,15,3,0,0,2,0,0,0,0,0,1,1,86,4,5,0,0,0,1,0,1105350,2013
05/05/2013,away,11320,646,South Alabama,9,True,6,5,1,win,6 - 5,678199,419,1,8.0,7,2,2,2,6,0,32,29,2,0,0,1,0,1,0,0,0,0,0,120,7,9,1,0,0,1,1,1105350,2013
05/12/2013,home,11320,498,ULM,10,True,5,4,1,win,5 - 4,679305,419,1,6.1,9,3,3,1,5,0,27,26,0,0,1,1,0,0,0,0,0,0,0,99,8,4,0,0,0,1,1,1105350,2013
05/18/2013,home,11320,772,Western Ky.,9,True,2,3,-1,loss,2 - 3,679996,419,1,6.1,6,2,2,0,5,0,26,25,0,0,1,0,1,1,0,0,0,0,0,99,8,6,0,0,0,1,1,1105350,2013
