App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,2.0,0,0,0,1,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,1,02/07/2015,away,12080,11276,USC Aiken,9,True,6,19,-13,loss,404441,30002,1656245,2015
0,0,2.0,5,5,4,3,4,0,12,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,02/14/2015,home,12080,395,Maryville (MO),9,True,10,12,-2,loss,405227,30002,1656245,2015
0,0,1.2,3,1,1,2,2,0,11,8,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,3,1,02/28/2015,home,12080,757,Wayne St. (MI),10,True,1,2,-1,loss,406805,30002,1656245,2015
0,0,1.1,1,0,0,2,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,03/08/2015,home,12080,561,Quincy,9,True,4,8,-4,loss,408492,30002,1656245,2015
0,1,2.0,1,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,03/11/2015,home,12080,487,North Ala.,9,True,3,6,-3,loss,409151,30002,1656245,2015
0,1,1.2,7,5,2,1,0,0,12,11,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,03/14/2015,home,12080,280,Hillsdale,9,True,4,5,-1,loss,409920,30002,1656245,2015
0,0,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,5,0,03/18/2015,away,12080,10,Alabama Huntsville,9,True,7,15,-8,loss,411093,30002,1656245,2015
0,1,7.0,6,2,2,0,4,0,27,26,2,0,0,1,0,0,0,0,0,0,1,0,6,10,1,0,0,1,2,03/21/2015,away,12080,333,Ky. Wesleyan,10,True,10,2,8,win,412040,30002,1656245,2015
0,1,5.0,2,0,0,1,3,0,21,18,0,0,0,0,0,2,0,0,0,0,0,0,6,5,1,0,0,1,0,03/28/2015,away,12080,19117,Salem (WV),9,True,17,2,15,win,413811,30002,1656245,2015
0,1,5.0,4,2,1,3,3,0,22,19,0,0,1,0,0,0,0,0,0,0,0,0,4,7,1,0,0,1,0,04/04/2015,home,12080,174,Davis & Elkins,9,True,14,2,12,win,415998,30002,1656245,2015
0,1,5.0,6,1,1,2,4,0,22,20,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,1,1,04/18/2015,home,12080,15207,Ohio Valley,9,True,2,1,1,win,420135,30002,1656245,2015
0,1,2.2,6,7,7,3,1,0,18,12,1,0,1,0,0,1,0,0,0,2,0,66,3,4,0,0,0,1,0,04/25/2015,home,12080,30124,Cedarville,9,True,17,14,3,win,422151,30002,1656245,2015
0,1,1.2,1,4,2,4,2,0,11,5,1,0,0,0,0,1,0,0,0,1,0,53,1,1,0,0,0,1,0,05/02/2015,away,12080,934,Alderson Broaddus,10,True,14,10,4,win,423994,30002,1656245,2015
