App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,1.0,0.0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,1,0,0,1,0,6,2,0,1,0,0,8,0,0,03/07/2023,neutral,16340,25719,Penn St.-Altoona,9,True,12,11,1,win,2393829,656,2683537,2023,3
1,0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,2,0,0,03/11/2023,neutral,16340,762,Wentworth,9,True,5,4,1,win,2394648,656,2683537,2023,3
1,0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,1,4,1,0,03/11/2023,neutral,16340,762,Wentworth,9,True,7,5,2,win,2408845,656,2683537,2023,3
1,0,1.0,0.0,2,2,1,1,2,0,6,4,0,0,0,0,1,0,0,0,0,0,1,18,0,1,0,1,0,2,1,0,03/18/2023,away,16340,76,Bridgewater St.,9,True,5,6,-1,loss,2409066,656,2683537,2023,3
1,0,0.1,0.0,3,4,4,3,0,0,7,4,0,0,0,0,0,0,1,0,0,0,0,27,1,0,0,1,0,3,0,0,04/02/2023,away,16340,662,Southern Me.,9,True,4,6,-2,loss,2399135,656,2683537,2023,3
1,0,1.2,0.0,3,1,1,0,2,0,8,7,0,0,0,0,0,1,0,0,0,0,0,28,2,0,0,0,0,3,1,0,04/15/2023,home,16340,123,VTSU Castleton,9,True,13,6,7,win,2410416,656,2683537,2023,3
1,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0,0,4,0,0,04/18/2023,away,16340,401,UMass Boston,9,True,7,2,5,win,2402842,656,2683537,2023,3
1,0,1.0,0.0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,8,1,0,04/20/2023,away,16340,684,Suffolk,9,True,15,4,11,win,2403204,656,2683537,2023,3
1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,2,0,0,04/25/2023,home,16340,571,Rhode Island Col.,9,True,4,5,-1,loss,2404442,656,2683537,2023,3
1,0,0.2,0.0,1,1,1,2,1,0,5,3,0,0,0,0,0,0,1,0,0,0,0,21,1,0,0,1,0,4,0,0,04/28/2023,away,16340,548,Plymouth St.,9,True,7,8,-1,loss,2405338,656,2683537,2023,3
1,0,0.1,0.0,2,4,4,2,0,0,5,3,0,0,0,0,1,0,1,0,0,0,0,24,1,0,0,1,0,3,0,0,05/03/2023,home,16340,401,UMass Boston,9,True,5,10,-5,loss,2405778,656,2683537,2023,3
1,0,1.0,0.0,1,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,1,5,0,0,05/05/2023,home,16340,330,Keene St.,9,True,5,3,2,win,2411228,656,2683537,2023,3
