date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2019,away,14781,1014,Col. of Charleston,9,True,0,9,-9,loss,0 - 9,4706325,456,1,1.0,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,2,0,1869086,2019
02/24/2019,home,14781,391,UMBC,9,True,0,12,-12,loss,0 - 12,4715586,456,1,1.2,0,9,9,9,0,2,0,14,13,3,1,0,2,0,0,0,0,0,0,1,47,0,3,0,1,0,1,1,1869086,2019
02/27/2019,away,14781,244,Furman,9,True,4,3,1,win,4 - 3,4717732,456,1,2.0,0,2,1,1,0,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,31,1,1,0,0,0,1,1,1869086,2019
03/06/2019,home,14781,769,Western Caro.,9,True,4,16,-12,loss,4 - 16,4725748,456,1,1.0,0,4,4,4,1,1,0,8,6,0,0,0,1,0,1,0,0,0,0,0,30,1,0,0,1,0,1,1,1869086,2019
03/10/2019,away,14781,253,Ga. Southern,9,True,0,14,-14,loss,0 - 14,4729549,456,1,3.2,0,4,5,4,4,2,0,19,14,0,0,0,0,2,0,0,0,0,1,0,73,3,6,0,1,0,1,0,1869086,2019
03/17/2019,home,14781,10411,USC Upstate,9,True,9,5,4,win,9 - 5,4739840,456,1,5.2,0,5,4,3,3,3,0,26,22,0,1,0,0,0,0,0,0,0,1,0,99,6,8,1,0,0,1,1,1869086,2019
03/24/2019,away,14781,115,Campbell,9,True,3,6,-3,loss,3 - 6,4746743,456,1,6.2,0,6,4,4,2,1,0,26,22,1,0,0,2,0,0,0,0,0,1,1,91,7,10,0,1,0,1,0,1869086,2019
03/31/2019,home,14781,363,Longwood,9,True,11,8,3,win,11 - 8,4765563,456,1,3.1,0,6,5,4,2,4,0,18,16,0,0,0,0,0,0,0,0,0,0,0,79,2,4,0,0,0,1,2,1869086,2019
04/07/2019,away,14781,1320,Presbyterian,9,True,2,7,-5,loss,2 - 7,4762215,456,1,5.0,0,5,2,2,2,4,0,22,19,1,0,0,0,0,1,0,0,0,0,0,82,1,9,0,1,0,1,0,1869086,2019
04/13/2019,home,14781,792,Winthrop,9,True,1,9,-8,loss,1 - 9,4768629,456,1,3.1,0,6,4,4,2,1,0,17,14,1,0,0,0,0,0,0,0,0,0,1,59,1,7,0,1,0,1,1,1869086,2019
04/18/2019,home,14781,48,Charleston So.,9,True,2,3,-1,loss,2 - 3,4773656,456,1,5.0,0,4,1,1,4,1,0,23,19,1,0,0,0,0,0,1,0,0,0,0,83,5,9,0,0,0,1,0,1869086,2019
04/28/2019,away,14781,19651,High Point,9,True,4,9,-5,loss,4 - 9,4783295,456,1,2.1,0,3,4,4,2,1,0,13,10,1,0,0,1,0,1,0,0,0,0,0,49,2,3,0,0,0,1,0,1869086,2019
05/09/2019,home,14781,563,Radford,9,True,3,18,-15,loss,3 - 18,4789726,456,1,0.2,0,2,4,4,2,0,0,7,4,0,0,0,1,0,1,0,0,0,0,0,30,0,2,0,1,0,1,0,1869086,2019
