date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/23/2021,away,15580,527,Oral Roberts,9,True,8,2,6,win,8 - 2,5006354,669,1,2.0,0,2,1,1,0,3,0,7,7,1,0,0,0,1,0,0,2,1,0,0,27,1,1,0,0,0,6,1,0,2343781,2021
02/24/2021,away,15580,527,Oral Roberts,9,True,14,11,3,win,14 - 11,5007229,669,1,4.0,0,3,3,3,1,4,0,15,14,0,1,0,0,0,0,0,3,3,0,0,62,4,3,0,0,0,3,3,0,2343781,2021
02/27/2021,home,15580,1004,Central Ark.,9,True,2,5,-3,loss,2 - 5,5010697,669,1,3.2,0,3,2,2,3,2,0,17,12,0,0,0,1,0,0,0,1,1,2,0,0,6,2,0,0,0,4,0,0,2343781,2021
03/02/2021,home,15580,521,Oklahoma St.,9,True,0,7,-7,loss,0 - 7,5012924,669,1,0.1,0,1,2,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2343781,2021
03/06/2021,home,15580,1395,Tarleton St.,9,True,5,7,-2,loss,5 - 7,5016818,669,1,1.2,0,2,2,2,1,2,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,2343781,2021
03/10/2021,away,15580,30,Arkansas St.,9,True,3,7,-4,loss,3 - 7,5020635,669,1,1.0,0,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,3,0,0,0,14,1,1,0,0,0,3,1,0,2343781,2021
03/16/2021,home,15580,527,Oral Roberts,9,True,5,1,4,win,5 - 1,5027495,669,1,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2343781,2021
03/19/2021,away,15580,664,Southern Miss.,9,True,1,2,-1,loss,1 - 2,5029375,669,1,0.1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,3,0,0,2343781,2021
03/21/2021,away,15580,664,Southern Miss.,9,True,1,3,-2,loss,1 - 3,5032938,669,1,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,2,0,0,2343781,2021
03/23/2021,away,15580,521,Oklahoma St.,9,True,11,8,3,win,11 - 8,5035119,669,1,3.0,0,1,0,0,0,5,0,12,11,1,0,0,0,0,1,0,0,0,0,0,48,2,2,1,0,0,4,1,0,2343781,2021
03/30/2021,away,15580,654,Southeast Mo. St.,10,True,9,8,1,win,9 - 8,5042148,669,1,1.2,0,4,2,2,2,1,0,10,8,1,0,0,0,0,0,1,1,1,0,0,38,3,0,0,0,0,4,0,0,2343781,2021
04/01/2021,home,15580,72,Bradley,9,True,5,4,1,win,5 - 4,5043797,669,1,2.0,0,1,0,0,1,3,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,1,2343781,2021
04/02/2021,home,15580,72,Bradley,9,True,4,3,1,win,4 - 3,5045269,669,1,3.0,0,2,0,0,0,2,0,9,9,0,0,0,0,0,0,0,3,2,0,0,0,3,2,1,0,0,3,2,1,2343781,2021
04/06/2021,home,15580,1057,Drury,9,True,9,8,1,win,9 - 8,5048951,669,1,3.0,0,4,3,1,1,1,0,15,13,0,0,0,0,0,0,0,2,0,1,0,0,5,3,0,0,0,4,0,0,2343781,2021
04/13/2021,away,15580,434,Missouri,9,True,7,5,2,win,7 - 5,5055736,669,1,1.2,0,3,4,4,2,2,0,10,8,1,0,0,0,1,0,0,0,0,0,0,33,2,1,0,0,0,6,1,0,2343781,2021
04/16/2021,away,15580,219,Evansville,9,True,5,3,2,win,5 - 3,5057855,669,1,2.2,0,1,0,0,0,3,0,9,8,1,0,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,2,1,0,2343781,2021
04/18/2021,away,15580,219,Evansville,9,True,9,5,4,win,9 - 5,5063273,669,1,3.0,0,4,1,1,1,2,0,14,12,2,0,0,0,0,0,0,2,1,0,1,0,2,5,0,0,0,3,1,0,2343781,2021
04/30/2021,away,15580,659,Southern Ill.,9,True,2,3,-1,loss,2 - 3,5069997,669,1,2.0,0,1,1,1,1,2,0,8,7,0,1,0,0,0,0,0,0,0,0,0,39,3,1,0,0,0,2,0,0,2343781,2021
05/02/2021,away,15580,659,Southern Ill.,9,True,0,5,-5,loss,0 - 5,5072014,669,1,1.0,0,4,3,3,1,1,0,8,7,2,0,0,0,1,0,0,0,0,0,0,29,1,1,0,0,0,2,0,0,2343781,2021
05/05/2021,away,15580,328,Kansas,9,True,1,3,-2,loss,1 - 3,5073880,669,1,1.2,0,2,0,0,1,1,0,8,7,1,0,0,0,0,0,0,0,0,0,0,39,2,2,0,0,0,4,1,0,2343781,2021
05/07/2021,home,15580,305,Indiana St.,9,True,4,3,1,win,4 - 3,5075117,669,1,3.0,0,1,0,0,1,2,0,10,9,1,0,0,0,0,0,1,2,0,0,0,0,2,4,1,0,0,2,0,0,2343781,2021
05/09/2021,home,15580,305,Indiana St.,9,True,2,5,-3,loss,2 - 5,5076208,669,1,2.0,0,3,1,1,1,2,0,9,8,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,2,0,0,2343781,2021
05/14/2021,away,15580,299,Illinois St.,9,True,2,4,-2,loss,2 - 4,5078055,669,1,2.1,0,1,0,0,2,1,0,9,7,0,0,0,0,1,0,0,1,0,0,0,27,3,2,0,0,0,2,0,0,2343781,2021
05/15/2021,away,15580,299,Illinois St.,9,True,3,4,-1,loss,3 - 4,5078620,669,1,1.2,0,2,1,0,0,1,0,7,6,0,0,0,0,0,0,0,1,0,1,0,23,2,1,0,1,0,2,1,0,2343781,2021
05/16/2021,away,15580,299,Illinois St.,9,True,2,1,1,win,2 - 1,5079129,669,1,2.0,0,1,0,0,2,1,0,8,5,1,0,0,0,0,0,1,0,0,1,0,29,1,3,0,0,0,2,0,0,2343781,2021
05/20/2021,home,15580,735,Valparaiso,9,True,2,1,1,win,2 - 1,5079866,669,1,0.2,0,2,1,1,0,1,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2343781,2021
05/21/2021,home,15580,735,Valparaiso,9,True,7,6,1,win,7 - 6,5080541,669,1,2.0,0,1,1,0,1,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,2343781,2021
05/22/2021,home,15580,735,Valparaiso,9,True,2,1,1,win,2 - 1,5080939,669,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,2343781,2021
05/25/2021,home,15580,735,Valparaiso,10,True,4,6,-2,loss,4 - 6,5081722,669,1,3.0,0,3,2,2,0,5,0,13,12,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,2,1,0,2343781,2021
