date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/18/2014,home,11620,193,Duke,12,True,9,8,1,win,9 - 8,587567,459,1,2.0,3,2,2,1,3,0,10,8,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1315653,2014
02/22/2014,away,11620,255,Georgia Tech,9,True,0,7,-7,loss,0 - 7,588046,459,1,6.0,9,1,1,0,7,0,23,21,0,0,0,0,1,0,0,0,0,1,1,83,3,4,0,1,0,1,1,1315653,2014
03/01/2014,home,11620,251,Georgetown,9,True,14,3,11,win,14 - 3,589197,459,1,7.1,9,3,3,1,7,0,29,28,0,0,1,0,0,0,0,0,0,0,0,0,4,8,1,0,0,1,6,1315653,2014
03/09/2014,home,11620,428,Minnesota,9,True,4,1,3,win,4 - 1,591336,459,1,9.0,5,1,1,2,3,0,34,30,0,0,0,0,0,2,0,0,0,0,0,116,9,12,1,0,0,1,1,1315653,2014
03/15/2014,home,11620,554,Princeton,9,True,11,1,10,win,11 - 1,592967,459,1,6.0,8,1,1,0,8,0,25,24,0,0,0,0,0,1,0,0,0,0,0,0,4,4,1,0,0,1,4,1315653,2014
03/22/2014,home,11620,244,Furman,9,True,14,8,6,win,14 - 8,594689,459,1,5.0,5,5,5,5,7,0,27,19,0,0,0,1,1,3,0,0,0,0,0,0,5,2,1,0,0,1,3,1315653,2014
03/29/2014,away,11620,27,App State,9,True,4,15,-11,loss,4 - 15,596111,459,1,5.1,10,9,5,2,5,0,30,26,0,0,0,0,0,1,0,0,0,1,0,110,6,5,0,1,0,1,2,1315653,2014
04/05/2014,home,11620,769,Western Caro.,10,True,12,13,-1,loss,12 - 13,597915,459,1,2.1,7,11,11,4,1,0,19,12,3,1,0,1,0,1,1,0,0,1,1,0,2,4,0,0,0,1,0,1315653,2014
04/12/2014,away,11620,253,Ga. Southern,9,True,6,10,-4,loss,6 - 10,600149,459,1,4.1,6,8,2,4,3,0,22,18,0,0,0,0,0,0,0,0,0,0,0,85,4,4,0,1,0,1,2,1315653,2014
04/22/2014,away,11620,193,Duke,9,True,0,2,-2,loss,0 - 2,603364,459,1,2.0,1,0,0,0,4,0,8,7,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1315653,2014
04/26/2014,home,11620,1068,Elon,9,True,12,3,9,win,12 - 3,604359,459,1,6.0,8,3,2,3,10,0,28,25,1,1,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,1,3,1315653,2014
05/03/2014,home,11620,625,Samford,9,True,8,6,2,win,8 - 6,606058,459,1,7.0,8,6,5,1,9,0,31,29,2,1,0,3,1,1,0,0,0,0,0,0,6,4,1,0,0,1,3,1315653,2014
05/10/2014,away,11620,2915,Wofford,9,True,1,2,-1,loss,1 - 2,607394,459,1,8.0,7,2,2,1,7,0,33,30,1,1,0,0,1,2,0,0,0,0,0,110,9,7,0,1,0,1,3,1315653,2014
05/17/2014,away,11620,141,The Citadel,9,True,12,13,-1,loss,12 - 13,608343,459,1,2.0,3,1,1,1,2,0,11,7,0,0,0,1,0,1,0,0,0,1,1,0,2,2,0,0,0,1,1,1315653,2014
05/20/2014,home,11620,244,Furman,11,True,5,6,-1,loss,5 - 6,608471,459,1,7.0,7,4,3,2,5,0,30,27,1,0,0,2,0,0,0,0,0,1,0,114,10,5,0,0,0,1,1,1315653,2014
