date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2019,home,14781,466,Nevada,9,True,4,16,-12,loss,4 - 16,4705803,669,1,1.0,0,3,3,3,0,0,0,7,6,0,1,0,1,0,1,0,0,0,0,0,22,1,2,0,0,0,5,0,2122639,2019
02/23/2019,away,14781,627,San Diego,9,True,4,14,-10,loss,4 - 14,4714214,669,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17,1,2,0,0,0,5,0,2122639,2019
03/08/2019,away,14781,30,Arkansas St.,9,True,2,14,-12,loss,2 - 14,4727079,669,1,3.1,0,3,3,3,2,2,0,15,11,0,0,0,1,0,1,0,3,0,0,1,60,3,4,0,0,0,3,1,2122639,2019
03/12/2019,away,14781,521,Oklahoma St.,9,True,2,13,-11,loss,2 - 13,4732461,669,1,0.1,0,4,4,4,0,0,0,5,4,2,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,3,0,2122639,2019
04/09/2019,away,14781,328,Kansas,9,True,6,11,-5,loss,6 - 11,4764487,669,1,0.2,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,3,1,0,0,9,0,1,0,0,0,5,0,2122639,2019
04/16/2019,home,14781,434,Missouri,9,True,6,14,-8,loss,6 - 14,4772419,669,1,1.0,0,0,0,0,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,7,1,2122639,2019
04/20/2019,home,14781,474,New Orleans,9,True,12,20,-8,loss,12 - 20,4776509,669,1,0.2,0,6,8,6,2,2,0,11,9,2,0,0,0,1,0,0,3,3,0,0,43,0,0,0,0,0,5,2,2122639,2019
04/28/2019,home,14781,72,Bradley,9,True,5,6,-1,loss,5 - 6,4783199,669,1,1.1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,3,0,0,0,5,1,1,0,0,0,3,1,2122639,2019
05/07/2019,home,14781,782,Wichita St.,10,True,4,9,-5,loss,4 - 9,4789300,669,1,0.1,0,2,0,0,0,0,0,3,3,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,5,0,2122639,2019
05/18/2019,home,14781,735,Valparaiso,9,True,8,6,2,win,8 - 6,4792426,669,1,1.0,0,1,0,0,1,2,0,5,4,0,0,0,0,0,0,0,1,0,0,0,22,2,0,0,0,0,4,1,2122639,2019
