date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2022,home,15860,746,Virginia,9,True,0,7,-7,loss,0 - 7,5210271,1092,1,1,4.1,0.0,2,2,1,3,3,0,19,15,0,0,1,0,0,1,0,0,0,0,0,72,4,5,0,1,0,1,3,0,1974530,2022
02/25/2022,away,15860,255,Georgia Tech,9,True,0,14,-14,loss,0 - 14,5215159,1092,1,1,4.2,0.0,5,8,7,6,7,0,26,20,2,0,1,2,0,0,0,0,0,0,0,114,4,3,0,1,0,1,1,0,1974530,2022
03/04/2022,home,15860,172,Dartmouth,9,True,9,2,7,win,9 - 2,5223220,1092,1,1,6.2,0.0,6,1,1,0,4,0,26,25,1,0,0,1,0,1,0,0,0,0,0,102,7,8,1,0,0,1,0,0,1974530,2022
03/11/2022,home,15860,80,Brown,9,True,6,2,4,win,6 - 2,5231202,1092,1,1,7.0,1,4,2,2,2,11,0,27,25,0,0,0,1,1,0,0,0,0,0,0,102,4,6,1,0,0,1,3,0,1974530,2022
03/18/2022,home,15860,19651,High Point,9,True,8,3,5,win,8 - 3,5238171,1092,1,1,9.0,1,2,3,3,3,6,0,33,28,0,0,1,1,1,1,0,0,0,0,1,121,5,16,1,0,0,1,2,0,1974530,2022
03/25/2022,away,15860,2915,Wofford,9,True,4,7,-3,loss,4 - 7,5245512,1092,1,1,5.2,0.0,6,6,6,1,7,0,25,23,1,0,3,1,0,1,0,0,0,0,0,96,2,8,0,1,0,1,4,0,1974530,2022
04/01/2022,home,15860,115,Campbell,9,True,1,4,-3,loss,1 - 4,5251809,1092,1,1,7.0,0.0,6,4,4,3,9,0,29,25,1,1,0,1,0,0,0,0,0,1,0,114,3,7,0,1,0,1,2,0,1974530,2022
04/08/2022,away,15860,563,Radford,9,True,12,2,10,win,12 - 2,5258307,1092,1,1,7.0,0.0,8,2,2,0,7,0,28,27,3,0,0,0,0,1,0,0,0,0,0,116,5,7,1,0,0,1,2,0,1974530,2022
04/14/2022,home,15860,792,Winthrop,9,True,3,0,3,win,3 - 0,5264584,1092,1,1,9.0,1,7,0,0,0,13,1,34,34,1,0,0,0,0,0,0,0,0,0,0,122,4,10,1,0,0,1,3,0,1974530,2022
04/22/2022,away,15860,48,Charleston So.,9,True,3,6,-3,loss,3 - 6,5271509,1092,1,1,6.1,0.0,7,4,4,1,8,0,26,25,1,0,0,2,0,0,0,0,0,0,0,0,2,8,0,1,0,1,4,0,1974530,2022
04/29/2022,home,15860,10411,USC Upstate,9,True,10,3,7,win,10 - 3,5278652,1092,1,1,8.0,0.0,4,1,1,2,5,0,32,27,0,0,0,1,1,3,0,0,0,0,0,101,8,10,1,0,0,1,1,0,1974530,2022
05/06/2022,away,15860,456,UNC Asheville,9,True,12,8,4,win,12 - 8,5284134,1092,1,1,6.1,0.0,3,3,2,4,9,0,27,22,1,0,3,0,0,1,0,0,0,0,0,121,4,6,1,0,0,1,1,0,1974530,2022
05/13/2022,home,15860,1320,Presbyterian,9,True,11,3,8,win,11 - 3,5287238,1092,1,1,8.0,0.0,7,3,3,0,13,0,32,31,1,0,0,1,2,1,0,0,0,0,0,121,3,8,1,0,0,1,5,0,1974530,2022
05/19/2022,away,15860,488,N.C. A&T,9,True,3,6,-3,loss,3 - 6,5288867,1092,1,1,7.1,0.0,8,6,6,1,6,0,31,30,1,1,0,2,1,0,0,0,0,0,0,0,8,8,0,1,0,1,1,0,1974530,2022
05/25/2022,away,15860,456,UNC Asheville,9,True,4,0,4,win,4 - 0,5290069,1092,1,1,9.0,1,3,0,0,5,8,1,34,29,0,0,0,0,0,0,0,0,0,0,0,143,4,14,1,0,0,1,1,0,1974530,2022
