date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
03/02/2013,away,11320,632,Savannah St.,9,True,1,5,-4,loss,1 - 5,660462,485,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,995505,2013
03/07/2013,away,11320,489,N.C. Central,9,True,1,6,-5,loss,1 - 6,661741,485,1,1.0,1,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,995505,2013
03/17/2013,home,11320,178,Delaware St.,9,True,5,6,-1,loss,5 - 6,664739,485,1,1.1,0,0,0,1,1,0,6,4,0,0,0,0,0,1,0,0,0,0,0,16,3,0,0,0,0,3,0,995505,2013
03/27/2013,home,11320,786,William & Mary,9,True,0,4,-4,loss,0 - 4,667101,485,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,995505,2013
04/07/2013,away,11320,178,Delaware St.,9,True,0,7,-7,loss,0 - 7,670475,485,1,1.1,5,3,2,1,0,0,10,9,2,0,0,0,0,0,0,1,1,0,0,20,2,2,0,0,0,3,0,995505,2013
04/10/2013,away,11320,786,William & Mary,9,True,4,13,-9,loss,4 - 13,671240,485,1,0.1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,995505,2013
04/28/2013,home,11320,178,Delaware St.,9,True,14,6,8,win,14 - 6,676607,485,1,0.1,0,1,1,0,0,0,3,0,0,0,0,0,0,2,0,1,1,0,1,11,0,1,0,0,0,3,0,995505,2013
05/04/2013,away,11320,165,Coppin St.,9,True,1,3,-2,loss,1 - 3,678034,485,1,2.0,1,0,0,0,1,0,7,6,0,0,0,0,0,0,0,0,0,1,0,21,2,3,0,0,0,3,0,995505,2013
05/11/2013,home,11320,523,Old Dominion,9,True,4,2,2,win,4 - 2,679058,485,1,0.2,2,2,0,1,0,0,6,4,1,0,0,0,0,0,0,0,0,0,1,24,0,1,0,0,0,2,0,995505,2013
05/16/2013,home,11320,632,Savannah St.,9,True,11,21,-10,loss,11 - 21,679677,485,1,0.0,1,5,3,3,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,5,0,995505,2013
