date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,away,14781,108,UC Davis,9,True,2,11,-9,loss,2 - 11,4708237,502,1,4.1,0,7,7,7,2,1,0,24,20,3,0,0,0,2,2,0,0,0,0,0,0,8,4,0,1,0,1,0,1865470,2019
02/23/2019,home,14781,756,Washington,9,True,2,3,-1,loss,2 - 3,4714052,502,1,4.0,0,4,1,1,2,4,0,19,16,0,0,0,0,2,1,0,0,0,0,0,64,5,3,0,0,0,1,0,1865470,2019
03/01/2019,home,14781,493,North Dakota St.,9,True,3,1,2,win,3 - 1,4718609,502,1,6.0,0,3,1,0,3,10,0,24,21,0,1,0,0,2,0,0,0,0,0,0,110,3,4,1,0,0,1,3,1865470,2019
03/08/2019,away,14781,551,Portland,9,True,2,17,-15,loss,2 - 17,4729652,502,1,4.0,0,5,5,5,3,4,0,22,16,0,0,0,3,1,3,0,0,0,0,0,0,3,4,0,1,0,1,0,1865470,2019
03/22/2019,home,14781,136,Chicago St.,9,True,8,5,3,win,8 - 5,4745445,502,1,6.1,0,9,4,4,1,4,0,28,27,1,1,0,1,0,0,0,0,0,0,0,42,4,10,0,0,0,1,0,1865470,2019
03/29/2019,away,14781,536,UTRGV,10,True,2,3,-1,loss,2 - 3,4752219,502,1,6.0,0,4,1,1,3,2,0,26,21,1,0,0,0,1,2,0,0,0,0,0,100,3,12,0,0,0,1,0,1865470,2019
04/05/2019,home,14781,30024,Utah Valley,9,True,6,9,-3,loss,6 - 9,4759244,502,1,5.2,0,10,6,5,1,3,0,28,26,1,0,0,1,0,1,0,0,0,0,0,108,6,6,0,1,0,1,1,1865470,2019
04/12/2019,away,14781,472,New Mexico St.,9,True,9,10,-1,loss,9 - 10,4767759,502,1,4.2,0,10,5,5,2,4,0,26,23,2,0,0,2,0,0,0,0,0,0,1,106,3,7,0,0,0,1,0,1865470,2019
04/19/2019,away,14781,94,CSU Bakersfield,9,True,2,6,-4,loss,2 - 6,4775356,502,1,6.2,0,10,4,1,2,6,0,31,28,1,0,0,0,0,0,0,0,0,1,0,106,6,6,0,1,0,1,0,1865470,2019
04/28/2019,home,14781,30135,California Baptist,9,True,6,1,5,win,6 - 1,4783387,502,1,9.0,1,3,1,1,0,6,0,29,29,0,0,0,1,0,0,0,0,0,0,0,104,9,10,1,0,0,1,0,1865470,2019
05/05/2019,home,14781,102,Sacramento St.,9,True,2,12,-10,loss,2 - 12,4788206,502,1,4.0,0,6,8,7,5,5,0,23,16,1,0,0,2,1,1,0,0,0,0,1,87,2,4,0,1,0,1,1,1865470,2019
05/11/2019,away,14781,1104,Grand Canyon,10,True,4,5,-1,loss,4 - 5,4790956,502,1,6.2,0,8,4,3,2,4,0,32,29,1,0,0,1,1,1,0,0,0,0,0,105,6,10,0,0,0,1,0,1865470,2019
05/17/2019,home,14781,1356,Seattle U,10,True,2,5,-3,loss,2 - 5,4792180,502,1,2.0,0,3,1,1,1,2,0,11,8,0,0,0,1,1,1,0,0,0,0,1,45,2,2,0,0,0,1,1,1865470,2019
