date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/18/2022,home,15860,797,Milwaukee,9,True,9,16,-7,loss,9 - 16,5209243,6,1,0,2.0,0.0,6,6,5,2,2,0,14,12,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2681001,2022
02/25/2022,home,15860,735,Valparaiso,9,True,2,9,-7,loss,2 - 9,5214820,6,1,0,2.0,0.0,3,4,4,2,2,0,12,8,0,1,0,1,0,1,0,0,0,0,1,0,1,3,0,0,0,2,0,0,2681001,2022
03/04/2022,away,15860,9,UAB,9,True,5,12,-7,loss,5 - 12,5222949,6,1,0,1.2,0.0,0,0,0,1,1,0,6,5,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,3,1,0,2681001,2022
03/11/2022,home,15860,201,Eastern Ill.,9,True,2,15,-13,loss,2 - 15,5242608,6,1,0,2.0,0.0,3,5,5,4,1,0,14,8,0,0,0,1,1,1,0,1,1,0,1,0,1,4,0,0,0,2,1,0,2681001,2022
03/20/2022,away,15860,432,Mississippi Val.,9,True,7,8,-1,loss,7 - 8,5241561,6,1,0,0.1,0.0,1,1,1,0,1,0,3,3,0,1,0,0,0,0,0,2,2,0,0,12,0,0,0,1,0,3,0,0,2681001,2022
03/30/2022,home,15860,454,Murray St.,9,True,3,7,-4,loss,3 - 7,5250457,6,1,0,2.2,0.0,4,3,3,0,2,0,14,12,1,0,0,0,2,1,0,0,0,1,0,0,2,4,0,0,0,2,0,0,2681001,2022
04/10/2022,away,15860,7,Alabama St.,9,True,6,18,-12,loss,6 - 18,5261049,6,1,0,1.1,0.0,2,4,4,3,2,0,10,6,0,0,0,0,1,1,0,1,1,0,0,45,1,1,0,0,0,2,0,0,2681001,2022
04/19/2022,home,15860,350,LeMoyne-Owen,9,True,13,12,1,win,13 - 12,5269186,6,1,0,1.0,0.0,1,1,0,1,0,0,6,4,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,6,0,0,2681001,2022
04/22/2022,away,15860,228,Florida A&M,9,True,5,14,-9,loss,5 - 14,5271276,6,1,0,1.0,0.0,1,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2681001,2022
04/23/2022,away,15860,228,Florida A&M,9,True,6,5,1,win,6 - 5,5272583,6,1,0,0.2,0.0,0,0,0,0,2,0,3,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2681001,2022
04/26/2022,away,15860,454,Murray St.,9,True,2,8,-6,loss,2 - 8,5276407,6,1,0,0.0,0.0,2,4,4,0,0,0,4,3,0,1,0,0,0,1,0,2,2,0,0,9,0,0,0,0,0,4,0,0,2681001,2022
04/29/2022,away,15860,314,Jackson St.,9,True,2,3,-1,loss,2 - 3,5278549,6,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,2681001,2022
04/30/2022,away,15860,314,Jackson St.,9,True,5,6,-1,loss,5 - 6,5281086,6,1,0,2.0,0.0,1,2,2,1,3,0,9,7,0,0,0,1,0,1,0,0,0,0,0,26,3,0,0,0,0,2,1,0,2681001,2022
05/03/2022,away,15860,694,Tennessee,9,True,1,14,-13,loss,1 - 14,5282328,6,1,0,1.0,0.0,1,1,1,1,0,0,6,4,0,0,0,1,1,1,0,0,0,0,0,24,1,2,0,0,0,6,0,0,2681001,2022
05/10/2022,away,15860,487,North Ala.,9,True,8,2,6,win,8 - 2,5285978,6,1,0,1.2,0.0,1,2,0,3,2,0,11,7,0,0,0,0,2,1,0,0,0,0,0,41,2,2,1,0,0,2,1,0,2681001,2022
05/13/2022,away,15860,61,Bethune-Cookman,9,True,3,6,-3,loss,3 - 6,5287213,6,1,0,1.2,0.0,0,0,0,2,0,0,7,4,0,0,0,0,2,1,0,2,2,0,0,28,2,2,0,0,0,2,0,0,2681001,2022
05/15/2022,away,15860,61,Bethune-Cookman,9,True,1,12,-11,loss,1 - 12,5288010,6,1,0,0.2,0.0,1,1,1,1,1,0,4,3,1,0,0,0,2,0,0,3,3,0,0,19,1,0,0,0,0,3,1,0,2681001,2022
05/21/2022,home,15860,7,Alabama St.,9,True,10,7,3,win,10 - 7,5289529,6,1,0,0.2,0.0,0,1,1,3,1,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2681001,2022
