date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2022,away,15860,415,Miami (FL),9,True,1,11,-10,loss,1 - 11,5211260,711,1,0.2,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,5,0,0,2653761,2022
02/27/2022,away,15860,365,LSU,9,True,1,11,-10,loss,1 - 11,5218763,711,1,1.2,0,2,2,2,0,1,0,6,4,0,0,0,0,1,0,0,1,0,1,1,21,2,1,0,0,0,3,0,0,2653761,2022
03/05/2022,away,15860,459,UNC Greensboro,9,True,1,12,-11,loss,1 - 12,5226371,711,1,1.0,0,2,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,5,0,0,2653761,2022
03/16/2022,home,15860,482,Niagara,9,True,15,2,13,win,15 - 2,5237406,711,1,3.0,0,1,1,1,2,0,0,10,8,0,0,0,0,1,0,0,0,0,0,0,31,5,2,1,0,0,2,0,0,2653761,2022
03/19/2022,home,15860,554,Princeton,9,True,11,18,-7,loss,11 - 18,5239092,711,1,0.0,0,1,2,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,4,0,0,2653761,2022
03/22/2022,away,15860,746,Virginia,9,True,3,15,-12,loss,3 - 15,5243005,711,1,2.0,0,7,5,4,0,0,0,12,12,1,1,0,1,0,0,0,0,0,0,0,42,1,4,0,0,0,3,0,0,2653761,2022
03/29/2022,away,15860,392,Maryland,9,True,8,26,-18,loss,8 - 26,5251226,711,1,0.1,0,2,2,0,1,0,0,5,4,0,0,0,0,0,0,0,3,3,0,0,22,1,0,0,0,0,5,0,0,2653761,2022
04/05/2022,home,15860,249,George Washington,9,True,9,6,3,win,9 - 6,5256130,711,1,2.2,0,2,0,0,2,3,0,13,10,2,0,0,0,0,1,0,3,3,0,0,54,3,2,1,0,0,3,1,0,2653761,2022
04/09/2022,away,15860,786,William & Mary,9,True,3,8,-5,loss,3 - 8,5259437,711,1,2.0,0,3,1,1,0,0,0,9,9,0,0,0,0,1,0,0,0,0,0,0,28,3,3,0,0,0,5,0,0,2653761,2022
04/16/2022,away,15860,460,UNCW,9,True,5,11,-6,loss,5 - 11,5267662,711,1,1.0,0,2,1,1,2,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,4,1,0,2653761,2022
04/22/2022,home,15860,283,Hofstra,9,True,4,8,-4,loss,4 - 8,5271064,711,1,2.0,0,2,0,0,0,1,0,8,8,1,0,0,0,0,0,0,0,0,0,0,27,2,3,0,0,0,3,0,0,2653761,2022
04/23/2022,home,15860,283,Hofstra,9,True,5,12,-7,loss,5 - 12,5272420,711,1,1.0,0,1,0,0,0,1,0,4,4,0,0,1,0,0,0,0,0,0,0,0,14,2,0,0,0,0,5,0,0,2653761,2022
04/27/2022,away,15860,391,UMBC,9,True,3,12,-9,loss,3 - 12,5277857,711,1,1.0,0,3,3,2,2,0,0,8,6,0,1,0,0,0,0,0,0,0,0,0,33,1,2,0,0,0,3,0,0,2653761,2022
04/29/2022,away,15860,500,Northeastern,9,True,1,6,-5,loss,1 - 6,5278033,711,1,0.2,0,2,1,1,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,4,1,0,2653761,2022
05/03/2022,away,15860,248,George Mason,9,True,6,8,-2,loss,6 - 8,5282244,711,1,1.0,0,1,0,0,0,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,8,0,0,2653761,2022
05/10/2022,home,15860,575,Richmond,9,True,8,4,4,win,8 - 4,5285965,711,1,3.2,0,1,1,1,2,3,0,14,12,0,0,0,0,0,0,0,0,0,0,0,58,4,4,0,0,0,2,0,0,2653761,2022
05/14/2022,away,15860,1068,Elon,9,True,12,6,6,win,12 - 6,5287835,711,1,2.0,0,3,1,1,1,2,0,10,9,1,0,0,0,2,0,0,0,0,0,0,32,3,1,1,0,0,3,1,0,2653761,2022
05/19/2022,home,15860,1014,Col. of Charleston,9,True,3,15,-12,loss,3 - 15,5288819,711,1,0.0,0,0,3,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,1,0,2,0,0,2653761,2022
