date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2014,home,11620,574,Rice,9,True,1,5,-4,loss,1 - 5,587040,674,1,3.0,5,0,0,3,2,0,16,13,1,0,0,1,0,0,0,0,0,0,0,67,2,4,0,0,0,1,0,1547539,2014
02/22/2014,away,11620,703,Texas,9,True,3,4,-1,loss,3 - 4,588072,674,1,5.1,4,2,1,3,0,0,22,18,0,1,0,0,0,0,0,0,0,1,0,70,8,7,0,0,0,1,0,1547539,2014
02/28/2014,away,11620,736,Vanderbilt,9,True,1,4,-3,loss,1 - 4,589027,674,1,5.0,6,4,3,2,5,0,22,18,1,0,1,1,0,0,0,0,0,1,1,97,5,4,0,1,0,1,1,1547539,2014
03/07/2014,home,11620,328,Kansas,13,True,2,4,-2,loss,2 - 4,590303,674,1,5.1,3,0,0,1,4,0,21,18,0,0,0,0,0,0,0,0,0,2,0,80,6,5,0,0,0,1,3,1547539,2014
03/21/2014,home,11620,657,Southern California,9,True,3,4,-1,loss,3 - 4,594109,674,1,6.0,3,1,0,1,2,0,23,18,1,0,0,0,0,2,0,0,0,1,1,86,10,5,0,0,0,1,0,1547539,2014
03/28/2014,home,11620,529,Oregon,9,True,6,3,3,win,6 - 3,596005,674,1,6.0,6,3,3,1,3,0,26,22,4,0,0,0,0,2,0,0,0,1,0,90,8,6,1,0,0,1,1,1547539,2014
04/04/2014,away,11620,528,Oregon St.,9,True,1,4,-3,loss,1 - 4,597693,674,1,5.1,5,4,4,3,5,0,25,19,3,0,1,0,0,1,0,0,0,2,0,90,7,4,0,1,0,1,2,1547539,2014
04/11/2014,away,11620,756,Washington,9,True,1,6,-5,loss,1 - 6,599890,674,1,5.1,8,5,5,1,1,0,28,22,0,0,0,1,0,3,0,0,0,2,0,0,7,8,0,1,0,1,0,1547539,2014
04/17/2014,home,11620,28,Arizona St.,9,True,4,3,1,win,4 - 3,601650,674,1,3.2,6,3,3,3,2,0,20,17,1,0,1,1,0,0,0,0,0,0,0,84,3,6,0,0,0,1,0,1547539,2014
04/23/2014,away,11620,610,Saint Mary's (CA),9,True,6,2,4,win,6 - 2,603727,674,1,3.1,2,2,1,3,1,0,17,12,0,0,0,1,0,2,0,0,0,0,0,66,4,5,0,0,0,1,0,1547539,2014
04/28/2014,home,11620,107,California,9,True,5,9,-4,loss,5 - 9,605324,674,1,2.2,4,4,2,1,1,0,13,11,1,0,0,0,0,0,0,0,0,1,0,53,3,2,0,1,0,1,1,1547539,2014
05/06/2014,home,11620,631,Santa Clara,9,True,8,2,6,win,8 - 2,606916,674,1,4.0,4,1,1,2,6,0,18,16,2,0,0,1,0,0,0,0,0,0,0,63,6,0,1,0,0,1,0,1547539,2014
05/11/2014,away,11620,29,Arizona,9,True,5,3,2,win,5 - 3,607686,674,1,0.0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,11,0,0,0,0,0,2,0,1547539,2014
05/19/2014,home,11620,534,Pacific,9,True,5,2,3,win,5 - 2,608462,674,1,9.0,13,2,2,1,2,0,38,36,2,1,0,1,0,0,0,0,0,1,0,109,12,9,1,0,0,1,2,1547539,2014
06/01/2014,home,11620,817,Youngstown St.,9,True,12,4,8,win,12 - 4,608923,674,1,7.0,3,2,1,3,9,0,31,25,0,0,0,0,0,3,0,0,0,0,0,113,10,2,1,0,0,1,2,1547539,2014
06/06/2014,away,11620,736,Vanderbilt,9,True,6,11,-5,loss,6 - 11,608945,674,1,5.2,7,1,0,1,6,0,23,22,0,0,0,1,0,0,0,2,1,0,0,0,4,5,0,0,0,3,1,1547539,2014
