App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,0,2.0,0.0,1,0,0,1,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0,24,2,2,0,0,0,2,0,02/21/2019,neutral,14781,50,Bates,9,True,10,3,7,win,1648580,40,1882774,2019
1,0,0.2,0.0,1,1,1,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,02/26/2019,neutral,14781,88,Cabrini,9,True,3,7,-4,loss,1649595,40,1882774,2019
1,0,4.0,0.0,1,0,0,0,5,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,2,03/10/2019,neutral,14781,548,Plymouth St.,9,True,10,3,7,win,1652171,40,1882774,2019
1,0,1.1,0.0,4,4,3,1,3,0,9,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,03/21/2019,home,14781,166,Cornell College,9,True,10,11,-1,loss,1654381,40,1882774,2019
1,0,1.0,0.0,2,2,2,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,03/27/2019,home,14781,424,Millikin,9,True,11,10,1,win,1655920,40,1882774,2019
1,0,3.0,0.0,0,0,0,1,0,0,10,9,0,0,0,0,0,0,0,1,0,0,0,0,5,4,0,0,0,2,0,03/30/2019,away,14781,496,North Park,9,True,3,4,-1,loss,1666007,40,1882774,2019
1,0,1.0,0.0,2,1,1,0,1,0,5,5,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,04/02/2019,home,14781,300,Ill. Wesleyan,12,True,4,3,1,win,1669198,40,1882774,2019
1,0,3.0,0.0,5,3,3,0,4,0,14,14,2,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,2,1,04/13/2019,home,14781,121,Carthage,9,True,8,7,1,win,1666107,40,1882774,2019
1,0,1.0,0.0,5,1,1,0,0,0,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,04/19/2019,away,14781,778,Wheaton (IL),9,True,3,4,-1,loss,1667590,40,1882774,2019
1,0,0.1,0.0,0,2,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,05/01/2019,home,14781,212,Elmhurst,9,True,12,16,-4,loss,1665324,40,1882774,2019
