App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,2.0,0.0,4,2,2,0,3,0,10,9,1,1,0,0,1,1,0,3,2,0,0,35,1,1,0,1,0,4,0,0,02/25/2024,away,16580,165,Coppin St.,9,True,12,13,-1,loss,4527411,617,2969152,2024,1
1,0,0.2,0.0,3,3,3,2,0,0,7,5,1,0,1,0,0,0,0,3,3,0,0,25,1,1,0,0,0,6,0,0,02/28/2024,away,16580,236,Fordham,9,True,8,13,-5,loss,4527676,617,2969152,2024,1
1,0,3.0,0.0,2,1,0,1,5,0,12,11,1,0,0,0,0,0,0,1,0,0,0,55,1,3,0,0,0,4,1,0,03/02/2024,away,16580,485,Norfolk St.,9,True,16,14,2,win,4528090,617,2969152,2024,1
1,0,2.2,0.0,5,5,5,2,2,0,15,12,2,1,0,0,0,1,0,3,2,0,0,61,4,1,0,0,0,2,0,0,03/08/2024,away,16580,629,San Francisco,9,True,6,15,-9,loss,4529282,617,2969152,2024,1
1,0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,6,0,0,03/10/2024,away,16580,629,San Francisco,9,True,1,16,-15,loss,4529984,617,2969152,2024,1
1,0,2.0,0.0,1,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,0,0,3,1,0,03/15/2024,away,16580,352,Lehigh,9,True,1,6,-5,loss,4530856,617,2969152,2024,1
1,0,1.0,0.0,3,4,4,2,2,0,8,6,1,0,0,1,0,0,0,0,0,0,0,36,1,0,0,0,0,5,1,0,03/16/2024,home,16580,352,Lehigh,9,True,8,18,-10,loss,4544155,617,2969152,2024,1
1,1,4.0,0.0,4,5,2,3,2,0,20,16,0,0,0,0,0,1,0,0,0,0,0,73,4,5,0,1,0,1,1,0,03/26/2024,away,16580,813,Yale,9,True,4,10,-6,loss,4533353,617,2969152,2024,1
1,0,3.2,0.0,7,4,4,3,7,0,20,16,2,0,1,0,1,1,0,0,0,0,0,103,0,2,1,0,0,3,2,0,04/06/2024,home,16580,381,Manhattan,9,True,14,13,1,win,5281277,617,2969152,2024,1
1,1,4.0,0.0,7,5,5,1,3,0,19,18,0,0,1,3,2,0,0,0,0,0,0,62,6,3,0,0,0,1,1,0,04/12/2024,away,16580,220,Fairfield,9,True,7,8,-1,loss,4536782,617,2969152,2024,1
1,1,6.0,0.0,4,1,1,5,4,0,26,21,1,0,0,0,1,0,1,0,0,0,0,97,8,5,0,1,0,1,1,0,04/20/2024,away,16580,310,Iona,9,True,0,3,-3,loss,4538460,617,2969152,2024,1
1,0,1.0,0.0,2,1,1,1,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,6,0,0,04/24/2024,home,16580,342,Lafayette,11,True,6,7,-1,loss,4539430,617,2969152,2024,1
1,0,1.0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,6,0,0,04/30/2024,away,16580,471,NJIT,9,True,4,8,-4,loss,4540720,617,2969152,2024,1
1,1,4.1,0.0,8,5,4,4,3,0,23,18,3,0,0,0,0,0,0,0,0,0,1,86,1,6,0,1,0,1,2,0,05/03/2024,home,16580,116,Canisius,9,True,3,8,-5,loss,4540915,617,2969152,2024,1
