App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,1,1.1,0.0,2,4,3,4,1,0,12,6,1,0,0,0,0,1,0,0,0,0,1,53,2,1,0,0,0,1,1,02/17/2019,home,14781,503,NIU,9,True,10,7,3,win,1647615,30135,2112315,2019
1,0,0.2,0.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,4,0,02/24/2019,home,14781,519,Ohio,9,True,8,2,6,win,1649434,30135,2112315,2019
1,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,7,0,03/03/2019,home,14781,111,UC Riverside,9,True,4,7,-3,loss,1716242,30135,2112315,2019
1,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,03/03/2019,away,14781,111,UC Riverside,9,True,4,5,-1,loss,1650036,30135,2112315,2019
1,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,1,03/08/2019,home,14781,534,Pacific,15,True,3,2,1,win,1651491,30135,2112315,2019
1,0,2.1,0.0,3,3,2,1,2,0,11,9,0,0,0,0,0,1,0,0,0,0,0,46,3,1,0,1,0,2,0,03/10/2019,home,14781,534,Pacific,9,True,5,11,-6,loss,1652188,30135,2112315,2019
1,0,0.2,0.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,3,0,03/13/2019,home,14781,222,Fairleigh Dickinson,9,True,5,1,4,win,1652600,30135,2112315,2019
1,0,1.2,0.0,2,3,3,2,0,0,9,6,1,1,0,0,1,0,0,0,0,0,1,29,1,4,0,0,0,2,0,03/15/2019,away,14781,104,UC Santa Barbara,9,True,2,8,-6,loss,1653061,30135,2112315,2019
1,0,1.1,0.0,0,0,0,2,3,0,6,4,0,0,0,0,1,0,0,2,0,0,0,27,1,0,0,0,0,5,1,03/20/2019,away,14781,28,Arizona St.,9,True,9,15,-6,loss,1654376,30135,2112315,2019
1,0,0.1,0.0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,8,0,1,0,0,0,4,0,03/22/2019,away,14781,1104,Grand Canyon,9,True,0,3,-3,loss,1654440,30135,2112315,2019
1,0,1.0,0.0,3,1,1,1,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,4,1,04/06/2019,away,14781,1356,Seattle U,9,True,1,11,-10,loss,1657827,30135,2112315,2019
1,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,4,1,04/12/2019,home,14781,94,CSU Bakersfield,9,True,4,1,3,win,1659082,30135,2112315,2019
1,0,0.0,0.0,0,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,2,0,04/14/2019,home,14781,94,CSU Bakersfield,9,True,8,2,6,win,1659839,30135,2112315,2019
1,0,1.0,0.0,1,1,0,0,1,0,5,5,1,0,0,0,1,0,0,2,0,0,0,21,1,2,0,1,0,3,0,04/16/2019,home,14781,627,San Diego,9,True,4,5,-1,loss,1660158,30135,2112315,2019
1,0,0.1,0.0,1,0,0,1,0,0,3,2,1,0,0,0,0,0,0,2,0,0,0,9,0,1,0,0,0,3,0,04/20/2019,away,14781,536,UTRGV,9,True,3,7,-4,loss,1661265,30135,2112315,2019
1,0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,4,0,04/28/2019,away,14781,502,Northern Colo.,9,True,1,6,-5,loss,1662830,30135,2112315,2019
1,0,1.1,0.0,0,0,0,1,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,0,0,7,0,04/30/2019,home,14781,277,Hawaii,9,True,2,6,-4,loss,1663088,30135,2112315,2019
1,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,0,05/04/2019,home,14781,30024,Utah Valley,9,True,2,0,2,win,1663594,30135,2112315,2019
1,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,05/07/2019,away,14781,101,CSUN,9,True,4,3,1,win,1664108,30135,2112315,2019
1,0,0.2,0.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,2,0,05/12/2019,home,14781,136,Chicago St.,9,True,9,3,6,win,1664474,30135,2112315,2019
1,0,2.0,0.0,1,1,1,2,0,0,9,5,1,0,0,0,0,1,0,0,0,1,0,36,2,3,0,0,0,2,0,05/14/2019,away,14781,627,San Diego,9,True,4,5,-1,loss,1664613,30135,2112315,2019
1,0,0.2,0.0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,5,1,05/17/2019,away,14781,472,New Mexico St.,9,True,6,18,-12,loss,1664820,30135,2112315,2019
