App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,1,4.1,0.0,7,7,7,1,6,0,23,21,0,0,0,4,0,1,0,0,0,0,0,91,1,6,0,1,0,1,2,0,02/17/2023,away,16340,128,UCF,9,True,5,22,-17,loss,2390453,639,2113550,2023,1
1,1,5.0,0.0,1,0,0,3,6,0,20,16,0,0,0,0,0,1,0,0,0,0,0,106,2,6,0,0,0,1,0,0,02/24/2023,away,16340,316,Jacksonville,9,True,1,2,-1,loss,2391303,639,2113550,2023,1
1,1,7.0,0.0,7,4,3,3,11,0,28,23,2,0,0,1,0,1,0,0,0,1,0,122,3,3,0,0,0,1,2,0,03/04/2023,away,16340,414,Miami (OH),9,True,6,4,2,win,2393145,639,2113550,2023,1
1,1,5.0,0.0,7,2,2,2,3,0,24,21,0,0,0,0,0,0,0,0,0,1,0,105,6,6,0,0,0,1,1,0,03/10/2023,away,16340,235,Florida,9,True,2,3,-1,loss,2394185,639,2113550,2023,1
1,1,5.0,0.0,8,5,4,0,2,0,24,21,1,0,0,1,0,1,0,0,0,1,1,99,2,10,0,1,0,1,0,0,03/18/2023,away,16340,575,Richmond,9,True,0,6,-6,loss,2396216,639,2113550,2023,1
1,1,5.0,0.0,11,9,9,1,6,0,28,25,2,0,0,2,0,2,0,0,0,0,0,101,3,5,0,1,0,1,1,1,03/24/2023,away,16340,220,Fairfield,9,True,0,11,-11,loss,2397389,639,2113550,2023,1
1,1,4.0,0.0,5,2,2,0,3,0,16,14,1,0,0,0,0,1,0,0,0,1,0,69,5,2,0,1,0,1,1,0,04/01/2023,away,16340,2915,Wofford,9,True,1,2,-1,loss,2399441,639,2113550,2023,1
1,1,8.0,0.0,5,1,1,1,7,0,28,27,0,0,0,1,1,0,0,0,0,0,0,120,4,11,1,0,0,1,2,0,04/07/2023,home,16340,576,Rider,9,True,3,1,2,win,2400189,639,2113550,2023,1
1,1,6.0,0.0,9,4,4,1,5,0,27,25,0,2,0,0,2,0,0,0,0,1,0,81,8,4,1,0,0,1,0,0,04/14/2023,home,16340,386,Marist,9,True,6,4,2,win,2401751,639,2113550,2023,1
1,1,4.0,0.0,11,9,7,1,6,0,25,21,2,0,0,0,0,2,0,0,0,0,1,78,3,2,0,1,0,1,3,0,04/21/2023,away,16340,310,Iona,9,True,4,12,-8,loss,2403215,639,2113550,2023,1
1,1,7.0,0.0,6,2,2,3,7,0,30,25,2,0,0,0,1,1,0,0,0,0,1,109,7,9,1,0,0,1,1,0,04/28/2023,home,16340,381,Manhattan,9,True,10,4,6,win,2431519,639,2113550,2023,1
1,1,8.0,0.0,6,3,3,1,13,0,31,30,1,0,0,1,0,0,0,0,0,0,0,125,3,8,1,0,0,1,6,0,05/05/2023,away,16340,617,Saint Peter's,9,True,9,8,1,win,2433537,639,2113550,2023,1
