App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,1.0,0.0,2,1,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,1,0,11,2,1,0,0,0,3,0,02/05/2017,home,12560,33,Armstrong St.,9,True,2,4,-2,loss,205276,9680,1863195,2017
0,0,0.1,0.0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,1,5,0,02/07/2017,away,12560,30092,Flagler,9,True,5,2,3,win,205315,9680,1863195,2017
0,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,02/17/2017,away,12560,1096,Georgia College,9,True,5,6,-1,loss,205895,9680,1863195,2017
0,0,0.1,0.0,1,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,02/18/2017,away,12560,1096,Georgia College,9,True,6,11,-5,loss,206084,9680,1863195,2017
0,0,0.0,0.0,2,3,3,1,0,0,3,2,1,0,0,0,0,0,0,3,3,0,0,18,0,0,0,0,0,2,0,02/25/2017,away,12560,584,Rollins,12,True,14,10,4,win,207390,9680,1863195,2017
0,0,0.2,0.0,1,0,0,1,1,0,4,2,0,0,0,0,0,0,0,2,2,0,1,14,0,1,0,0,0,6,0,03/04/2017,home,12560,0,Fla. Memorial,9,True,9,11,-2,loss,208679,9680,1863195,2017
0,0,0.0,0.0,1,3,3,2,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,03/05/2017,home,12560,0,Bellevue,9,True,10,8,2,win,209100,9680,1863195,2017
0,0,1.1,0.0,2,2,0,0,3,0,7,7,2,0,0,0,0,0,0,1,0,0,0,25,0,1,0,0,0,3,0,03/11/2017,home,12560,49,Barry,9,True,8,10,-2,loss,210575,9680,1863195,2017
0,0,2.0,0.0,3,2,2,1,4,0,10,9,0,0,0,0,1,0,0,0,0,0,0,40,1,1,0,0,0,2,2,03/14/2017,home,12560,11740,West Florida,9,True,5,9,-4,loss,211329,9680,1863195,2017
0,0,0.2,0.0,5,6,2,0,1,0,9,8,1,0,0,0,1,1,0,1,0,0,0,20,0,0,0,0,0,2,0,03/18/2017,away,12560,233,Fla. Southern,9,True,1,11,-10,loss,212291,9680,1863195,2017
0,0,1.0,0.0,5,5,5,2,0,0,11,8,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,3,0,03/25/2017,away,12560,689,Tampa,9,True,5,13,-8,loss,214078,9680,1863195,2017
0,0,1.0,0.0,1,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,04/07/2017,away,12560,208,Eckerd,9,True,11,6,5,win,217178,9680,1863195,2017
0,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,4,0,04/08/2017,away,12560,208,Eckerd,9,True,1,4,-3,loss,217796,9680,1863195,2017
0,0,2.0,0.0,2,0,0,1,2,0,10,8,0,0,0,0,0,1,0,2,2,0,0,0,4,0,0,0,0,6,0,04/11/2017,away,12560,0,Webber Int'l,9,True,6,13,-7,loss,218815,9680,1863195,2017
0,0,2.0,0.0,2,1,1,0,2,0,8,8,0,0,0,0,1,0,0,0,0,0,0,37,2,2,0,0,0,2,0,04/18/2017,home,12560,30092,Flagler,9,True,2,4,-2,loss,220674,9680,1863195,2017
0,0,0.2,0.0,5,4,4,0,0,0,7,7,0,0,0,1,0,0,0,0,0,0,0,25,0,2,0,0,0,2,0,04/21/2017,home,12560,24639,Nova Southeastern,9,True,6,20,-14,loss,221245,9680,1863195,2017
0,0,1.2,0.0,5,3,0,0,0,0,11,11,1,0,0,0,0,0,0,3,2,0,0,29,4,1,0,0,0,3,0,05/06/2017,home,12560,20794,Lynn,9,True,11,13,-2,loss,225241,9680,1863195,2017
