date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2013,away,11320,97,Cal St. Fullerton,9,True,0,9,-9,loss,0 - 9,658334,463,1,2.0,1,2,2,4,1,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,1105745,2013
03/06/2013,home,11320,502,Northern Colo.,9,True,10,5,5,win,10 - 5,661662,463,1,1.0,3,3,3,2,1,0,8,6,0,0,0,0,0,0,0,0,0,0,0,39,1,1,0,0,0,4,0,1105745,2013
03/20/2013,away,11320,97,Cal St. Fullerton,9,True,4,10,-6,loss,4 - 10,665341,463,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,6,1,1105745,2013
03/26/2013,away,11320,327,Kansas St.,9,True,8,10,-2,loss,8 - 10,666882,463,1,2.1,4,1,1,3,0,0,13,10,2,0,0,0,0,0,0,0,0,0,0,50,2,4,0,0,0,1,0,1105745,2013
03/31/2013,home,11320,509,Northwestern,9,True,8,6,2,win,8 - 6,668594,463,1,4.0,3,1,1,1,1,0,16,15,1,0,0,0,0,0,0,0,0,0,0,45,3,8,0,0,0,1,0,1105745,2013
04/07/2013,away,11320,312,Iowa,9,True,5,6,-1,loss,5 - 6,670471,463,1,2.2,2,2,0,3,3,0,16,11,1,0,0,1,0,1,0,0,0,1,0,0,4,1,0,0,0,1,1,1105745,2013
04/16/2013,home,11320,31,Arkansas,9,True,3,0,3,win,3 - 0,673138,463,1,2.1,0,0,0,1,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,36,4,2,0,0,0,2,1,1105745,2013
04/24/2013,home,11320,327,Kansas St.,9,True,10,13,-3,loss,10 - 13,675253,463,1,0.2,3,5,5,2,0,0,9,6,1,0,0,0,0,1,0,0,0,0,0,34,2,0,0,0,0,2,0,1105745,2013
04/27/2013,home,11320,521,Oklahoma St.,9,True,0,4,-4,loss,0 - 4,676581,463,1,5.0,4,1,1,3,5,0,20,16,0,0,0,0,0,0,0,0,0,1,0,87,3,5,0,1,0,1,2,1105745,2013
05/06/2013,home,11320,306,Indiana,9,True,2,10,-8,loss,2 - 10,678449,463,1,1.0,1,0,0,3,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,4,0,1105745,2013
05/11/2013,away,11320,428,Minnesota,9,True,3,4,-1,loss,3 - 4,679050,463,1,0.2,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1105745,2013
05/14/2013,away,11320,169,Creighton,9,True,12,9,3,win,12 - 9,679427,463,1,2.0,2,1,1,2,2,0,10,8,0,0,0,0,0,0,0,0,0,0,0,37,2,2,1,0,0,1,2,1105745,2013
05/18/2013,home,11320,418,Michigan,9,True,9,19,-10,loss,9 - 19,679945,463,1,2.0,6,4,4,1,0,0,14,10,0,0,0,1,0,1,0,0,0,0,2,46,1,5,0,0,0,1,0,1105745,2013
