date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/21/2021,away,15580,26172,A&M-Corpus Christi,9,True,3,4,-1,loss,3 - 4,5005323,129,1,1,4.0,0.0,4,2,2,3,3,0,18,13,0,0,0,0,0,1,0,0,0,0,1,0,1,6,0,0,0,1,2,0,1978690,2021
03/06/2021,away,15580,740,VCU,9,True,11,12,-1,loss,11 - 12,5018726,129,1,1,3.1,0.0,6,5,5,3,2,0,19,15,0,0,0,1,0,0,0,0,0,0,0,68,4,3,0,0,0,1,0,0,1978690,2021
03/12/2021,away,15580,768,West Virginia,9,True,5,3,2,win,5 - 3,5023048,129,1,1,7.0,0.0,4,2,2,2,8,0,25,23,1,0,0,0,1,0,0,0,0,0,0,92,4,6,1,0,0,1,4,0,1978690,2021
03/19/2021,away,15580,175,Dayton,9,True,1,3,-2,loss,1 - 3,5029615,129,1,1,6.1,0.0,3,1,0,1,3,0,25,23,0,0,0,0,0,0,0,0,0,1,0,101,11,5,0,0,0,1,0,0,1978690,2021
03/26/2021,away,15580,519,Ohio,9,True,1,5,-4,loss,1 - 5,5037471,129,1,1,6.0,0.0,8,4,3,3,7,0,28,24,1,0,0,2,0,0,0,0,0,1,0,116,4,5,0,1,0,1,3,2,1978690,2021
04/02/2021,away,15580,503,NIU,9,True,11,0,11,win,11 - 0,5044570,129,1,1,6.2,0.0,5,0,0,1,4,0,25,23,0,0,0,0,0,1,0,0,0,0,0,102,7,7,1,0,0,1,2,0,1978690,2021
04/10/2021,home,15580,71,Bowling Green,9,True,1,0,1,win,1 - 0,5054160,129,1,1,9.0,1,4,0,0,2,7,1,31,27,0,0,0,0,0,2,0,0,0,0,0,0,4,12,1,0,0,1,2,1,1978690,2021
04/16/2021,home,15580,331,Kent St.,9,True,10,0,10,win,10 - 0,5060980,129,1,1,7.0,1,6,0,0,1,11,1,28,27,2,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,1,4,0,1978690,2021
04/23/2021,away,15580,5,Akron,9,True,13,1,12,win,13 - 1,5064050,129,1,1,6.0,0.0,3,0,0,1,5,0,22,19,1,0,0,0,1,0,0,0,0,2,0,88,8,4,1,0,0,1,0,0,1978690,2021
04/30/2021,home,15580,414,Miami (OH),9,True,14,0,14,win,14 - 0,5069677,129,1,1,7.0,1,0,0,0,0,11,1,21,21,0,0,0,0,0,0,0,0,0,0,0,77,3,7,1,0,0,1,1,0,1978690,2021
05/07/2021,home,15580,47,Ball St.,9,True,7,3,4,win,7 - 3,5074664,129,1,1,7.0,0.0,7,3,2,1,3,0,29,27,1,0,0,0,0,0,0,0,0,0,1,109,3,15,1,0,0,1,0,0,1978690,2021
05/14/2021,away,15580,774,Western Mich.,9,True,3,8,-5,loss,3 - 8,5078116,129,1,1,4.2,0.0,6,6,6,4,2,0,24,20,3,0,0,0,1,0,1,0,0,0,0,0,3,9,0,1,0,1,2,0,1978690,2021
05/21/2021,home,15580,204,Eastern Mich.,9,True,14,0,14,win,14 - 0,5080524,129,1,1,5.2,0.0,3,0,0,1,5,0,21,20,2,0,0,0,0,0,0,0,0,0,0,0,3,9,1,0,0,1,0,0,1978690,2021
05/30/2021,away,15580,709,Toledo,9,True,5,4,1,win,5 - 4,5082474,129,1,1,4.0,0.0,5,4,4,5,1,0,21,15,2,0,0,0,1,0,1,0,0,1,0,77,5,5,1,0,0,1,0,0,1978690,2021
06/05/2021,home,15580,418,Michigan,9,True,8,2,6,win,8 - 2,5082868,129,1,1,7.2,0.0,8,1,1,0,6,0,31,31,1,0,0,1,0,0,0,0,0,0,0,118,10,6,1,0,0,1,4,0,1978690,2021
