date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,home,14781,513,Notre Dame,9,True,20,7,13,win,20 - 7,4707164,28,1,2.0,0,1,0,0,1,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0,32,3,1,1,0,0,3,0,2137072,2019
02/17/2019,home,14781,513,Notre Dame,9,True,16,5,11,win,16 - 5,4707205,28,1,0.2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,1,0,0,10,1,1,0,0,0,4,0,2137072,2019
02/23/2019,home,14781,108,UC Davis,9,True,13,3,10,win,13 - 3,4714096,28,1,1.0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,10,2,1,0,0,0,5,0,2137072,2019
02/26/2019,home,14781,541,Pepperdine,9,True,4,3,1,win,4 - 3,4716746,28,1,1.2,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,2,1,0,1,29,1,3,0,0,1,4,0,2137072,2019
03/02/2019,home,14781,416,Michigan St.,11,True,8,5,3,win,8 - 5,4721225,28,1,2.0,0,0,0,0,0,4,0,6,6,0,0,0,0,0,0,0,2,1,0,0,38,1,1,0,0,0,2,1,2137072,2019
03/05/2019,away,14781,97,Cal St. Fullerton,9,True,6,4,2,win,6 - 4,4724128,28,1,0.1,0,0,3,2,1,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,4,1,2137072,2019
03/10/2019,home,14781,812,Xavier,9,True,11,6,5,win,11 - 6,4785542,28,1,1.0,0,3,3,3,1,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,19,1,2,0,0,0,4,0,2137072,2019
03/13/2019,home,14781,472,New Mexico St.,9,True,7,3,4,win,7 - 3,4734000,28,1,0.2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,12,0,2,0,0,0,2,0,2137072,2019
03/17/2019,home,14781,754,Washington St.,9,True,6,5,1,win,6 - 5,4739303,28,1,0.2,0,1,2,2,1,0,0,6,2,0,0,0,0,1,2,0,0,0,1,0,17,2,0,0,0,0,3,0,2137072,2019
03/20/2019,home,14781,30135,California Baptist,9,True,15,9,6,win,15 - 9,4742819,28,1,1.0,0,1,1,1,0,3,0,4,4,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,2,1,2137072,2019
03/23/2019,away,14781,529,Oregon,12,True,4,5,-1,loss,4 - 5,4746108,28,1,0.2,0,1,0,0,0,1,0,4,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,2137072,2019
03/31/2019,home,14781,29,Arizona,9,True,17,16,1,win,17 - 16,4755119,28,1,1.2,0,2,2,0,0,3,0,7,7,1,0,0,0,0,0,0,1,0,0,0,31,1,1,0,0,0,2,0,2137072,2019
04/02/2019,home,14781,99,Long Beach St.,9,True,9,14,-5,loss,9 - 14,4756870,28,1,1.1,0,3,3,3,2,1,0,10,7,1,0,0,0,2,1,0,2,2,0,0,39,2,1,0,0,0,4,0,2137072,2019
04/05/2019,away,14781,657,Southern California,9,True,6,10,-4,loss,6 - 10,4759626,28,1,0.2,0,2,1,1,0,1,0,4,4,1,0,0,0,0,0,0,1,1,0,0,8,1,0,0,0,0,2,0,2137072,2019
04/07/2019,away,14781,657,Southern California,9,True,11,8,3,win,11 - 8,4763009,28,1,0.2,0,3,1,1,0,0,0,5,5,0,0,0,0,0,0,0,2,0,0,0,13,1,1,0,0,0,4,0,2137072,2019
04/13/2019,home,14781,528,Oregon St.,9,True,4,6,-2,loss,4 - 6,4769502,28,1,0.2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,0,2137072,2019
04/14/2019,home,14781,528,Oregon St.,9,True,3,4,-1,loss,3 - 4,4770307,28,1,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,2137072,2019
04/18/2019,away,14781,732,Utah,12,True,11,6,5,win,11 - 6,4774304,28,1,2.1,0,1,0,0,2,2,0,10,8,0,0,1,0,0,0,1,2,0,0,0,41,3,2,1,0,0,6,2,2137072,2019
04/23/2019,home,14781,465,UNLV,9,True,9,2,7,win,9 - 2,4778637,28,1,1.2,0,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,0,0,0,23,0,4,1,0,0,2,0,2137072,2019
04/26/2019,away,14781,756,Washington,9,True,6,10,-4,loss,6 - 10,4781072,28,1,1.0,0,2,0,0,1,1,0,6,5,1,0,0,0,0,0,0,1,1,0,0,23,1,1,0,0,0,5,0,2137072,2019
04/28/2019,away,14781,756,Washington,9,True,11,6,5,win,11 - 6,4783779,28,1,2.0,0,2,1,1,1,0,0,10,9,0,0,0,1,0,0,0,1,0,0,0,37,5,1,0,0,0,3,0,2137072,2019
05/05/2019,home,14781,110,UCLA,9,True,8,7,1,win,8 - 7,4788364,28,1,3.0,0,2,2,0,2,0,0,12,9,0,1,0,0,0,0,0,1,1,1,0,35,5,2,1,0,0,4,0,2137072,2019
