date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/19/2014,home,11620,695,UT Martin,9,True,6,0,6,win,6 - 0,587682,433,1,1.0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1546127,2014
02/26/2014,home,11620,498,ULM,9,True,4,3,1,win,4 - 3,588890,433,1,0.2,2,3,1,1,1,0,6,4,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1546127,2014
03/09/2014,home,11620,32,Little Rock,9,True,11,1,10,win,11 - 1,591047,433,1,1.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1546127,2014
03/12/2014,away,11620,655,Southeastern La.,9,True,8,3,5,win,8 - 3,591935,433,1,3.0,0,0,0,0,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,36,4,2,0,0,0,1,2,1546127,2014
03/25/2014,home,11620,664,Southern Miss.,9,True,3,5,-2,loss,3 - 5,595550,433,1,2.0,1,0,0,0,2,0,7,7,0,0,0,0,0,0,0,2,2,0,0,17,2,2,0,0,0,3,0,1546127,2014
04/02/2014,home,11620,2678,Ark.-Pine Bluff,9,True,11,1,10,win,11 - 1,597396,433,1,3.2,1,0,0,0,1,0,12,10,0,0,0,0,0,1,0,0,0,1,0,0,5,4,1,0,0,1,0,1546127,2014
04/09/2014,home,11620,454,Murray St.,9,True,8,5,3,win,8 - 5,599429,433,1,3.0,0,2,2,4,2,0,13,9,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,1,1,1546127,2014
04/22/2014,home,11620,430,Mississippi St.,9,True,3,8,-5,loss,3 - 8,603578,433,1,1.0,2,1,1,1,1,0,5,3,0,0,0,2,0,0,1,0,0,1,0,21,1,0,0,0,0,7,0,1546127,2014
04/30/2014,home,11620,664,Southern Miss.,9,True,6,7,-1,loss,6 - 7,605556,433,1,2.0,0,0,0,1,3,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1546127,2014
05/13/2014,away,11620,30,Arkansas St.,9,True,16,9,7,win,16 - 9,607791,433,1,4.0,3,2,1,1,6,0,17,15,0,0,0,0,0,0,0,0,0,1,0,58,3,3,1,0,0,1,1,1546127,2014
