date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2022,away,15860,32,Little Rock,9,True,4,11,-7,loss,4 - 11,5211233,201,1,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,5,0,0,2673450,2022
02/28/2022,away,15860,1395,Tarleton St.,9,True,3,8,-5,loss,3 - 8,5219486,201,1,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,4,0,0,2673450,2022
03/04/2022,away,15860,261,Grambling,9,True,7,4,3,win,7 - 4,5223609,201,1,0,0.2,0.0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,0,2673450,2022
03/05/2022,away,15860,261,Grambling,9,True,13,11,2,win,13 - 11,5225414,201,1,0,1.0,0.0,1,0,0,1,2,0,6,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,0,2673450,2022
03/08/2022,away,15860,301,Illinois,9,True,4,2,2,win,4 - 2,5228995,201,1,0,2.1,0.0,0,0,0,3,5,0,10,7,0,0,0,0,0,0,0,1,0,0,0,45,1,1,0,0,1,4,1,0,2673450,2022
03/13/2022,away,15860,6,Alabama A&M,9,True,5,4,1,win,5 - 4,5242610,201,1,0,1.2,0.0,1,0,0,0,3,0,6,6,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,3,2,0,2673450,2022
03/18/2022,away,15860,402,McNeese,9,True,3,2,1,win,3 - 2,5238534,201,1,0,1.1,0.0,2,0,0,0,1,0,6,6,0,0,0,0,0,0,0,1,1,0,0,17,2,1,0,0,1,3,0,0,2673450,2022
03/20/2022,away,15860,402,McNeese,9,True,7,6,1,win,7 - 6,5241175,201,1,0,1.0,0.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,5,0,0,2673450,2022
03/25/2022,away,15860,695,UT Martin,9,True,4,3,1,win,4 - 3,5249120,201,1,0,1.0,0.0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,3,1,0,2673450,2022
03/27/2022,away,15860,695,UT Martin,9,True,3,2,1,win,3 - 2,5248155,201,1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,1,3,0,0,2673450,2022
04/02/2022,away,15860,87,Butler,9,True,3,2,1,win,3 - 2,5252704,201,1,0,1.0,0.0,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,1,3,0,0,2673450,2022
04/03/2022,away,15860,87,Butler,10,True,1,2,-1,loss,1 - 2,5254938,201,1,0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,5,0,0,2673450,2022
04/05/2022,home,15860,52,Bellarmine,9,True,11,8,3,win,11 - 8,5257616,201,1,0,1.0,0.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,2673450,2022
04/10/2022,home,15860,660,SIUE,9,True,18,10,8,win,18 - 10,5261304,201,1,0,1.0,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,2673450,2022
04/12/2022,home,15860,735,Valparaiso,9,True,7,5,2,win,7 - 5,5263373,201,1,0,1.0,0.0,3,4,4,2,2,0,9,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2673450,2022
