date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/19/2016,away,12360,648,South Carolina,9,True,1,10,-9,loss,1 - 10,292551,14,0,0,2.0,0.0,1,0,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,20,1,4,0,0,0,4,0,1771128,2016
02/27/2016,away,12360,488,N.C. A&T,9,True,4,13,-9,loss,4 - 13,294008,14,0,0,1.1,0.0,2,1,1,0,2,0,7,6,0,0,0,0,2,1,0,2,1,0,0,38,1,1,0,0,0,2,0,1771128,2016
03/05/2016,away,12360,477,New York Tech,9,True,0,3,-3,loss,0 - 3,295571,14,0,0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1771128,2016
03/12/2016,away,12360,772,Western Ky.,9,True,2,12,-10,loss,2 - 12,297625,14,0,0,0.1,0.0,2,6,6,2,0,0,7,3,1,0,0,0,0,1,0,0,0,1,0,21,1,0,0,0,0,2,0,1771128,2016
03/24/2016,away,12360,220,Fairfield,10,True,4,5,-1,loss,4 - 5,300458,14,0,1,5.0,0.0,2,1,1,5,3,0,21,16,0,0,0,1,0,0,0,0,0,0,0,71,4,7,0,0,0,1,2,1771128,2016
04/01/2016,away,12360,62,Binghamton,9,True,4,7,-3,loss,4 - 7,302496,14,0,1,3.0,0.0,7,5,5,2,2,0,17,14,0,1,0,2,1,0,0,0,0,0,1,0,3,3,0,1,0,1,1,1771128,2016
04/12/2016,home,12360,603,St. John's (NY),9,True,3,20,-17,loss,3 - 20,305461,14,0,0,4.2,0.0,3,3,1,1,4,0,20,19,1,0,0,1,0,0,0,0,0,0,0,0,3,7,0,0,0,3,2,1771128,2016
04/19/2016,home,12360,562,Quinnipiac,9,True,24,14,10,win,24 - 14,307620,14,0,1,4.0,0.0,3,3,3,2,6,0,18,16,0,0,0,1,1,0,0,0,0,0,0,0,2,4,1,0,0,1,4,1771128,2016
04/30/2016,home,12360,272,Hartford,9,True,0,11,-11,loss,0 - 11,310586,14,0,0,3.0,0.0,6,2,2,3,2,0,17,14,1,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,2,2,1771128,2016
05/17/2016,away,12360,603,St. John's (NY),9,True,2,3,-1,loss,2 - 3,313476,14,0,0,2.0,0.0,1,0,0,2,1,0,9,7,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,2,0,1771128,2016
05/21/2016,away,12360,683,Stony Brook,9,True,0,4,-4,loss,0 - 4,314058,14,0,0,2.0,0.0,1,0,0,2,3,0,9,7,0,0,0,0,2,0,0,0,0,0,0,34,2,1,0,0,0,4,2,1771128,2016
05/26/2016,home,12360,62,Binghamton,9,True,3,6,-3,loss,3 - 6,314291,14,0,0,2.1,0.0,7,2,1,0,0,0,14,13,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,2,0,1771128,2016
