date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2013,away,11320,671,Louisiana,9,True,6,12,-6,loss,6 - 12,657868,129,1,1.0,0,0,0,2,2,0,5,3,0,0,0,1,0,0,0,3,2,0,0,27,0,1,0,0,0,2,0,1302818,2013
02/17/2013,away,11320,671,Louisiana,9,True,10,2,8,win,10 - 2,658446,129,1,0.2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,3,0,0,0,7,0,1,0,0,0,3,0,1302818,2013
03/01/2013,away,11320,678,Stetson,9,True,6,5,1,win,6 - 5,660179,129,1,1.0,1,2,2,1,2,0,6,4,0,0,0,0,0,1,0,1,0,0,0,26,1,0,0,0,0,2,1,1302818,2013
03/05/2013,away,11320,61,Bethune-Cookman,9,True,5,10,-5,loss,5 - 10,661400,129,1,1.0,1,2,2,3,1,0,6,3,0,0,0,1,0,0,0,2,2,0,0,32,1,0,0,1,0,3,1,1302818,2013
03/16/2013,home,11320,388,Marshall,9,True,10,8,2,win,10 - 8,664307,129,1,1.1,1,2,2,1,0,0,7,4,0,0,0,0,0,1,0,0,0,1,0,23,1,3,0,0,0,2,0,1302818,2013
03/17/2013,home,11320,388,Marshall,9,True,4,6,-2,loss,4 - 6,664865,129,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,1302818,2013
03/23/2013,away,11320,86,Buffalo,9,True,4,5,-1,loss,4 - 5,665906,129,1,1.0,2,2,2,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1302818,2013
03/29/2013,home,11320,71,Bowling Green,9,True,0,1,-1,loss,0 - 1,667452,129,1,0.1,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,2,0,1302818,2013
04/03/2013,away,11320,418,Michigan,9,True,0,7,-7,loss,0 - 7,669032,129,1,2.0,2,3,1,2,3,0,10,7,0,0,0,1,0,0,0,0,0,0,1,43,1,2,0,0,0,2,2,1302818,2013
04/06/2013,home,11320,503,NIU,9,True,2,7,-5,loss,2 - 7,669666,129,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,2,0,0,0,14,0,1,0,0,0,3,0,1302818,2013
04/13/2013,away,11320,47,Ball St.,9,True,1,6,-5,loss,1 - 6,671689,129,1,2.0,1,1,0,3,0,0,11,7,0,0,0,2,0,0,0,0,0,1,0,0,2,4,0,0,0,2,0,1302818,2013
04/26/2013,home,11320,204,Eastern Mich.,9,True,3,7,-4,loss,3 - 7,675588,129,1,0.1,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,4,0,1302818,2013
05/11/2013,home,11320,5,Akron,9,True,2,11,-9,loss,2 - 11,679005,129,1,1.0,2,3,3,3,1,0,8,4,1,1,0,3,0,0,0,0,0,0,1,31,1,1,0,0,0,3,0,1302818,2013
