date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/21/2014,home,11620,331,Kent St.,10,True,0,5,-5,loss,0 - 5,587963,165,1,2.0,2,1,1,1,3,0,9,8,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,2,2,1422209,2014
02/22/2014,home,11620,792,Winthrop,9,True,4,8,-4,loss,4 - 8,588126,165,1,1.0,1,1,1,3,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,27,1,1,0,0,0,5,0,1422209,2014
03/02/2014,home,11620,471,NJIT,9,True,3,13,-10,loss,3 - 13,589799,165,1,3.1,9,9,4,2,1,0,22,18,2,0,1,0,0,0,0,3,0,2,0,0,5,2,0,0,0,2,0,1422209,2014
03/10/2014,away,11620,352,Lehigh,9,True,2,8,-6,loss,2 - 8,591528,165,1,3.0,5,3,2,1,4,0,16,14,2,0,0,0,0,0,0,1,1,1,0,0,3,2,0,0,0,2,2,1422209,2014
03/11/2014,home,11620,489,N.C. Central,12,True,11,8,3,win,11 - 8,591796,165,1,2.1,2,0,0,0,2,0,9,9,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,3,1,1422209,2014
03/16/2014,home,11620,393,UMES,9,True,3,14,-11,loss,3 - 14,593230,165,1,3.1,9,9,5,4,5,0,26,20,1,0,0,0,1,1,0,2,2,0,1,0,2,3,0,0,0,2,1,1422209,2014
03/19/2014,away,11620,37,Auburn,9,True,2,13,-11,loss,2 - 13,593732,165,1,2.0,3,1,1,0,3,0,10,9,0,0,0,0,0,1,0,0,0,0,0,35,0,3,0,0,0,4,0,1422209,2014
03/22/2014,away,11620,178,Delaware St.,9,True,1,16,-15,loss,1 - 16,594541,165,1,3.1,3,0,0,1,0,0,14,13,0,0,0,0,0,0,0,2,0,0,0,0,3,7,0,0,0,3,0,1422209,2014
03/27/2014,away,11620,711,Towson,9,True,1,13,-12,loss,1 - 13,595716,165,1,2.0,1,0,0,2,2,0,10,7,0,0,0,0,0,1,0,0,0,0,0,42,1,3,0,0,0,4,1,1422209,2014
03/31/2014,away,11620,485,Norfolk St.,9,True,1,12,-11,loss,1 - 12,596866,165,1,1.2,3,2,2,0,4,0,8,8,0,0,1,1,0,0,0,1,1,0,0,31,1,0,0,0,0,2,2,1422209,2014
04/02/2014,away,11620,726,Navy,9,True,5,6,-1,loss,5 - 6,597312,165,1,3.0,1,1,0,2,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,37,2,6,0,0,0,3,0,1422209,2014
04/06/2014,away,11620,393,UMES,9,True,4,3,1,win,4 - 3,598597,165,1,1.2,2,1,1,1,1,0,8,7,1,0,0,0,0,0,0,2,0,0,0,0,1,3,1,0,0,2,1,1422209,2014
04/08/2014,away,11620,249,George Washington,9,True,4,10,-6,loss,4 - 10,599135,165,1,4.0,5,4,4,2,1,0,19,13,1,0,0,0,2,1,0,0,0,2,1,56,6,4,0,1,0,1,0,1422209,2014
04/12/2014,home,11620,178,Delaware St.,9,True,1,10,-9,loss,1 - 10,600299,165,1,5.0,5,5,3,2,6,0,24,19,3,0,0,1,0,2,0,0,0,0,1,0,3,6,0,1,0,1,2,1422209,2014
04/19/2014,home,11620,485,Norfolk St.,9,True,5,7,-2,loss,5 - 7,602688,165,1,6.2,9,2,2,2,2,0,30,25,5,0,0,1,0,0,0,0,0,3,0,0,8,9,0,1,0,1,1,1422209,2014
04/23/2014,away,11620,391,UMBC,9,True,5,6,-1,loss,5 - 6,603610,165,1,1.2,1,0,0,4,1,0,10,6,0,0,0,0,0,0,0,2,2,0,0,48,0,4,0,0,0,2,1,1422209,2014
04/26/2014,home,11620,393,UMES,9,True,1,4,-3,loss,1 - 4,604503,165,1,9.0,5,4,3,3,8,0,35,32,1,0,1,0,0,0,0,0,0,0,0,0,5,12,0,1,0,1,4,1422209,2014
05/04/2014,away,11620,178,Delaware St.,9,True,8,4,4,win,8 - 4,606538,165,1,8.1,6,4,3,3,6,0,34,31,1,0,0,1,0,0,0,0,0,0,0,0,9,9,1,0,0,1,3,1422209,2014
05/14/2014,home,11620,228,Florida A&M,9,True,0,10,-10,loss,0 - 10,607873,165,1,0.1,3,6,4,4,0,0,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1422209,2014
