date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2019,home,14781,1356,Seattle U,9,True,0,4,-4,loss,0 - 4,4707666,465,1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,0,1985240,2019
02/16/2019,home,14781,1356,Seattle U,10,True,11,10,1,win,11 - 10,4707732,465,1,1.0,0,1,0,0,1,1,0,4,3,0,0,0,0,0,0,0,1,0,0,0,19,1,0,0,0,0,8,0,1985240,2019
02/17/2019,home,14781,1356,Seattle U,9,True,8,5,3,win,8 - 5,4708057,465,1,0.1,0,1,0,0,1,0,0,3,2,1,0,0,0,0,0,0,1,1,0,0,12,0,1,0,0,0,2,0,1985240,2019
02/20/2019,home,14781,104,UC Santa Barbara,9,True,9,8,1,win,9 - 8,4758061,465,1,0.1,0,3,2,2,0,1,0,4,4,1,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,1985240,2019
02/23/2019,away,14781,674,Stanford,9,True,2,3,-1,loss,2 - 3,4714291,465,1,2.1,0,1,2,2,3,3,0,10,7,0,0,0,1,0,0,0,0,0,0,0,42,1,2,0,1,0,2,1,1985240,2019
03/01/2019,away,14781,96,Fresno St.,10,True,4,3,1,win,4 - 3,4719515,465,1,1.0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,0,0,3,0,1985240,2019
03/08/2019,home,14781,72,Bradley,15,True,3,2,1,win,3 - 2,4727299,465,1,2.0,0,0,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,23,1,3,0,0,0,4,2,1985240,2019
03/10/2019,home,14781,72,Bradley,9,True,4,2,2,win,4 - 2,4729952,465,1,0.1,0,2,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,3,0,1985240,2019
03/13/2019,home,14781,754,Washington St.,9,True,12,7,5,win,12 - 7,4733609,465,1,1.1,0,1,1,1,1,2,0,6,5,0,0,0,0,0,0,0,2,1,0,0,25,2,0,0,0,0,5,0,1985240,2019
03/16/2019,away,14781,630,San Jose St.,9,True,5,6,-1,loss,5 - 6,4737962,465,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1985240,2019
