App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,2.1,0.0,3,4,1,1,2,0,12,11,0,0,0,2,0,0,0,0,0,0,0,29,1,4,0,0,0,2,2,0,02/19/2023,home,16340,742,Virginia Tech,9,True,2,15,-13,loss,2390825,1014,2678773,2023,1
1,0,1.0,0.0,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,2,1,0,02/25/2023,home,16340,391,UMBC,9,True,9,2,7,win,2391588,1014,2678773,2023,1
1,1,4.0,0.0,3,2,2,1,8,0,17,16,0,0,0,1,1,0,0,0,0,0,0,64,4,0,0,0,0,1,1,0,02/28/2023,home,16340,149,Coastal Carolina,9,True,4,3,1,win,2392337,1014,2678773,2023,1
1,1,5.0,0.0,2,1,0,0,4,0,18,18,0,0,0,0,0,0,0,0,0,0,0,55,7,4,1,0,0,1,0,0,03/07/2023,home,16340,363,Longwood,9,True,7,2,5,win,2393747,1014,2678773,2023,1
1,1,3.0,0.0,2,1,1,0,3,0,11,11,0,0,0,1,0,0,0,0,0,0,0,39,2,4,0,0,0,1,0,0,03/21/2023,away,16340,27,App State,9,True,3,4,-1,loss,2397046,1014,2678773,2023,1
1,1,8.0,0.0,4,2,2,4,4,0,31,27,1,0,0,0,0,0,0,0,0,0,0,108,12,6,1,0,0,1,1,0,03/26/2023,home,16340,711,Towson,9,True,3,2,1,win,2398030,1014,2678773,2023,1
1,1,5.2,0.0,9,3,3,1,4,0,26,24,1,0,0,0,0,0,0,0,0,1,0,93,6,6,0,0,0,1,1,0,04/02/2023,away,16340,180,Delaware,13,True,3,4,-1,loss,2399545,1014,2678773,2023,1
1,1,4.2,0.0,9,5,5,2,1,0,26,22,1,0,0,0,1,1,0,0,0,1,0,89,4,8,0,1,0,1,0,0,04/09/2023,home,16340,283,Hofstra,9,True,4,5,-1,loss,2401209,1014,2678773,2023,1
1,1,5.0,0.0,9,5,5,3,4,0,27,24,2,0,0,1,1,0,0,0,0,0,0,76,6,5,1,0,0,1,1,0,04/16/2023,away,16340,439,Monmouth,9,True,12,6,6,win,2402744,1014,2678773,2023,1
1,1,7.0,0.0,7,0,0,1,6,0,29,28,0,0,0,0,0,0,0,0,0,0,0,95,5,9,1,0,0,1,1,0,04/23/2023,home,16340,769,Western Caro.,9,True,11,3,8,win,2403988,1014,2678773,2023,1
1,1,2.0,0.0,2,0,0,1,2,0,8,7,1,0,0,0,0,0,0,0,0,0,0,30,1,2,0,0,0,1,1,0,05/10/2023,home,16340,253,Ga. Southern,9,True,12,1,11,win,2406802,1014,2678773,2023,1
1,0,4.0,0.0,4,3,3,0,4,0,17,16,1,0,0,2,0,1,0,0,0,0,0,66,3,4,1,0,0,2,0,0,05/14/2023,home,16340,460,UNCW,9,True,8,7,1,win,2407226,1014,2678773,2023,1
