App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,1,5.0,0.0,9,5,4,2,3,0,25,21,1,0,2,0,0,0,0,0,0,1,1,0,4,6,1,0,0,1,2,02/03/2018,home,12973,24400,Concordia (TX),9,True,13,6,7,win,84597,573,1641180,2018
0,1,6.0,0.0,5,4,3,1,4,0,27,23,1,1,0,0,0,1,0,0,0,1,1,0,4,10,0,1,0,1,2,02/09/2018,neutral,12973,412,Methodist,9,True,3,10,-7,loss,84982,573,1641180,2018
0,1,5.0,0.0,5,3,1,2,12,0,26,23,2,0,0,0,0,1,0,0,0,0,0,104,2,1,1,0,0,1,6,02/25/2018,home,12973,652,Sewanee,9,True,7,5,2,win,87019,573,1641180,2018
0,1,7.0,0.0,6,3,2,0,5,0,28,26,0,0,0,1,0,1,0,0,0,1,0,98,8,6,0,0,0,1,0,03/02/2018,away,12973,426,Millsaps,9,True,4,3,1,win,87551,573,1641180,2018
0,0,1.2,0.0,0,0,0,1,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,24,1,3,0,0,0,4,0,03/06/2018,neutral,12973,783,Widener,9,True,9,8,1,win,88975,573,1641180,2018
0,1,6.0,0.0,7,3,3,1,8,0,26,25,2,0,1,0,1,0,0,0,0,0,0,91,6,4,0,0,0,1,2,03/09/2018,neutral,12973,300,Ill. Wesleyan,10,True,3,4,-1,loss,89532,573,1641180,2018
0,1,6.1,0.0,9,3,3,0,9,0,28,28,3,0,0,1,1,0,0,0,0,0,0,105,4,5,0,1,0,1,1,03/17/2018,home,12973,2713,Oglethorpe,9,True,2,3,-1,loss,92041,573,1641180,2018
0,1,6.2,0.0,6,3,3,2,4,0,26,23,1,0,0,0,0,1,0,0,0,0,0,115,6,7,1,0,0,1,2,03/23/2018,away,12973,132,Centre,9,True,18,3,15,win,92925,573,1641180,2018
0,1,9.0,1,7,3,2,0,3,0,36,32,1,0,1,0,0,3,0,0,0,0,1,117,11,11,1,0,0,1,1,03/30/2018,home,12973,28593,Birmingham-So.,9,True,5,3,2,win,94928,573,1641180,2018
0,1,8.0,0.0,12,3,3,0,3,0,36,35,1,0,0,0,0,0,0,0,0,1,0,96,7,13,0,0,0,1,0,04/07/2018,away,12973,973,Berry,9,True,3,4,-1,loss,96802,573,1641180,2018
0,1,6.0,0.0,4,0,0,0,2,0,20,20,1,0,0,0,0,0,0,0,0,0,0,71,6,8,1,0,0,1,0,04/14/2018,home,12973,1124,Hendrix,9,True,9,2,7,win,99013,573,1641180,2018
0,1,6.0,0.0,10,2,1,2,2,0,31,28,1,0,0,0,0,0,0,0,0,1,0,108,8,7,0,0,0,1,1,04/19/2018,home,12973,652,Sewanee,9,True,6,3,3,win,99908,573,1641180,2018
0,1,6.2,0.0,12,6,6,2,7,0,33,30,2,0,0,1,0,0,0,0,0,1,0,114,4,7,1,0,0,1,2,04/28/2018,away,12973,973,Berry,9,True,11,7,4,win,102421,573,1641180,2018
0,1,8.2,0.0,12,6,5,0,4,0,39,38,3,0,0,2,0,1,0,0,0,0,0,129,9,12,0,0,0,1,0,05/19/2018,away,12973,759,Webster,11,True,7,6,1,win,106380,573,1641180,2018
0,1,6.1,0.0,6,1,1,0,3,0,26,22,1,0,0,0,0,3,0,0,0,1,0,79,5,9,0,0,0,1,0,05/21/2018,neutral,12973,30028,UT Tyler,9,True,4,5,-1,loss,106521,573,1641180,2018
