date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/23/2013,away,11320,173,Davidson,9,True,6,13,-7,loss,6 - 13,659132,342,1,4.0,9,6,6,3,2,0,23,20,1,1,0,1,0,0,0,0,0,0,0,0,7,2,0,1,0,1,0,1315453,2013
03/02/2013,away,11320,115,Campbell,9,True,3,8,-5,loss,3 - 8,660616,342,1,6.0,9,6,6,2,2,0,29,25,2,1,1,0,0,1,0,0,0,0,1,100,4,11,0,1,0,1,1,1315453,2013
03/09/2013,away,11320,393,UMES,9,True,7,6,1,win,7 - 6,662463,342,1,4.2,6,5,2,3,4,0,23,19,1,1,0,0,0,0,1,0,0,1,0,0,4,5,0,0,0,1,0,1315453,2013
03/15/2013,away,11320,2711,North Florida,9,True,5,7,-2,loss,5 - 7,663796,342,1,6.0,12,5,4,1,3,0,31,29,1,0,1,0,0,0,0,0,0,1,0,95,3,11,0,1,0,1,0,1315453,2013
03/23/2013,home,11320,540,Penn,9,True,5,12,-7,loss,5 - 12,666102,342,1,4.1,10,7,7,0,3,0,23,23,1,1,1,0,0,0,0,0,0,0,0,0,7,3,0,1,0,1,1,1315453,2013
03/27/2013,home,11320,540,Penn,9,True,1,8,-7,loss,1 - 8,667077,342,1,2.0,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,3,1315453,2013
03/30/2013,home,11320,352,Lehigh,9,True,4,7,-3,loss,4 - 7,668208,342,1,3.0,6,5,5,3,3,0,18,14,2,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,0,1,0,1315453,2013
04/07/2013,home,11320,285,Holy Cross,9,True,4,23,-19,loss,4 - 23,670736,342,1,2.1,6,4,4,1,2,0,13,11,3,0,1,3,0,0,0,0,0,0,1,0,3,1,0,1,0,1,0,1315453,2013
04/14/2013,home,11320,725,Army West Point,9,True,4,8,-4,loss,4 - 8,672651,342,1,1.0,2,1,0,0,0,0,5,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1315453,2013
04/14/2013,home,11320,725,Army West Point,9,True,4,9,-5,loss,4 - 9,672758,342,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,1315453,2013
04/16/2013,home,11320,587,Rutgers,9,True,8,14,-6,loss,8 - 14,673024,342,1,3.0,5,5,4,4,3,0,18,14,2,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,2,1315453,2013
04/20/2013,away,11320,726,Navy,10,True,7,6,1,win,7 - 6,674228,342,1,1.0,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,2,2,0,0,18,2,0,1,0,0,3,1,1315453,2013
04/24/2013,away,11320,439,Monmouth,9,True,5,9,-4,loss,5 - 9,675255,342,1,0.2,2,0,0,0,0,0,4,4,0,0,0,1,0,0,0,1,1,0,0,14,1,1,0,0,0,5,0,1315453,2013
05/01/2013,home,11320,576,Rider,9,True,0,4,-4,loss,0 - 4,677250,342,1,4.0,6,3,2,0,5,0,19,19,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,1,0,1,5,1315453,2013
05/04/2013,away,11320,381,Manhattan,9,True,2,3,-1,loss,2 - 3,677905,342,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1315453,2013
