App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0.1,1,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,02/14/2015,home,12080,1355,Schreiner,9,True,16,3,13,win,405056,426,1534228,2015
0,0,2.0,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,02/22/2015,home,12080,755,WashU,9,True,10,13,-3,loss,406279,426,1534228,2015
0,0,1.1,3,2,0,0,1,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,03/01/2015,away,12080,973,Berry,9,True,11,10,1,win,407061,426,1534228,2015
0,0,0.2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,03/17/2015,home,12080,218,Eureka,9,True,14,0,14,win,410899,426,1534228,2015
0,0,3.2,3,1,1,0,1,0,14,12,1,0,0,0,0,1,0,0,0,0,1,0,6,3,1,0,0,3,1,03/23/2015,home,12080,137,UChicago,9,True,11,5,6,win,412566,426,1534228,2015
0,0,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,03/23/2015,home,12080,137,UChicago,9,True,7,2,5,win,412549,426,1534228,2015
0,0,1.0,2,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,03/28/2015,home,12080,132,Centre,9,True,11,2,9,win,413510,426,1534228,2015
0,0,3.0,1,0,0,1,1,0,11,9,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,1,3,0,03/31/2015,home,12080,1130,Huntingdon,9,True,12,5,7,win,414600,426,1534228,2015
0,0,1.0,1,2,0,1,0,0,7,5,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,3,0,04/04/2015,home,12080,28593,Birmingham-So.,9,True,5,12,-7,loss,416121,426,1534228,2015
0,0,5.0,5,2,0,0,0,0,20,20,1,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,2,0,04/07/2015,away,12080,0,Belhaven,11,True,8,9,-1,loss,416658,426,1534228,2015
0,0,1.1,3,1,1,2,1,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,04/12/2015,away,12080,652,Sewanee,9,True,6,5,1,win,418307,426,1534228,2015
0,0,0.1,3,3,3,0,0,0,4,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,04/18/2015,away,12080,573,Rhodes,9,True,2,11,-9,loss,420210,426,1534228,2015
0,0,1.0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,04/25/2015,home,12080,1124,Hendrix,9,True,7,2,5,win,421768,426,1534228,2015
