date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2022,home,15860,676,SFA,9,True,5,4,1,win,5 - 4,5211344,508,1,0,1.0,0.0,1,1,0,1,2,0,6,3,0,0,0,0,0,1,0,0,0,0,1,20,0,1,0,0,0,2,0,0,2652326,2022
02/25/2022,home,15860,522,Oklahoma,9,True,4,2,2,win,4 - 2,5218399,508,1,0,0.0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,12,0,0,0,0,0,2,0,0,2652326,2022
03/01/2022,home,15860,671,Louisiana,9,True,8,11,-3,loss,8 - 11,5220500,508,1,0,2.0,0.0,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,23,2,1,0,0,0,3,0,0,2652326,2022
03/04/2022,home,15860,463,Nebraska,9,True,0,2,-2,loss,0 - 2,5222787,508,1,0,3.0,0.0,1,0,0,0,0,0,9,8,0,0,0,0,0,1,0,0,0,0,0,24,4,3,0,0,0,2,0,0,2652326,2022
03/09/2022,away,15860,498,ULM,9,True,2,6,-4,loss,2 - 6,5229736,508,1,0,1.1,0.0,0,0,0,2,1,0,6,4,0,0,1,0,0,0,0,1,0,0,0,23,2,1,0,0,0,2,0,0,2652326,2022
03/15/2022,home,15860,346,Lamar University,9,True,21,7,14,win,21 - 7,5235887,508,1,0,1.0,0.0,2,2,2,1,0,0,6,5,1,0,0,0,2,0,0,0,0,0,0,20,2,1,0,0,0,3,0,0,2652326,2022
03/18/2022,home,15860,649,South Dakota St.,9,True,6,2,4,win,6 - 2,5238579,508,1,0,3.0,0.0,2,0,0,0,4,0,13,11,0,0,0,0,1,2,0,0,0,0,0,41,2,3,0,0,1,2,0,0,2652326,2022
03/23/2022,home,15860,261,Grambling,9,True,6,3,3,win,6 - 3,5244031,508,1,0,1.0,0.0,1,1,1,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,5,0,0,2652326,2022
03/25/2022,away,15860,474,New Orleans,9,True,6,7,-1,loss,6 - 7,5245594,508,1,0,2.0,0.0,3,2,1,1,1,0,10,9,1,0,0,0,0,0,0,0,0,0,0,34,4,1,0,1,0,2,1,0,2652326,2022
04/02/2022,home,15860,26172,A&M-Corpus Christi,9,True,11,8,3,win,11 - 8,5253484,508,1,0,1.2,0.0,0,0,0,0,2,0,6,5,0,0,0,0,0,1,0,1,0,0,0,25,1,2,0,0,1,4,1,0,2652326,2022
04/10/2022,away,15860,2743,UIW,9,True,4,11,-7,loss,4 - 11,5261138,508,1,0,0.2,0.0,3,4,4,2,0,0,8,4,0,1,0,0,0,1,0,0,0,0,1,23,1,1,0,0,0,2,0,0,2652326,2022
04/20/2022,away,15860,366,Louisiana Tech,9,True,4,6,-2,loss,4 - 6,5270215,508,1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,4,0,0,2652326,2022
04/24/2022,home,15860,287,Houston Baptist,9,True,1,10,-9,loss,1 - 10,5274460,508,1,0,0.0,0.0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,2,0,0,2652326,2022
04/26/2022,away,15860,261,Grambling,9,True,8,3,5,win,8 - 3,5276303,508,1,0,2.0,0.0,2,0,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,4,2,0,2652326,2022
04/29/2022,home,15860,655,Southeastern La.,9,True,4,6,-2,loss,4 - 6,5278721,508,1,0,0.0,0.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,3,0,0,2652326,2022
05/08/2022,away,15860,402,McNeese,9,True,4,10,-6,loss,4 - 10,5285220,508,1,0,1.0,0.0,2,1,1,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,4,0,0,2652326,2022
05/10/2022,home,15860,498,ULM,9,True,10,5,5,win,10 - 5,5286011,508,1,0,0.2,0.0,1,0,0,1,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,22,1,0,0,0,0,3,0,0,2652326,2022
05/13/2022,home,15860,474,New Orleans,9,True,14,11,3,win,14 - 11,5287341,508,1,0,2.2,0.0,3,2,2,1,1,0,13,11,1,0,0,1,0,1,0,3,3,0,0,36,4,3,0,0,0,2,0,0,2652326,2022
05/17/2022,away,15860,365,LSU,9,True,7,19,-12,loss,7 - 19,5288592,508,1,1,1.0,0.0,0,3,2,0,1,0,7,4,0,0,0,0,0,3,0,0,0,0,0,21,2,0,0,1,0,1,0,0,2652326,2022
05/20/2022,home,15860,2743,UIW,9,True,10,14,-4,loss,10 - 14,5289133,508,1,0,1.0,0.0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,2,0,0,0,15,0,1,0,0,0,6,0,0,2652326,2022
