App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,1,5.0,0.0,7,2,2,1,7,0,24,22,1,0,0,0,1,0,0,0,0,0,1,95,3,5,1,0,0,1,3,0,02/05/2023,home,16340,181,Delta St.,9,True,7,3,4,win,2412159,1116,2654591,2023,2
1,1,5.0,0.0,7,4,4,3,5,0,25,21,0,0,0,1,0,1,0,0,0,0,0,102,7,2,1,0,0,1,0,0,03/10/2023,home,16340,8411,Ark.-Monticello,9,True,15,5,10,win,2423864,1116,2654591,2023,2
1,1,6.0,0.0,7,5,4,0,6,0,24,24,1,0,0,1,0,0,0,0,0,0,0,80,6,4,1,0,0,1,1,0,03/18/2023,home,16340,8744,Southwestern Okla.,9,True,16,5,11,win,2396410,1116,2654591,2023,2
1,1,9.0,1,7,2,2,3,6,0,36,33,1,0,0,1,1,0,0,0,0,0,0,111,16,4,1,0,0,1,1,0,03/24/2023,away,16340,30178,Northwestern Okla.,9,True,3,2,1,win,2397542,1116,2654591,2023,2
1,1,6.1,0.0,4,3,3,3,3,0,24,21,1,0,0,0,0,0,0,0,0,0,0,96,10,4,1,0,0,1,0,1,04/01/2023,home,16340,1123,Henderson St.,9,True,7,5,2,win,2399375,1116,2654591,2023,2
1,1,5.0,0.0,6,5,5,4,9,0,25,21,2,0,0,1,0,0,0,0,0,0,0,101,2,4,0,0,0,1,1,0,04/07/2023,away,16340,1289,Ouachita Baptist,9,True,8,9,-1,loss,2400609,1116,2654591,2023,2
1,1,8.0,0.0,4,1,1,2,7,0,29,27,0,0,0,1,1,0,0,0,0,0,0,125,13,3,1,0,0,1,3,0,04/14/2023,away,16340,1371,Southeastern Okla.,9,True,6,1,5,win,2401832,1116,2654591,2023,2
1,1,7.0,0.0,7,3,2,0,10,0,28,28,0,0,0,2,1,0,0,0,0,0,0,106,5,5,0,0,0,1,1,0,04/22/2023,home,16340,8965,East Central,10,True,6,7,-1,loss,2430436,1116,2654591,2023,2
1,1,7.0,0.0,7,4,1,1,6,0,31,28,2,0,0,0,2,1,0,0,0,1,0,96,9,6,0,1,0,1,1,0,04/28/2023,away,16340,947,Arkansas Tech,9,True,0,5,-5,loss,2431689,1116,2654591,2023,2
1,1,5.2,0.0,5,3,3,3,8,0,26,22,0,0,0,1,0,1,0,0,0,0,0,110,2,6,0,1,0,1,1,0,05/05/2023,away,16340,1289,Ouachita Baptist,9,True,0,7,-7,loss,2432716,1116,2654591,2023,2
