date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,away,14781,769,Western Caro.,9,True,2,12,-10,loss,2 - 12,4707156,514,1,5.0,0,1,1,1,4,5,0,18,14,0,0,0,1,1,0,0,0,0,0,0,0,1,7,0,0,0,1,1,2125149,2019
02/22/2019,away,14781,444,Morehead St.,9,True,3,16,-13,loss,3 - 16,4711682,514,1,4.1,0,8,6,6,2,2,0,24,20,3,0,0,1,0,1,0,0,0,0,1,79,5,6,0,1,0,1,1,2125149,2019
03/02/2019,away,14781,414,Miami (OH),9,True,3,5,-2,loss,3 - 5,4720276,514,1,1.2,0,2,1,1,1,0,0,8,6,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,2,0,2125149,2019
03/09/2019,away,14781,202,Eastern Ky.,9,True,6,11,-5,loss,6 - 11,4727585,514,1,1.2,0,2,3,2,3,2,0,11,7,1,0,0,0,1,0,0,3,3,1,0,46,2,1,0,0,0,3,0,2125149,2019
03/16/2019,away,14781,302,UIC,9,True,1,3,-2,loss,1 - 3,4736848,514,1,2.0,0,3,1,1,1,2,0,10,9,0,0,0,1,0,0,0,0,0,0,0,40,2,2,0,0,0,2,0,2125149,2019
03/23/2019,away,14781,817,Youngstown St.,9,True,5,6,-1,loss,5 - 6,4756993,514,1,1.0,0,3,2,2,2,2,0,8,6,0,0,0,0,1,0,0,0,0,0,0,38,0,1,0,1,0,2,0,2125149,2019
03/31/2019,away,14781,505,Northern Ky.,9,True,2,3,-1,loss,2 - 3,4754265,514,1,3.0,0,1,0,0,0,3,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,2125149,2019
04/06/2019,home,14781,797,Milwaukee,9,True,12,5,7,win,12 - 5,4760873,514,1,4.0,0,4,2,2,1,5,0,17,16,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,2,0,2125149,2019
04/12/2019,away,14781,810,Wright St.,9,True,2,6,-4,loss,2 - 6,4766978,514,1,2.1,0,4,2,2,2,1,0,12,9,2,0,0,0,0,0,0,0,0,0,1,53,1,4,0,0,0,2,0,2125149,2019
04/19/2019,home,14781,302,UIC,9,True,2,1,1,win,2 - 1,4774934,514,1,2.0,0,1,0,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,29,2,1,0,0,1,2,2,2125149,2019
05/05/2019,home,14781,505,Northern Ky.,9,True,3,14,-11,loss,3 - 14,4788219,514,1,5.2,0,8,9,9,6,4,0,30,23,2,0,1,0,0,0,0,0,0,0,1,0,6,6,0,1,0,1,0,2125149,2019
05/10/2019,away,14781,797,Milwaukee,9,True,5,7,-2,loss,5 - 7,4790503,514,1,2.1,0,4,1,1,1,2,0,10,9,1,0,0,0,0,0,0,2,0,0,0,43,1,2,0,0,0,2,1,2125149,2019
05/12/2019,away,14781,797,Milwaukee,9,True,6,5,1,win,6 - 5,4791079,514,1,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,2,0,2125149,2019
05/16/2019,home,14781,810,Wright St.,9,True,3,4,-1,loss,3 - 4,4792983,514,1,3.0,0,3,1,0,1,2,0,12,11,2,0,0,0,0,0,0,0,0,0,0,43,5,0,0,0,0,2,0,2125149,2019
05/22/2019,home,14781,505,Northern Ky.,9,True,8,9,-1,loss,8 - 9,4794204,514,1,3.1,0,4,5,5,5,5,0,20,14,2,0,0,1,0,1,0,0,0,0,0,96,2,3,0,0,0,2,1,2125149,2019
