date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/18/2022,away,15860,433,Ole Miss,9,True,3,9,-6,loss,3 - 9,5207911,48,1,0,1.1,0.0,0,0,0,1,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,2667364,2022
02/22/2022,home,15860,141,The Citadel,9,True,3,16,-13,loss,3 - 16,5212783,48,1,1,1.0,0.0,4,4,4,2,0,0,9,7,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,2667364,2022
02/26/2022,home,15860,178,Delaware St.,9,True,5,0,5,win,5 - 0,5217050,48,1,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2667364,2022
02/27/2022,home,15860,178,Delaware St.,9,True,7,6,1,win,7 - 6,5218290,48,1,0,2.1,0.0,4,3,3,1,3,0,12,11,2,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,3,1,0,2667364,2022
03/02/2022,home,15860,739,Villanova,9,True,9,3,6,win,9 - 3,5221389,48,1,0,0.2,0.0,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,2667364,2022
03/04/2022,home,15860,625,Samford,9,True,16,4,12,win,16 - 4,5223438,48,1,0,0.2,0.0,1,1,1,1,1,0,4,3,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,1,0,2667364,2022
03/08/2022,home,15860,328,Kansas,9,True,5,7,-2,loss,5 - 7,5229155,48,1,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,2667364,2022
03/12/2022,home,15860,116,Canisius,9,True,2,4,-2,loss,2 - 4,5232315,48,1,0,0.2,0.0,1,0,0,0,2,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,2667364,2022
03/19/2022,home,15860,563,Radford,9,True,13,3,10,win,13 - 3,5240413,48,1,0,1.1,0.0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0,0,0,3,0,0,2667364,2022
03/22/2022,away,15860,406,Mercer,9,True,2,10,-8,loss,2 - 10,5243132,48,1,0,0.0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,4,0,0,2667364,2022
03/26/2022,away,15860,456,UNC Asheville,9,True,6,8,-2,loss,6 - 8,5246848,48,1,0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,3,0,0,2667364,2022
03/29/2022,away,15860,255,Georgia Tech,9,True,3,17,-14,loss,3 - 17,5249700,48,1,0,1.0,0.0,4,3,3,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,29,1,1,0,0,0,5,0,0,2667364,2022
04/10/2022,away,15860,792,Winthrop,10,True,14,11,3,win,14 - 11,5261262,48,1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,4,1,0,2667364,2022
04/15/2022,away,15860,10411,USC Upstate,9,True,8,13,-5,loss,8 - 13,5266174,48,1,0,0.2,0.0,2,2,2,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,0,3,0,0,2667364,2022
04/20/2022,away,15860,141,The Citadel,9,True,2,6,-4,loss,2 - 6,5270132,48,1,0,0.1,0.0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0,5,0,0,2667364,2022
05/08/2022,home,15860,1320,Presbyterian,9,True,8,2,6,win,8 - 2,5285281,48,1,0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,1,0,2667364,2022
05/11/2022,away,15860,457,North Carolina,9,True,1,12,-11,loss,1 - 12,5286257,48,1,0,1.0,0.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,3,0,0,2667364,2022
05/15/2022,away,15860,1014,Col. of Charleston,9,True,9,14,-5,loss,9 - 14,5288096,48,1,0,1.1,0.0,0,0,0,1,1,0,6,4,0,0,0,0,0,0,0,2,1,0,0,17,2,1,0,0,0,5,0,0,2667364,2022
05/20/2022,away,15860,363,Longwood,9,True,14,9,5,win,14 - 9,5289086,48,1,0,0.2,0.0,3,3,3,0,0,0,5,5,1,0,0,1,0,0,0,2,2,0,0,14,1,1,0,0,0,3,0,0,2667364,2022
05/28/2022,home,15860,115,Campbell,9,True,6,10,-4,loss,6 - 10,5290487,48,1,0,2.2,0.0,5,5,2,2,1,0,17,15,1,0,0,1,2,0,0,3,3,0,0,64,3,4,0,0,0,2,1,0,2667364,2022
