date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,home,14781,1320,Presbyterian,9,True,1,4,-3,loss,1 - 4,4707218,8,1,3.2,0,5,1,1,2,5,0,17,15,1,2,0,1,0,0,0,0,0,0,0,65,1,3,0,0,0,1,1,2120875,2019
02/23/2019,home,14781,47,Ball St.,9,True,5,8,-3,loss,5 - 8,4714333,8,1,1.1,0,4,5,5,2,3,0,10,8,0,0,0,0,1,0,0,0,0,0,0,45,1,0,0,1,0,1,2,2120875,2019
02/27/2019,home,14781,487,North Ala.,9,True,4,1,3,win,4 - 1,4717343,8,1,0.2,0,2,0,0,2,1,0,6,4,0,0,0,0,0,0,0,2,1,0,0,35,1,0,0,0,0,4,0,2120875,2019
03/06/2019,home,14781,649,South Dakota St.,14,True,5,4,1,win,5 - 4,4724897,8,1,4.0,0,3,0,0,1,2,0,15,14,0,0,0,0,0,0,0,0,0,0,0,59,2,7,0,0,0,1,0,2120875,2019
03/12/2019,home,14781,419,Middle Tenn.,9,True,2,0,2,win,2 - 0,4732650,8,1,3.0,0,3,0,0,0,1,0,13,11,1,0,0,0,0,2,0,0,0,0,0,40,2,5,0,0,0,1,1,2120875,2019
03/19/2019,home,14781,380,Maine,9,True,16,0,16,win,16 - 0,4741583,8,1,5.0,0,3,0,0,1,5,0,18,17,1,0,0,0,0,0,0,0,0,0,0,68,1,8,1,0,0,1,4,2120875,2019
03/26/2019,home,14781,37,Auburn,9,True,6,3,3,win,6 - 3,4749748,8,1,3.0,0,1,0,0,0,2,0,10,10,1,0,0,0,0,0,0,0,0,0,0,44,4,3,0,0,0,1,0,2120875,2019
03/31/2019,away,14781,235,Florida,9,True,3,6,-3,loss,3 - 6,4754365,8,1,1.2,0,3,2,2,1,0,0,9,7,2,0,0,0,0,0,0,0,0,0,1,41,1,4,0,1,0,1,0,2120875,2019
04/06/2019,home,14781,648,South Carolina,12,True,4,5,-1,loss,4 - 5,4761162,8,1,1.0,0,5,3,1,0,2,0,8,8,1,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,1,2,2120875,2019
04/12/2019,away,14781,430,Mississippi St.,9,True,0,6,-6,loss,0 - 6,4767409,8,1,1.0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,12,1,2,0,0,0,3,0,2120875,2019
04/16/2019,away,14781,9,UAB,9,True,3,2,1,win,3 - 2,4772533,8,1,4.0,0,3,1,1,0,1,0,15,13,0,0,0,0,0,1,0,0,0,1,0,0,5,4,0,0,0,1,0,2120875,2019
04/24/2019,away,14781,315,Jacksonville St.,9,True,6,3,3,win,6 - 3,4779570,8,1,2.0,0,1,0,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,20,2,3,0,0,0,1,1,2120875,2019
05/03/2019,away,14781,37,Auburn,9,True,1,5,-4,loss,1 - 5,4786555,8,1,2.0,0,3,1,1,0,1,0,9,8,1,1,0,0,0,1,0,0,0,0,0,27,3,1,0,0,0,4,0,2120875,2019
05/08/2019,away,14781,716,Troy,9,True,7,3,4,win,7 - 3,4789417,8,1,2.0,0,5,2,2,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,29,2,3,0,0,0,1,0,2120875,2019
05/16/2019,away,14781,257,Georgia,9,True,4,9,-5,loss,4 - 9,4791776,8,1,2.2,0,5,4,4,1,1,0,14,11,1,0,0,1,0,1,0,0,0,0,1,54,1,5,0,1,0,1,0,2120875,2019
