date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/21/2021,home,15580,81,Bryant,9,True,3,2,1,win,3 - 2,5004605,19651,1,1.0,0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,3,1,0,2324661,2021
02/27/2021,home,15580,459,UNC Greensboro,9,True,2,4,-2,loss,2 - 4,5010264,19651,1,2.0,0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,2,0,0,0,19,1,4,0,0,0,3,0,0,2324661,2021
03/06/2021,home,15580,456,UNC Asheville,9,True,12,6,6,win,12 - 6,5016978,19651,1,0.2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,0,12,1,1,0,0,0,4,0,0,2324661,2021
03/13/2021,home,15580,563,Radford,9,True,5,9,-4,loss,5 - 9,5023677,19651,1,1.0,0,0,0,0,2,1,0,5,2,0,0,0,0,0,0,1,1,1,1,0,10,2,0,0,0,0,4,1,0,2324661,2021
03/20/2021,away,15580,10411,USC Upstate,9,True,1,8,-7,loss,1 - 8,5032558,19651,1,4.0,0,1,3,3,6,2,0,18,10,0,0,0,0,2,0,0,0,0,1,1,0,3,6,0,0,0,2,1,0,2324661,2021
03/26/2021,home,15580,1092,Gardner-Webb,9,True,3,6,-3,loss,3 - 6,5037323,19651,1,1.1,0,1,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,3,0,0,2324661,2021
04/02/2021,away,15580,48,Charleston So.,9,True,4,15,-11,loss,4 - 15,5044796,19651,1,1.1,0,3,3,3,0,1,0,7,7,0,0,0,0,0,0,0,3,2,0,0,33,1,1,0,0,0,3,1,0,2324661,2021
04/27/2021,home,15580,459,UNC Greensboro,9,True,3,12,-9,loss,3 - 12,5068435,19651,1,2.2,0,3,2,2,0,1,0,10,10,2,0,0,0,0,0,0,0,0,0,0,27,2,4,0,0,0,1,0,0,2324661,2021
05/01/2021,away,15580,792,Winthrop,9,True,19,15,4,win,19 - 15,5071577,19651,1,0.2,0,3,4,4,1,1,0,6,5,0,0,0,1,0,0,0,0,0,0,0,15,0,1,0,0,0,2,0,0,2324661,2021
05/07/2021,home,15580,10411,USC Upstate,9,True,6,10,-4,loss,6 - 10,5074900,19651,1,3.1,0,3,4,3,2,1,0,16,14,1,0,0,0,1,0,0,2,0,0,0,48,6,3,0,0,0,4,0,0,2324661,2021
05/11/2021,away,15580,363,Longwood,9,True,1,8,-7,loss,1 - 8,5077282,19651,1,1.0,0,4,3,3,1,0,0,7,6,2,0,0,0,0,0,0,0,0,0,0,21,2,0,0,1,0,1,0,0,2324661,2021
