date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/25/2022,away,15860,746,Virginia,9,True,9,24,-15,loss,9 - 24,5215733,167,1,2.0,0,5,8,7,5,4,0,17,12,1,0,0,2,0,0,0,0,0,0,0,74,2,0,0,1,0,1,3,0,2111724,2022
03/05/2022,away,15860,165,Coppin St.,9,True,11,7,4,win,11 - 7,5224397,167,1,6.2,0,4,2,2,3,8,0,27,23,1,0,0,0,1,1,0,0,0,0,0,110,7,4,1,0,0,1,1,0,2111724,2022
03/13/2022,home,15860,251,Georgetown,10,True,8,9,-1,loss,8 - 9,5286149,167,1,6.1,0,5,6,6,5,5,0,29,22,2,0,0,1,1,2,0,0,0,0,0,106,10,2,0,0,0,1,0,0,2111724,2022
03/20/2022,away,15860,575,Richmond,9,True,7,4,3,win,7 - 4,5240646,167,1,7.0,0,7,4,4,2,1,0,32,24,1,0,0,0,2,3,0,0,0,2,1,100,12,7,0,0,0,1,1,0,2111724,2022
03/26/2022,home,15860,275,Harvard,9,True,11,12,-1,loss,11 - 12,5246488,167,1,6.0,0,6,5,2,3,6,0,29,23,2,0,0,0,0,2,0,0,0,0,0,1,7,4,0,0,0,1,3,0,2111724,2022
04/02/2022,home,15860,813,Yale,9,True,2,1,1,win,2 - 1,5252298,167,1,7.1,0,4,1,1,3,7,0,29,21,0,0,0,0,0,3,0,0,0,2,0,125,7,5,0,0,0,1,3,2,2111724,2022
04/09/2022,away,15860,554,Princeton,9,True,3,12,-9,loss,3 - 12,5282932,167,1,5.2,0,10,9,9,3,6,0,30,23,2,0,0,1,0,1,0,0,0,1,2,113,4,6,0,1,0,1,1,0,2111724,2022
04/16/2022,away,15860,540,Penn,9,True,1,10,-9,loss,1 - 10,5266419,167,1,5.0,0,5,6,4,4,8,0,27,22,2,0,0,0,5,0,0,0,0,0,1,115,5,3,0,1,0,1,3,0,2111724,2022
04/20/2022,home,15860,62,Binghamton,10,True,10,9,1,win,10 - 9,5270321,167,1,1.0,0,1,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0,0,0,7,0,0,2111724,2022
04/23/2022,home,15860,172,Dartmouth,9,True,12,7,5,win,12 - 7,5273603,167,1,7.0,0,5,4,4,3,3,0,29,26,3,1,0,0,2,0,0,0,0,0,0,110,6,11,1,0,0,1,0,0,2111724,2022
04/30/2022,home,15860,158,Columbia,9,True,3,7,-4,loss,3 - 7,5279928,167,1,9.0,1,9,7,7,1,1,0,36,32,2,0,0,2,1,1,0,0,0,0,2,101,9,15,0,1,0,1,0,0,2111724,2022
05/03/2022,away,15860,62,Binghamton,9,True,10,8,2,win,10 - 8,5282331,167,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,2,0,1,0,0,8,1,0,2111724,2022
05/07/2022,away,15860,80,Brown,9,True,3,0,3,win,3 - 0,5284014,167,1,9.0,1,6,0,0,2,6,1,34,32,0,0,0,0,0,0,0,0,0,0,0,111,10,10,1,0,0,1,3,0,2111724,2022
